"조사기준연도","행정구역시도코드","대표자성별코드","자본금출자금","자본금중외국자본비율","기업상태변동코드","상호출자제한_기업집단_대상여부","주식시장상장형태코드","주사업_산업대분류코드","주사업산업중분류코드","상용근로_남여합계종사자수","상용근로_남자종사자수","상용근로_여자종사자수","상용근로_본사본점_남여합계종사자수","상용근로_본사본점_남자종사자수","상용근로_본사본점_여자종사자수","상용근로_본사본점_기능직_남여합계종사자수","상용근로_본사본점_기능직_남자종사자수","상용근로_본사본점_기능직_여자종사자수","상용근로_본사본점_현업제조부문_남여합계종사자수","상용근로_본사본점_현업제조부문_남자종사자수","상용근로_본사본점_현업제조부문_여자종사자수","상용근로_본사본점_현업비제조부문_남여합계종사자수","상용근로_본사본점_현업비제조부문_남자종사자수","상용근로_본사본점_현업비제조부문_여자종사자수","상용근로_본사본점이외_남여합계종사자수","상용근로_본사본점이외_남자종사자수","상용근로_본사본점이외_여자종사자수","상용근로_본사본점이외_국내_남여합계종사자수","상용근로_본사본점이외_국내_남자종사자수","상용근로_본사본점이외_국내_여자종사자수","상용근로_본사본점이외_국내_제조업_남여합계종사자수","상용근로_본사본점이외_국내_제조업_남자종사자수","상용근로_본사본점이외_국내_제조업_여자종사자수","상용근로_본사본점이외_국내_도소매업_남여합계종사자수","상용근로_본사본점이외_국내_도소매업_남자종사자수","상용근로_본사본점이외_국내_도소매업_여자종사자수","상용근로_본사본점이외_국내_숙박음식업_남여합계종사자수","상용근로_본사본점이외_국내_숙박음식업_남자종사자수","상용근로_본사본점이외_국내_숙박음식업_여자종사자수","상용근로_본사본점이외_국내_건설업_남여합계종사자수","상용근로_본사본점이외_국내_건설업_남자종사자수","상용근로_본사본점이외_국내_건설업_여자종사자수","상용근로_본사본점이외_국내_운수업_남여합계종사자수","상용근로_본사본점이외_국내_운수업_남자종사자수","상용근로_본사본점이외_국내_운수업_여자종사자수","상용근로_본사본점이외_국내_금융보험업_남여합계종사자수","상용근로_본사본점이외_국내_금융보험업_남자종사자수","상용근로_본사본점이외_국내_금융보험업_여자종사자수","상용근로_본사본점이외_국내_연구개발업_남여합계종사자수","상용근로_본사본점이외_국내_연구개발업_남자종사자수","상용근로_본사본점이외_국내_연구개발업_여자종사자수","상용근로_본사본점이외_국내_기타산업_남여합계종사자수","상용근로_본사본점이외_국내_기타산업_남자종사자수","상용근로_본사본점이외_국내_기타산업_여자종사자수","상용근로_본사본점이외_국외_남여합계종사자수","상용근로_본사본점이외_국외_남자종사자수","상용근로_본사본점이외_국외_여자종사자수","임시일용근로_남여합계종사자수","임시일용근로_남자종사자수","임시일용근로_여자종사자수","임시일용근로_기타_남여합계종사자수","임시일용근로_기타_남자종사자수","임시일용근로_기타_여자종사자수","유형자산_연간증가합계금액","유형자산_토지_연간증가금액","유형자산_건물_연간증가금액","유형자산_구축물_연간증가금액","유형자산_기계장치_연간증가금액","유형자산_선박항공기_연간증가금액","유형자산_차량운반구_연간증가금액","유형자산_건설중인자산_연간증가금액","유형자산_기타_연간증가금액","무형자산_취득_연간증가금액","유형자산_연간감소합계금액","유형자산_토지_연간감소금액","유형자산_건물_연간감소금액","유형자산_구축물_연간감소금액","유형자산_기계장치_연간감소금액","유형자산_선박항공기_연간감소금액","유형자산_차량운반구_연간감소금액","유형자산_건설중인자산_연간감소금액","유형자산_기타_연간감소금액","무형자산_연간감소합계금액","재무구조_자산_총액","재무구조_당좌자산","재무구조_재고자산","재무구조_투자자산","재무구조_유형자산","재무구조_유형자산_토지_연말잔액","재무구조_유형자산_건물_연말잔액","재무구조_유형자산_구축물_연말잔액","재무구조_유형자산_기계장치_연말잔액","재무구조_유형자산_선박항공기_연말잔액","재무구조_유형자산_차량운반구_연말잔액","재무구조_유형자산_건설중인자산_연말잔액","재무구조_유형자산_기타_연말잔액","재무구조_무형자산","재무구조_부채_총액","재무구조_유동부채","재무구조_비유동부채","재무구조_자본총액","재무구조_자본잉여금","경영실적_매출금액영업수익","경영실적_영업비용_매출원가금융보험관련비","경영실적_영업비용_판매비및일반관리비","경영실적_영업외수익금액","경영실적_영업외비","경영실적_법인세차감전순이익"
"2021","경상남도","남",300,0,"변동없음","아니오","비상장","제조업(10~34)","기타 운송장비 제조업",75,72,3,75,72,3,4,2,2,71,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2959,2284,0,11,15,0,0,0,0,0,15,0,0,238,1507,1255,252,1452,0,4988,5205,874,195,22,-918
"2021","경기도","남",51149,0,"변동없음","아니오","비상장","예술, 스포츠 및 여가관련 서비스업(90~91)","스포츠 및 오락관련 서비스업",38,33,5,38,33,5,38,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,105,863,0,0,430,264,0,0,0,169,10,0,0,0,0,0,0,0,0,0,0,87540,17738,51,8,66623,18908,8633,7248,799,0,121,0,30914,1112,761,735,26,86779,0,20503,5099,3419,223,37,12171
"2021","서울특별시","여",500,0,"변동없음","아니오","비상장","전문, 과학 및 기술 서비스업(70~73)","건축기술, 엔지니어링 및 기타 과학기술 서비스업",377,304,73,377,304,73,57,35,22,0,0,0,320,269,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,678,0,1,0,0,0,677,0,0,4,10385,9275,887,0,0,0,223,0,0,0,45322,38010,0,4227,879,15,80,0,0,0,784,0,0,214,5872,5872,0,39450,0,46028,32934,5868,4574,80,11720
"2021","서울특별시","남",18000,30,"변동없음","아니오","비상장","숙박 및 음식점업(55~56)","숙박업",77,36,41,36,18,18,36,18,18,0,0,0,0,0,0,41,18,23,41,18,23,0,0,0,0,0,0,41,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,35,0,0,0,3,0,86,0,0,0,0,0,86,0,0,61,39585,7562,64,2000,24010,7680,12203,0,48,0,0,0,4079,45,9957,1853,8104,29628,0,7275,8148,3205,220,187,-4045
"2021","서울특별시","남",1000,0,"변동없음","아니오","비상장","제조업(10~34)","고무 및 플라스틱제품 제조업",160,120,40,19,13,6,19,13,6,0,0,0,0,0,0,141,107,34,141,107,34,117,91,26,24,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336,0,0,0,1536,0,32,1768,0,11,1679,0,0,0,83,0,0,1596,0,0,39088,16093,7409,946,13446,7148,3132,5,2797,0,138,214,12,10,21596,18286,3310,17492,0,74510,66311,4788,666,703,3374
"2021","서울특별시","남",4154,0,"변동없음","아니오","비상장","제조업(10~34)","의료용 물질 및 의약품 제조업",58,35,23,17,9,8,17,9,8,0,0,0,0,0,0,41,26,15,41,26,15,41,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0,0,0,508,0,0,554,63,473,471,0,0,0,0,0,0,471,0,984,31605,12601,1705,43,15305,3641,3943,147,4470,0,7,2735,362,1759,16703,12378,4325,14902,15693,10829,5011,2600,98,2104,1212
"2021","서울특별시","남",598,0,"변동없음","아니오","비상장","정보통신업(58~63)","영상·오디오 기록물 제작 및 배급업",50,36,14,50,36,14,50,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,0,0,0,0,0,62,1174,10,0,0,0,0,0,0,0,0,0,0,0,122261,97986,0,7438,1380,0,0,0,47,0,55,1254,24,5375,58300,24180,34120,63961,54377,90917,71555,6386,4204,2265,14915
"2021","경기도","남",7383,0,"변동없음","아니오","코스닥","제조업(10~34)","기타 기계 및 장비 제조업",325,250,75,320,245,75,300,227,73,20,18,2,0,0,0,5,5,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8190,0,29,0,2176,0,0,5694,291,944,762,0,220,0,0,0,3,431,108,1,397808,222458,70037,41981,42254,15032,5459,0,8771,0,1,8160,4831,4659,121204,108478,12726,276604,175243,422916,235506,99284,12174,4290,96010
"2021","경상북도","남",500,0,"변동없음","아니오","비상장","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","사업시설 관리 및 조경 서비스업",237,85,152,237,85,152,237,85,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,0,0,0,0,0,1128,0,38,0,0,0,0,0,0,0,0,0,0,0,8123,6442,0,101,985,0,0,0,0,0,817,0,168,546,4487,3649,838,3636,0,17354,15079,1437,1860,175,2523
"2021","경상북도","남",312,0,"변동없음","아니오","비상장","제조업(10~34)","1차 금속 제조업",95,87,8,56,52,4,17,14,3,39,38,1,0,0,0,39,35,4,39,35,4,39,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,30,0,58,0,0,0,101,0,39,0,36,0,0,0,3,0,0,0,24717,1739,11966,348,10194,5233,4225,97,457,0,1,0,181,1,16914,4052,12862,7803,1,18838,17847,2582,429,397,-1559
"2021","부산광역시","남",420,0,"변동없음","아니오","비상장","건설업(41~42)","전문직별 공사업",78,73,5,46,45,1,46,45,1,0,0,0,0,0,0,32,28,4,32,28,4,0,0,0,0,0,0,0,0,0,32,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,4,0,0,0,75,0,0,30,15,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,8330,5341,840,458,1310,571,574,26,0,0,121,0,18,0,1516,431,1085,6814,0,9841,6037,3257,80,43,584
"2021","인천광역시","남",300,0,"변동없음","아니오","비상장","운수 및 창고업(49~52)","육상운송 및 파이프라인 운송업",146,134,12,145,133,12,7,4,3,0,0,0,138,129,9,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,0,0,0,0,0,836,0,21,0,1021,0,0,0,0,0,1021,0,0,0,7078,1316,0,1499,3554,0,0,5,0,0,28,0,3521,0,6472,2979,3493,606,0,11496,10578,885,301,196,138
"2021","서울특별시","남",1000,0,"변동없음","아니오","비상장","도매 및 소매업(45~47)","도매 및 상품 중개업",123,108,15,60,53,7,8,6,2,5,4,1,47,43,4,63,55,8,63,55,8,0,0,0,61,53,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1662,0,1364,0,65,0,102,0,131,0,25,0,0,0,0,0,25,0,0,0,20983,5704,2151,248,12478,6054,6049,32,80,0,99,0,164,18,15100,12880,2220,5883,0,29386,15537,12804,77,330,792
"2021","대전광역시","남",1400,0,"변동없음","아니오","비상장","도매 및 소매업(45~47)","도매 및 상품 중개업",105,62,43,105,62,43,19,9,10,0,0,0,86,53,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,61,0,6,0,184,0,0,0,0,0,184,0,0,0,81964,39517,17003,22046,3299,2372,794,8,0,0,98,0,27,0,48711,45656,3055,33253,0,293384,278815,11104,1445,111,4799
"2021","서울특별시","남",22400,10,"변동없음","예","코스피","제조업(10~34)","섬유제품 제조업; 의복제외",964,827,137,195,117,78,195,117,78,0,0,0,0,0,0,769,710,59,769,710,59,556,531,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,179,34,0,0,0,96,52,44,4,2,2,142630,0,12338,1189,68252,0,46,59396,1409,169,85233,0,0,0,5241,0,80,79897,15,1200,1283180,119932,100396,600658,351267,101175,74928,6336,135329,0,119,24564,8816,12560,721283,416855,304428,561897,428410,963266,829401,55244,124697,33164,170154
"2021","서울특별시","남",35000,0,"변동없음","예","비상장","정보통신업(58~63)","방송업",608,491,117,236,191,45,59,46,13,0,0,0,177,145,32,372,300,72,372,300,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,300,72,0,0,0,0,0,0,0,0,0,17639,0,64,0,7664,0,67,4949,4895,1358,6907,1319,172,0,3,0,1,5385,27,0,425337,61792,2,4621,74817,7135,4777,94,38171,0,162,56,24422,218253,47491,36521,10970,377846,316610,244570,94547,125813,4891,935,28166
"2021","경기도","남",3300,0,"변동없음","아니오","비상장","도매 및 소매업(45~47)","도매 및 상품 중개업",351,321,30,351,321,30,39,21,18,0,0,0,312,300,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,58,0,0,0,0,0,0,48,10,250,48,0,36,0,0,0,0,12,0,0,105762,76248,14343,3866,2012,875,1033,0,0,0,0,36,68,225,29425,26367,3058,76337,29678,224034,138613,82083,967,771,3534
"2021","경기도","남",1275,0,"변동없음","아니오","비상장","숙박 및 음식점업(55~56)","음식점 및 주점업",27,11,16,15,8,7,1,1,0,0,0,0,14,7,7,12,3,9,12,3,9,0,0,0,12,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,207,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,3373,296,114,0,467,0,0,0,0,0,0,0,467,0,8531,6050,2481,-5158,574,8363,5029,5566,3,106,-2335
"2021","경기도","남",1100,0,"변동없음","아니오","비상장","전문, 과학 및 기술 서비스업(70~73)","건축기술, 엔지니어링 및 기타 과학기술 서비스업",98,93,5,10,8,2,10,8,2,0,0,0,0,0,0,88,85,3,88,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11974,5929,0,30,2144,0,0,0,1100,0,594,0,450,1,5442,4209,1233,6532,0,13500,9587,3004,60,381,588
"2021","경상남도","남",6867,0,"변동없음","아니오","코스피","제조업(10~34)","고무 및 플라스틱제품 제조업",570,467,103,392,309,83,115,99,16,277,210,67,0,0,0,178,158,20,178,158,20,177,157,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118,0,256,32,1370,0,127,199,134,0,4355,1144,2148,0,536,0,244,283,0,0,408960,66667,29366,277112,33317,24485,5274,148,2630,0,132,280,368,1140,38625,37705,920,370335,320125,178572,151071,13084,10695,2866,22246
"2021","경기도","남",3575,0,"변동없음","아니오","코스닥","제조업(10~34)","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",86,78,8,86,78,8,43,39,4,43,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,46,0,52,118,66,1044,0,0,0,0,0,0,0,0,0,2411,43368,27061,6309,0,4849,1335,2940,0,194,0,0,118,262,2317,13290,10761,2529,30078,24923,38833,26364,10862,1076,2802,-119
"2021","경기도","남",140121,0,"변동없음","아니오","코스피","제조업(10~34)","1차 금속 제조업",3137,2852,285,231,171,60,231,171,60,0,0,0,0,0,0,2906,2681,225,2901,2676,225,2631,2461,170,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,57,50,7,208,161,47,5,5,0,485,479,6,0,0,0,142977,231,4016,303,51542,0,1999,83533,1353,140,58352,0,44,0,0,0,160,58146,2,0,2809432,545294,790291,484787,936498,359588,183951,36519,255555,0,2162,74875,23848,10570,1125932,847161,278771,1683500,494520,2556005,2202635,119544,148847,76335,306338
"2021","경기도","남",3635,0,"변동없음","아니오","코스닥","제조업(10~34)","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",144,127,17,136,119,17,62,47,15,74,72,2,0,0,0,8,8,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,6251,1056,1282,0,0,0,11,3821,81,58,22,0,0,0,0,0,0,0,22,9,81195,57615,4628,1483,16378,5897,6349,0,0,0,91,3814,227,81,6285,6044,241,74910,26483,21603,15049,5343,1017,51,2177
"2021","경기도","남",340,0,"변동없음","아니오","비상장","제조업(10~34)","전기장비 제조업",140,61,79,139,60,79,63,51,12,76,9,67,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,0,0,4,89,0,161,3,379,0,193,0,130,0,0,0,6,57,0,0,31683,20084,4949,2272,3953,671,2139,20,302,0,183,0,638,247,19436,17530,1906,12247,13,42105,37806,4974,1258,1091,-508
"2021","대전광역시","남",13624,7,"변동없음","아니오","코스닥","전문, 과학 및 기술 서비스업(70~73)","연구개발업",111,52,59,107,50,57,107,50,57,0,0,0,0,0,0,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,5,1,4,0,0,0,23228,2815,16100,0,0,0,0,174,4139,2074,4859,0,0,0,0,0,0,4404,455,129,293234,162397,271,31051,24432,2815,15973,0,0,0,0,0,5644,8601,34459,17018,17441,258775,349792,32157,14459,45404,8299,1115,-20522
