"조사기준연도","행정구역시도코드","대표자성별코드","자본금출자금","자본금중외국자본비율","기업상태변동코드","상호출자제한_기업집단_대상여부","주식시장상장형태코드","주사업_산업대분류코드","주사업산업중분류코드","상용근로_남여합계종사자수","상용근로_남자종사자수","상용근로_여자종사자수","상용근로_본사본점_남여합계종사자수","상용근로_본사본점_남자종사자수","상용근로_본사본점_여자종사자수","상용근로_본사본점_기능직_남여합계종사자수","상용근로_본사본점_기능직_남자종사자수","상용근로_본사본점_기능직_여자종사자수","상용근로_본사본점_현업제조부문_남여합계종사자수","상용근로_본사본점_현업제조부문_남자종사자수","상용근로_본사본점_현업제조부문_여자종사자수","상용근로_본사본점_현업비제조부문_남여합계종사자수","상용근로_본사본점_현업비제조부문_남자종사자수","상용근로_본사본점_현업비제조부문_여자종사자수","상용근로_본사본점이외_남여합계종사자수","상용근로_본사본점이외_남자종사자수","상용근로_본사본점이외_여자종사자수","상용근로_본사본점이외_국내_남여합계종사자수","상용근로_본사본점이외_국내_남자종사자수","상용근로_본사본점이외_국내_여자종사자수","상용근로_본사본점이외_국내_제조업_남여합계종사자수","상용근로_본사본점이외_국내_제조업_남자종사자수","상용근로_본사본점이외_국내_제조업_여자종사자수","상용근로_본사본점이외_국내_도소매업_남여합계종사자수","상용근로_본사본점이외_국내_도소매업_남자종사자수","상용근로_본사본점이외_국내_도소매업_여자종사자수","상용근로_본사본점이외_국내_숙박음식업_남여합계종사자수","상용근로_본사본점이외_국내_숙박음식업_남자종사자수","상용근로_본사본점이외_국내_숙박음식업_여자종사자수","상용근로_본사본점이외_국내_건설업_남여합계종사자수","상용근로_본사본점이외_국내_건설업_남자종사자수","상용근로_본사본점이외_국내_건설업_여자종사자수","상용근로_본사본점이외_국내_운수업_남여합계종사자수","상용근로_본사본점이외_국내_운수업_남자종사자수","상용근로_본사본점이외_국내_운수업_여자종사자수","상용근로_본사본점이외_국내_금융보험업_남여합계종사자수","상용근로_본사본점이외_국내_금융보험업_남자종사자수","상용근로_본사본점이외_국내_금융보험업_여자종사자수","상용근로_본사본점이외_국내_연구개발업_남여합계종사자수","상용근로_본사본점이외_국내_연구개발업_남자종사자수","상용근로_본사본점이외_국내_연구개발업_여자종사자수","상용근로_본사본점이외_국내_기타산업_남여합계종사자수","상용근로_본사본점이외_국내_기타산업_남자종사자수","상용근로_본사본점이외_국내_기타산업_여자종사자수","상용근로_본사본점이외_국외_남여합계종사자수","상용근로_본사본점이외_국외_남자종사자수","상용근로_본사본점이외_국외_여자종사자수","임시일용근로_남여합계종사자수","임시일용근로_남자종사자수","임시일용근로_여자종사자수","임시일용근로_기타_남여합계종사자수","임시일용근로_기타_남자종사자수","임시일용근로_기타_여자종사자수","유형자산_연간증가합계금액","유형자산_토지_연간증가금액","유형자산_건물_연간증가금액","유형자산_구축물_연간증가금액","유형자산_기계장치_연간증가금액","유형자산_선박항공기_연간증가금액","유형자산_차량운반구_연간증가금액","유형자산_건설중인자산_연간증가금액","유형자산_기타_연간증가금액","무형자산_취득_연간증가금액","유형자산_연간감소합계금액","유형자산_토지_연간감소금액","유형자산_건물_연간감소금액","유형자산_구축물_연간감소금액","유형자산_기계장치_연간감소금액","유형자산_선박항공기_연간감소금액","유형자산_차량운반구_연간감소금액","유형자산_건설중인자산_연간감소금액","유형자산_기타_연간감소금액","무형자산_연간감소합계금액","재무구조_자산_총액","재무구조_당좌자산","재무구조_재고자산","재무구조_투자자산","재무구조_유형자산","재무구조_유형자산_토지_연말잔액","재무구조_유형자산_건물_연말잔액","재무구조_유형자산_구축물_연말잔액","재무구조_유형자산_기계장치_연말잔액","재무구조_유형자산_선박항공기_연말잔액","재무구조_유형자산_차량운반구_연말잔액","재무구조_유형자산_건설중인자산_연말잔액","재무구조_유형자산_기타_연말잔액","재무구조_무형자산","재무구조_부채_총액","재무구조_유동부채","재무구조_비유동부채","재무구조_자본총액","재무구조_자본잉여금","경영실적_매출금액영업수익","경영실적_영업비용_매출원가금융보험관련비","경영실적_영업비용_판매비및일반관리비","경영실적_영업외수익금액","경영실적_영업외비","경영실적_법인세차감전순이익"
"2021","부산광역시","여",3000,1,"변동없음","아니오","비상장","운수 및 창고업(49~52)","수상 운송업",267,260,7,267,260,7,267,260,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,12716,0,0,0,0,4870,0,7820,26,0,878,0,0,0,0,0,30,848,0,0,149397,21955,1153,2291,120246,5414,3120,0,0,0,77,7399,104236,3,103459,28397,75062,45938,0,73070,58452,4471,1306,6324,5129
"2021","서울특별시","남",2820,100,"변동없음","아니오","비상장","도매 및 소매업(45~47)","도매 및 상품 중개업",25,19,6,25,19,6,25,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21939,19020,11,0,24,0,0,0,0,0,0,0,24,0,1349,1349,0,20590,0,7519,748,3367,590,641,3353
"2021","경기도","남",1837,0,"변동없음","아니오","비상장","예술, 스포츠 및 여가관련 서비스업(90~91)","창작, 예술 및 여가관련 서비스업",142,79,63,50,35,15,50,35,15,0,0,0,0,0,0,92,44,48,92,44,48,0,0,0,0,0,0,15,12,3,0,0,0,0,0,0,0,0,0,0,0,0,77,32,45,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,229,93,2,1,0,0,0,0,0,0,0,1,0,7973,1170,114,602,5080,0,0,0,0,0,90,401,4589,37,9527,8014,1513,-1554,5983,12416,12035,2625,49,421,-2616
"2021","경기도","남",683,0,"변동없음","아니오","비상장","도매 및 소매업(45~47)","자동차 및 부품 판매업",58,50,8,36,30,6,3,1,2,0,0,0,33,29,4,22,20,2,22,20,2,0,0,0,22,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60568,32065,0,0,15,0,0,27476,1012,0,30099,0,0,0,0,0,0,29146,953,0,49416,3172,734,1275,40602,32066,5870,21,174,0,3,2116,352,0,44042,24042,20000,5374,0,65532,55518,5876,235,973,3400
"2021","부산광역시","남",1988,0,"변동없음","아니오","비상장","제조업(10~34)","1차 금속 제조업",53,47,6,53,47,6,20,16,4,33,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,35,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,51569,9208,11328,6358,24553,15722,5912,0,2576,0,0,308,35,31,35017,27032,7985,16552,1310,22990,20929,2979,457,1443,-1904
"2021","충청북도","남",76786,100,"변동없음","아니오","비상장","제조업(10~34)","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1257,863,394,486,336,150,97,67,30,389,269,120,0,0,0,771,527,244,771,527,244,410,228,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,177,32,152,122,30,0,0,0,0,0,0,0,0,0,55589,0,1719,0,11430,0,0,38250,4190,701,17372,25,11,0,0,0,0,17334,2,0,652107,394894,46673,125,127618,16476,16461,766,49460,0,0,30608,13847,6250,575237,138273,436964,76870,204889,542026,366171,120631,48023,81291,21956
"2021","서울특별시","남",2000,25,"변동없음","아니오","비상장","숙박 및 음식점업(55~56)","숙박업",129,85,44,26,15,11,26,15,11,0,0,0,0,0,0,103,70,33,103,70,33,0,0,0,0,0,0,103,70,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128077,1947,0,26431,86115,83631,2405,0,0,0,28,0,51,1,83849,45593,38256,44228,1491,27126,0,29168,693,5188,-6537
"2021","경상남도","여",300,0,"변동없음","아니오","비상장","제조업(10~34)","자동차 및 트레일러 제조업",100,73,27,98,72,26,12,9,3,86,63,23,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1851,0,0,0,1800,0,0,0,51,0,2,0,0,0,2,0,0,0,0,0,26577,4479,1727,6874,13458,5027,5608,0,2542,0,33,0,248,17,9033,6462,2571,17544,0,22273,18674,2437,1061,223,2000
"2021","경기도","남",2100,0,"변동없음","아니오","비상장","제조업(10~34)","전기장비 제조업",133,119,14,108,94,14,22,17,5,71,64,7,15,13,2,25,25,0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541,0,0,0,144,0,123,1078,196,48,0,0,0,0,0,0,0,0,0,0,64521,37184,6721,7,18005,5483,10279,0,600,0,188,1078,377,239,15434,9626,5808,49087,0,78855,53521,12767,761,118,13210
"2021","경기도","남",12726,0,"변동없음","예","비상장","제조업(10~34)","전기장비 제조업",67,64,3,67,64,3,16,13,3,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,0,0,0,499,0,0,194,380,0,391,0,0,0,0,0,0,330,61,0,58705,22734,11854,116,23832,20167,1815,44,1293,0,26,27,460,0,44779,25586,19193,13926,0,174814,170897,1781,1019,2122,1033
"2021","경상남도","남",1261,0,"변동없음","아니오","비상장","제조업(10~34)","1차 금속 제조업",351,338,13,351,338,13,44,37,7,307,301,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6170,2759,256,52,1719,0,13,1356,15,0,1038,0,0,0,63,0,2,972,1,0,359779,231790,58963,37066,30647,10138,7909,1609,10274,0,21,507,189,0,159396,159091,305,200383,10217,690292,586213,24356,25142,14326,90539
"2021","서울특별시","남",2e+05,0,"법인분할 후 신설","예","비상장","제조업(10~34)","전기장비 제조업",1414,1139,275,356,251,105,356,251,105,0,0,0,0,0,0,1058,888,170,915,747,168,358,307,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,440,117,0,0,0,143,141,2,98,81,17,0,0,0,20466,891,5410,40,7246,0,1,0,6878,4604,20492,0,0,0,26,0,0,20466,0,0,6583682,1423016,699301,3251290,816134,72186,377743,8679,245543,0,72,24540,87371,5117,2589560,1703443,886117,3994122,3969300,1040368,1100916,195739,57786,56461,-254962
"2021","부산광역시","남",29067,0,"변동없음","아니오","코스닥","제조업(10~34)","기타 기계 및 장비 제조업",127,117,10,36,33,3,36,33,3,0,0,0,0,0,0,91,84,7,91,84,7,32,29,3,23,22,1,0,0,0,0,0,0,36,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7779,1856,829,0,20,0,230,4589,255,1831,440,0,0,0,0,0,0,440,0,0,81200,24807,2891,15348,33051,15111,2605,0,613,7186,43,5639,1854,3638,34920,13045,21875,46280,58351,53330,47628,4651,3118,1923,2246
"2021","서울특별시","남",9264,0,"변동없음","아니오","비상장","도매 및 소매업(45~47)","도매 및 상품 중개업",26,8,18,26,8,18,26,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,8,0,442,350,0,0,0,0,0,0,0,0,0,0,44613,22720,0,5381,3536,179,947,0,0,0,8,0,2402,488,40135,39865,270,4478,0,189301,178131,9889,44,232,1093
"2021","경기도","남",1338,0,"변동없음","아니오","비상장","도매 및 소매업(45~47)","도매 및 상품 중개업",77,43,34,49,23,26,17,6,11,0,0,0,32,17,15,28,20,8,28,20,8,10,9,1,18,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,0,380,0,157,0,91,598,347,27,764,0,0,0,0,0,4,760,0,0,45375,22923,14474,3562,3291,1646,756,30,238,0,77,91,453,95,20713,20713,0,24662,1956,76352,55526,9534,1239,1639,10892
"2021","서울특별시","남",1650,0,"변동없음","아니오","비상장","정보통신업(58~63)","출판업",249,198,51,249,198,51,249,198,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,73,13,0,0,0,0,0,0,0,0,0,0,37173,33465,0,2006,113,0,0,0,0,0,0,0,113,10,28889,26990,1899,8284,2475,66358,56863,8187,201,147,1362
"2021","서울특별시","남",1500,0,"변동없음","아니오","비상장","도매 및 소매업(45~47)","도매 및 상품 중개업",13,13,0,7,7,0,1,1,0,6,6,0,0,0,0,6,6,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6886,2203,0,1764,2885,1057,1656,0,128,0,3,0,41,1,3989,1785,2204,2897,2527,5070,5090,229,10,8,-247
"2021","경상북도","남",5040,0,"변동없음","아니오","비상장","제조업(10~34)","자동차 및 트레일러 제조업",158,131,27,112,102,10,43,41,2,67,59,8,2,2,0,46,29,17,42,25,17,42,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3651,249,157,0,2983,0,0,0,262,0,1632,812,0,0,820,0,0,0,0,0,117733,23161,10784,23406,58923,20172,16730,6295,14460,0,76,0,1190,138,72673,51514,21159,45060,5197,94168,76381,13024,2370,4653,2480
"2021","부산광역시","남",950,50,"변동없음","아니오","비상장","제조업(10~34)","의료, 정밀, 광학기기 및 시계 제조업",176,47,129,176,47,129,21,9,12,155,38,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,437,0,58,0,0,495,73,0,0,0,0,0,0,73,0,73,12000,4794,231,1292,5424,3079,1936,0,222,0,11,74,102,0,3669,2593,1076,8331,0,9083,7326,1707,152,162,40
"2021","경상북도","남",66000,0,"변동없음","아니오","비상장","예술, 스포츠 및 여가관련 서비스업(90~91)","스포츠 및 오락관련 서비스업",36,26,10,30,22,8,30,22,8,0,0,0,0,0,0,6,4,2,6,4,2,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,47,28,10,10,0,78,45,28,0,6,0,0,0,0,0,0,6,0,0,80513,17101,57,354,62742,39286,16041,6955,77,0,245,45,93,18,8294,8164,130,72219,0,14175,8612,2368,177,1,3371
"2021","경상남도","남",762,0,"변동없음","아니오","비상장","제조업(10~34)","고무 및 플라스틱제품 제조업",75,35,40,75,35,40,20,15,5,55,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0,0,483,0,90,0,35,0,106,0,0,0,0,0,106,0,0,0,13899,4370,865,3040,5589,2467,1446,238,1188,0,200,0,50,16,6219,3662,2557,7680,1,12332,8906,2580,59,75,830
"2021","서울특별시","여",1091,0,"변동없음","아니오","비상장","정보통신업(58~63)","출판업",96,29,67,96,29,67,24,9,15,0,0,0,72,20,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,62,0,139,22,2,0,0,0,0,0,0,0,2,0,43197,8608,1362,3567,29237,23118,5281,0,0,0,43,0,795,85,39463,14069,25394,3734,939,24075,16816,5005,1562,2153,1663
"2021","경기도","남",520,0,"변동없음","아니오","비상장","제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외",111,92,19,22,19,3,6,5,1,16,14,2,0,0,0,89,73,16,89,73,16,88,72,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,11560,808,335,0,4982,0,1282,4094,59,0,5546,257,5,0,0,0,29,5255,0,0,67729,24541,760,3794,37306,19681,9055,82,4755,0,1737,1905,91,0,18446,13390,5056,49283,0,63450,45307,8563,1396,204,10772
"2021","인천광역시","여",2000,0,"변동없음","아니오","비상장","제조업(10~34)","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",153,121,32,153,121,32,49,40,9,104,81,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13047,0,7168,0,513,0,0,5354,12,0,8042,293,67,0,0,0,0,7682,0,0,96644,36563,6294,29627,23869,12159,10520,0,984,0,15,165,26,1,24678,24053,625,71966,1329,63905,58054,5782,5292,1481,3880
"2021","서울특별시","여",11704,0,"변동없음","아니오","코스닥","교육 서비스업(85)","교육 서비스업",256,117,139,58,35,23,10,8,2,0,0,0,48,27,21,198,82,116,198,82,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,82,116,0,0,0,20,11,9,30,12,18,2594,0,0,0,0,0,0,1433,1161,298,4628,0,0,0,0,0,0,956,3672,0,118906,49022,122,24699,3481,0,0,0,0,0,57,518,2906,3681,42205,38127,4078,76701,13528,71841,26177,35154,5516,4977,11049
"2021","경상남도","남",9660,0,"변동없음","아니오","코스닥","제조업(10~34)","자동차 및 트레일러 제조업",574,382,192,321,225,96,22,20,2,299,205,94,0,0,0,253,157,96,253,157,96,253,157,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,34,14,0,0,0,16292,0,158,312,6212,0,111,8586,913,116,2980,0,0,0,458,0,0,2522,0,0,223713,62537,26997,24727,104119,24510,17318,1514,49383,0,157,8653,2584,1601,117050,107384,9666,106663,20629,245927,220374,23514,9984,6607,5416
