조사기준연도,행정구역시도코드,대표자성별코드,자본금출자금,자본금중외국자본비율,기업상태변동코드,상호출자제한_기업집단_대상여부,주식시장상장형태코드,주사업_산업대분류코드,주사업산업중분류코드,상용근로_남여합계종사자수,상용근로_남자종사자수,상용근로_여자종사자수,상용근로_본사본점_남여합계종사자수,상용근로_본사본점_남자종사자수,상용근로_본사본점_여자종사자수,상용근로_본사본점_기능직_남여합계종사자수,상용근로_본사본점_기능직_남자종사자수,상용근로_본사본점_기능직_여자종사자수,상용근로_본사본점_현업제조부문_남여합계종사자수,상용근로_본사본점_현업제조부문_남자종사자수,상용근로_본사본점_현업제조부문_여자종사자수,상용근로_본사본점_현업비제조부문_남여합계종사자수,상용근로_본사본점_현업비제조부문_남자종사자수,상용근로_본사본점_현업비제조부문_여자종사자수,상용근로_본사본점이외_남여합계종사자수,상용근로_본사본점이외_남자종사자수,상용근로_본사본점이외_여자종사자수,상용근로_본사본점이외_국내_남여합계종사자수,상용근로_본사본점이외_국내_남자종사자수,상용근로_본사본점이외_국내_여자종사자수,상용근로_본사본점이외_국내_제조업_남여합계종사자수,상용근로_본사본점이외_국내_제조업_남자종사자수,상용근로_본사본점이외_국내_제조업_여자종사자수,상용근로_본사본점이외_국내_도소매업_남여합계종사자수,상용근로_본사본점이외_국내_도소매업_남자종사자수,상용근로_본사본점이외_국내_도소매업_여자종사자수,상용근로_본사본점이외_국내_숙박음식업_남여합계종사자수,상용근로_본사본점이외_국내_숙박음식업_남자종사자수,상용근로_본사본점이외_국내_숙박음식업_여자종사자수,상용근로_본사본점이외_국내_건설업_남여합계종사자수,상용근로_본사본점이외_국내_건설업_남자종사자수,상용근로_본사본점이외_국내_건설업_여자종사자수,상용근로_본사본점이외_국내_운수업_남여합계종사자수,상용근로_본사본점이외_국내_운수업_남자종사자수,상용근로_본사본점이외_국내_운수업_여자종사자수,상용근로_본사본점이외_국내_금융보험업_남여합계종사자수,상용근로_본사본점이외_국내_금융보험업_남자종사자수,상용근로_본사본점이외_국내_금융보험업_여자종사자수,상용근로_본사본점이외_국내_연구개발업_남여합계종사자수,상용근로_본사본점이외_국내_연구개발업_남자종사자수,상용근로_본사본점이외_국내_연구개발업_여자종사자수,상용근로_본사본점이외_국내_기타산업_남여합계종사자수,상용근로_본사본점이외_국내_기타산업_남자종사자수,상용근로_본사본점이외_국내_기타산업_여자종사자수,상용근로_본사본점이외_국외_남여합계종사자수,상용근로_본사본점이외_국외_남자종사자수,상용근로_본사본점이외_국외_여자종사자수,임시일용근로_남여합계종사자수,임시일용근로_남자종사자수,임시일용근로_여자종사자수,임시일용근로_기타_남여합계종사자수,임시일용근로_기타_남자종사자수,임시일용근로_기타_여자종사자수,유형자산_연간증가합계금액,유형자산_토지_연간증가금액,유형자산_건물_연간증가금액,유형자산_구축물_연간증가금액,유형자산_기계장치_연간증가금액,유형자산_선박항공기_연간증가금액,유형자산_차량운반구_연간증가금액,유형자산_건설중인자산_연간증가금액,유형자산_기타_연간증가금액,무형자산_취득_연간증가금액,유형자산_연간감소합계금액,유형자산_토지_연간감소금액,유형자산_건물_연간감소금액,유형자산_구축물_연간감소금액,유형자산_기계장치_연간감소금액,유형자산_선박항공기_연간감소금액,유형자산_차량운반구_연간감소금액,유형자산_건설중인자산_연간감소금액,유형자산_기타_연간감소금액,무형자산_연간감소합계금액,재무구조_자산_총액,재무구조_당좌자산,재무구조_재고자산,재무구조_투자자산,재무구조_유형자산,재무구조_유형자산_토지_연말잔액,재무구조_유형자산_건물_연말잔액,재무구조_유형자산_구축물_연말잔액,재무구조_유형자산_기계장치_연말잔액,재무구조_유형자산_선박항공기_연말잔액,재무구조_유형자산_차량운반구_연말잔액,재무구조_유형자산_건설중인자산_연말잔액,재무구조_유형자산_기타_연말잔액,재무구조_무형자산,재무구조_부채_총액,재무구조_유동부채,재무구조_비유동부채,재무구조_자본총액,재무구조_자본잉여금,경영실적_매출금액영업수익,경영실적_영업비용_매출원가금융보험관련비,경영실적_영업비용_판매비및일반관리비,경영실적_영업외수익금액,경영실적_영업외비,경영실적_법인세차감전순이익
2021,서울특별시,남,998,0,변동없음,아니오,비상장,"전문, 과학 및 기술 서비스업(70~73)",도매 및 상품 중개업,134,47,65,111,44,49,111,42,24,0,0,0,0,0,0,6,5,0,8,4,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,9268,3810,4584,0,9,0,0,4,0,0,28,2,-40,0,5538,8996,55,-3456,39666,20259,14216,5278,213,9,-699
2021,서울특별시,남,43885,0,변동없음,아니오,비상장,제조업(10~34),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",36,26,8,17,15,4,13,10,3,0,0,0,0,0,0,18,19,5,14,13,5,14,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,419,482,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,30527,18741,9400,22104,93,0,0,3,334,0,-2,-1,425,1,11207,4774,6578,13311,40065,13908,4462,1292,2552,2815,-1960
2021,경기도,남,7480,0,변동없음,아니오,코스닥,제조업(10~34),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",193,167,14,178,181,13,17,11,3,33,31,0,131,91,12,3,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,122,0,0,0,26,0,0,200,140,0,27,0,0,0,0,0,0,167,0,0,81562,13735,2753,1936,22291,6188,2815,189,0,0,46,6003,285,1,5441,4101,120,10005,41883,35793,22344,7099,2492,590,-5070
2021,경기도,남,1756,0,변동없음,아니오,비상장,제조업(10~34),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84,15,65,101,19,33,11,5,2,90,24,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,27,0,0,0,0,0,161,0,0,0,1000,0,0,0,26,0,10731,11564,194,1793,48,0,0,2,890,0,-54,0,891,40,1898,733,2615,1114,28157,6527,16278,953,2890,493,-2317
2021,부산광역시,남,2010,0,변동없음,아니오,비상장,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,118,5,101,128,2,213,13,2,5,63,0,28,1,0,6,10,1,4,11,4,5,0,0,0,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540,-2684,20,0,1480,102,159,21,0,0,10,0,19,0,230,73,-2,-269947,15351,4164,1071,1136,127,1,6038
2021,서울특별시,남,6115,0,변동없음,아니오,비상장,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",교육 서비스업,279,109,125,217,84,53,255,84,54,0,0,0,0,0,0,82,41,45,90,36,56,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,20,20,0,0,0,9,0,2,0,0,0,4593,0,0,0,0,0,23,320,158,81,626,0,0,0,0,0,0,0,0,0,47874,26167,1121,538,2080,0,62,-4,0,0,-5,-1,3450,2173,76552,46557,15909,4541,8203,86989,389,1787156,482,16520,-8668
2021,경상북도,남,997,0,변동없음,아니오,비상장,제조업(10~34),기타 기계 및 장비 제조업,67,58,12,66,66,10,28,29,5,34,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15913,9702,1,29409,355,120,2589,-2,1,0,93,-1,19,-1,1374,1783,250,29449,-5702,18900,1070,1903,105,6,10734
2021,경기도,남,7559,0,변동없음,아니오,비상장,제조업(10~34),자동차 및 트레일러 제조업,431,317,120,325,298,95,36,30,9,290,178,456,14,9,0,123,82,11,126,89,10,106,104,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,0,0,0,0,0,0,0,0,0,13678,0,0,0,31827,0,23,4207,2897,0,9417,0,0,0,4631,0,4,15991,0,0,65510,15013,2463,84,47166,10837,6275,986,15561,0,-20,7931,1304,819,25235,5049,15050,79671,2822,90046,52427,1542,316,641,11972
2021,서울특별시,남,2771,0,변동없음,아니오,비상장,도매 및 소매업(45~47),도매 및 상품 중개업,244,80,156,333,81,151,30,8,10,0,0,0,232,60,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,55,56,0,0,0,0,0,0,0,0,0,0,124218,281534,11606,0,637,0,0,1,0,0,10,-1,3248,293,35787,13597,6377,42737,19262,526756,300661,18343,1061,673,3899
2021,서울특별시,남,1249,0,변동없음,아니오,비상장,제조업(10~34),도매 및 상품 중개업,79,72,9,82,62,8,53,39,13,0,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,129,0,0,0,40,0,0,739,27,0,3,0,0,0,0,0,49,0,0,0,16488,3024,1468,45,157,0,0,4,1,0,12,0,147,68,5369,20026,699,8935,-3254,59266,27494,2688,-39,71,-9544
2021,서울특별시,남,2104,0,변동없음,아니오,비상장,도매 및 소매업(45~47),교육 서비스업,84,60,25,66,45,22,50,29,9,0,0,0,0,0,0,34,35,5,29,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,3,0,0,0,2,0,0,0,0,0,77,0,0,0,0,0,0,0,64,73,81,0,0,0,0,0,10,0,0,0,11498,793,869,0,2701,79,24,0,0,0,41,34,332,0,7333,4856,524,2268,-16363,34377,29213,2681,1169,166,1378
2021,서울특별시,남,2995,100,변동없음,아니오,비상장,"전문, 과학 및 기술 서비스업(70~73)",기타 기계 및 장비 제조업,273,265,21,248,243,31,160,220,17,15,16,1,0,0,0,64,54,1,58,54,0,53,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,274,0,0,0,700,0,0,748,483,240,991,0,0,0,0,0,0,592,28,0,112865,53432,72939,1191,2846,1481,2822,2,5102,0,17,1375,2277,0,35026,24069,1030,74979,13344,73849,96782,13969,4656,514,1129
2021,서울특별시,남,420,0,변동없음,아니오,비상장,도매 및 소매업(45~47),도매 및 상품 중개업,40,29,5,12,9,4,14,10,12,0,0,0,0,0,0,20,24,0,23,20,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,21442,11899,0,8530,2356,5648,0,1,2,0,12,-1,413,1,7872,7954,808,29105,-5833,23430,60620,2823,703,321,4683
2021,경기도,남,598,0,변동없음,아니오,비상장,제조업(10~34),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",64,36,19,64,41,24,15,11,7,42,25,29,0,0,0,4,4,0,4,3,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,0,0,20830,4119,3176,440,226,4369,29,-5,80,0,-51,0,-21827,367,3653,7807,6962,2923,29362,8065,13355,3482,482,472,-12457
2021,서울특별시,남,1939,50,변동없음,아니오,비상장,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",사업지원 서비스업,266,169,81,34,11,28,18,9,4,0,0,0,17,3,10,268,146,99,251,182,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,171,83,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12816,18979,0,2,57,0,0,-2,0,0,24,0,1770,0,8411,11184,1836,-31181,-9813,15848,2138,5952,62,203,-5213
2021,경기도,남,12483,0,변동없음,아니오,코스닥,제조업(10~34),"의복, 의복 액세서리 및 모피제품 제조업",114,46,35,112,45,26,14,10,9,91,31,44,0,0,0,12,3,8,15,5,8,1,0,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,33,0,0,0,199,0,0,0,81,0,0,0,2659,0,157,1,0,0,0,0,0,0,0,0,115980,31702,13309,21691,1065,57,812,-1,26,0,-31,0,282,309,17146,15784,1676,72423,26523,44836,14670,4332,889,9270,3073
2021,경기도,남,3169,0,변동없음,아니오,비상장,제조업(10~34),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",100,73,29,90,77,33,30,20,5,72,46,49,0,0,0,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,107,286,2,75,41,200,0,22,0,0,0,0,0,18376,13459,2214,1404,4951,41,6544,-3,7595,0,-6,810,32,1,3966,1996,12188,18490,5622,9517,14098,4308,912,263,7758
2021,경기도,남,11379,64,변동없음,아니오,비상장,제조업(10~34),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",233,195,62,210,206,26,101,112,16,82,73,2,0,0,0,30,15,10,30,22,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1,2,0,0,0,133,0,0,0,0,0,0,0,242,71,18,0,0,0,0,0,0,0,0,0,25876,73740,6973,289,9518,3,22,-2,223,0,14,0,114,592,29232,13957,2938,29900,17584,93647,64343,6316,1045,235,7635
2021,경기도,남,515,0,변동없음,아니오,비상장,정보통신업(58~63),"건축기술, 엔지니어링 및 기타 과학기술 서비스업",133,91,18,115,103,22,156,77,46,0,0,0,8,0,0,1,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,473,0,0,0,137,0,217,0,0,52,3,0,0,0,0,0,7,0,0,0,19757,-3395,1709,20,7715,2069,1132,8,0,0,175,1,3051,3,2708,2965,533,8484,35481,14079,233,3278,262,171,547
2021,서울특별시,남,16795,0,변동없음,아니오,비상장,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",임대업; 부동산 제외,1112,920,257,278,249,104,239,188,68,38,28,9,0,0,0,1041,953,143,1038,919,167,0,0,0,26,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,848,930,82,0,0,0,296,256,87,0,0,0,10715,1394,68,0,483,0,49,40909,1789,7721,129370,3310,909,0,0,0,3,124819,24,0,274767,404314,106,1263,182171,17412,19186,7,2863,0,105,4845,1896,1084,154243,110602,63904,195721,48097,313961,533429,268026,15613,56281,17128
2021,경기도,남,66732,0,변동없음,아니오,코스닥,제조업(10~34),기타 기계 및 장비 제조업,437,397,65,404,371,45,136,198,16,132,119,10,0,0,0,47,49,8,49,43,9,23,25,0,13,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,904,0,11,0,0,0,0,0,1136,2735,6559,1,0,15,3207,0,1,831,10888,1334,593574,181046,27771,148363,59984,17516,4333,425,628,0,58,448,593171,668,1258491,58678,1667220,150234,2595486,240063,195519,217518,19393,202268,4455
2021,경기도,남,4706,0,변동없음,아니오,비상장,제조업(10~34),전기장비 제조업,190,186,30,200,264,24,83,162,10,102,74,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,31,22,230,0,996,0,0,0,0,0,0,152,0,0,30195,5576,4272,4033,13264,12722,194,0,316,0,-32,-2,786,251,27456,14299,449,7243,14451,50712,83141,13084,868,2442,-16018
2021,서울특별시,남,712,50,변동없음,아니오,비상장,제조업(10~34),도매 및 상품 중개업,54,19,24,59,23,26,32,13,17,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,143,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,10056,-3623,3420,5,137,0,0,196,1,0,19,0,1366,19,6634,1470,2421,4057,23992,22648,19526,3760,90,53,189
2021,인천광역시,남,4989,0,변동없음,아니오,비상장,제조업(10~34),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",353,332,91,216,159,43,67,59,6,120,84,33,30,20,1,142,122,48,126,91,41,110,89,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,5,0,0,0,0,0,0,0,0,0,18661,0,12,0,3009,0,10,752,4262,0,6625,37,118,0,2325,0,0,0,263,0,93721,174261,2040,42302,34999,2765,10695,3,8266,0,48,1130,1340,72,87517,31386,38796,92279,58841,247287,43157,42625,6219,3476,2299
2021,경기도,남,1198,0,변동없음,아니오,비상장,제조업(10~34),기타 기계 및 장비 제조업,335,204,9,200,282,6,99,233,8,62,63,3,0,0,0,8,9,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,0,0,0,189,0,0,886,331,0,3093,0,0,0,0,0,4,0,0,0,63486,50494,16577,3803,19863,0,1958,6,427,0,57,0,1844,18,21303,42800,31,22124,13910,120979,40819,5130,5620,3741,-418
