"가구구분코드","가구원수","취업인원수","노인가구여부","모자가구여부","맞벌이가구여부","일반가구여부","세대구분코드","배우자코드","가구주_성별코드","가구주_연령","가구주_학력코드","가구주_수학구분코드","가구주_취업여부","가구주_10차산업분류코드","가구주_7차직업분류코드","거처구분코드","자동차보유대수","입주형태코드","월세평가금액","전세보증금","월세사글세","주거용전용면적","주택소유유무","가중값","전국전체가구_1인이상소득5분위코드","전국전체가구_1인이상소득10분위코드","소득구간코드","가계지출금액","가계지출_소비지출금액","가계지출_소비지출_식료품비주류음료구입비","가계지출_소비지출_주류담배구입비","가계지출_소비지출_의류신발구입비","가계지출_소비지출_주거수도광열비","가계지출_소비지출_가정용품가사서비스이용금액","가계지출_소비지출_보건제품구입비","가계지출_소비지출_교통비","가계지출_소비지출_통신비","가계지출_소비지출_오락문화비","가계지출_소비지출_교육비","가계지출_소비지출_음식숙박비","가계지출_소비지출_기타상품서비스이용금액","가계지출_비소비지출금액","도시읍면부구분코드"
"근로자외 가구",3,0,"아님","아님","아님","해당","2세대","있음(동거)","남자",64,"중학교","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",0,"무상주택",69,0,0,91.239828728419,"있음",1810.83413002934,"3분위","6분위","400~500만원 미만",1214788,1112168,241788,67959,63025,96210,10673,122503,81546,30989,61030,0,251978,151824,113080,"비도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","여자",82,"무학","무학(또는 해당없음)","비취업","기타,무직","기타,무직","아 파 트",0,"자기집",112,0,74013,52.5797137614863,"있음",958.86200776362,"1분위","1분위","100만원 미만",568270,531246,206606,16624,1542,111051,3934,42348,12496,33136,16642,0,15575,107369,13866,"도시"
"근로자외 가구",3,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",61,"대학원(석사)","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","아 파 트",1,"자기집",1479,0,732985,83.6347139987383,"있음",373.818919270222,"5분위","10분위","700만원 이상",4995856,3272394,514555,23832,123297,169356,29529,248539,300798,61653,72831,0,869086,109635,910063,"도시"
"근로자외 가구",2,1,"아님","아님","아님","해당","2세대","없음","남자",67,"중학교","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"자기집",746,0,178021,76.4746645432684,"있음",953.017447748541,"3분위","5분위","300~400만원 미만",1838965,1576171,327064,23336,0,267956,81095,254287,64398,39293,2672,0,180617,58053,261929,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",35,"대학교(4년제 이상)","재학","취업","교육 서비스업","전문가 및 관련 종사자","단독주택(다가구주택 포함)",1,"보증부 월세",1093,9667,0,67.4822568326561,"없음",1504.82184165084,"2분위","4분위","300~400만원 미만",2676592,1874516,336955,60059,260797,1030787,10163,28614,133928,61914,275788,394424,367990,105824,35665,"비도시"
"근로자가구",2,2,"해당","아님","해당","아님","1세대","있음(동거)","남자",79,"초등학교","졸업","취업","보건업 및 사회복지사업","단순노무 종사자","단독주택(다가구주택 포함)",0,"자기집",349,0,64104,55.5646273910705,"있음",432.721012305672,"1분위","2분위","100~200만원 미만",1255142,749198,497403,94988,0,20863,39823,40459,31624,54926,94883,0,140757,222076,139764,"비도시"
"근로자외 가구",3,2,"해당","아님","아님","아님","2세대","없음","여자",67,"초등학교","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",0,"자기집",1187,0,443087,85.0048779283452,"있음",6467.46580546826,"5분위","10분위","700만원 이상",13846109,7694243,511985,679,339752,760426,83986,1528330,134904,160996,280011,0,671610,4732095,3905482,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",51,"대학교(4년제 이상)","졸업","취업","보건업 및 사회복지사업","전문가 및 관련 종사자","아 파 트",1,"보증부 월세",626,9713,0,58.6282707703748,"없음",1516.60876674864,"3분위","6분위","400~500만원 미만",5351030,5041444,323465,10965,80976,856134,39140,440515,90412,88784,78898,0,272296,37496,716335,"도시"
"근로자외 가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",30,"대학교(3년제 이하)","졸업","취업","전문, 과학 및 기술 서비스업","전문가 및 관련 종사자","아 파 트",0,"보증부 월세",267,19014,0,38.6132360172958,"없음",1265.83382545384,"2분위","4분위","200~300만원 미만",1746595,1773167,251652,0,83574,368356,55104,3,180034,42382,30282,0,101203,121673,508830,"도시"
"근로자가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",56,"고등학교","졸업","취업","운수 및 창고업","장치,기계조작 및 조립 종사자","단독주택(다가구주택 포함)",1,"전세",495,67768,0,35.5708578496074,"없음",2086.93494267586,"4분위","8분위","600~700만원 미만",2745734,2060978,382602,1624,185896,204712,37221,148620,140615,103814,76838,0,427428,256257,568669,"도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",55,"대학교(4년제 이상)","졸업","취업","제조업","기능원 및 관련기능 종사자","아 파 트",1,"자기집",695,0,196709,58.6418445602746,"있음",1365.67394977379,"3분위","6분위","400~500만원 미만",4659100,3357747,488936,95501,170650,193295,103626,133485,298537,148068,27205,414408,452731,229365,1272247,"도시"
"근로자외 가구",2,1,"아님","아님","아님","해당","2세대","없음","여자",59,"고등학교","중퇴","취업","도매 및 소매업","판매 종사자","단독주택(다가구주택 포함)",1,"자기집",772,0,264404,79.6424155047549,"있음",877.765246244733,"2분위","3분위","200~300만원 미만",2013611,1765460,173357,0,103594,161062,44972,142670,154877,121867,10165,0,184330,115496,295842,"도시"
"근로자외 가구",4,2,"아님","아님","아님","해당","2세대","있음(동거)","남자",58,"고등학교","졸업","취업","건설업","기능원 및 관련기능 종사자","다세대주택",1,"보증부 월세",547,9735,0,58.6551910910047,"없음",5016.92173587882,"3분위","5분위","300~400만원 미만",2005985,1544453,390725,99022,69251,575690,18763,3,139484,179291,7425,0,143294,102710,485131,"도시"
"근로자외 가구",2,1,"아님","아님","아님","해당","2세대","있음(비동거)","남자",61,"대학원(석사)","재학","비취업","기타,무직","기타,무직","아 파 트",1,"전세",598,195824,0,58.6683047481656,"있음",1800.78149328033,"5분위","9분위","700만원 이상",5877681,4222464,771216,305,160134,478633,196515,646758,324097,78514,75228,277289,563672,260525,2769430,"도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","여자",70,"대학교(4년제 이상)","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",0,"보증부 월세",147,4522,0,82.5575752477803,"없음",346.461766708869,"1분위","1분위","100만원 미만",894944,747974,277122,0,19002,186207,15927,53665,25755,32592,9350,0,18135,48811,11,"도시"
"근로자외 가구",5,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",54,"대학교(4년제 이상)","졸업","취업","건설업","기능원 및 관련기능 종사자","아 파 트",1,"보증부 월세",885,19070,0,58.6811799173578,"없음",838.626858541707,"5분위","9분위","700만원 이상",3459812,2816520,417401,31485,141356,843576,163379,83985,382076,340074,57114,0,388006,198178,851901,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","2세대","없음","남자",46,"대학교(3년제 이하)","졸업","취업","제조업","장치,기계조작 및 조립 종사자","아 파 트",1,"자기집",398,0,64145,56.5338437155801,"있음",1370.08594280052,"2분위","3분위","200~300만원 미만",1617168,1493773,325095,98600,44142,196855,89622,165333,146628,77713,85464,0,86773,72770,236082,"비도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","여자",61,"고등학교","졸업","취업","사업시설관리 및 사업지원 및 임대 서비스업","단순노무 종사자","아 파 트",2,"자기집",1160,0,227490,83.6896900029551,"있음",1332.79646789557,"4분위","7분위","500~600만원 미만",3446553,2289290,398532,14965,177033,195760,70417,24913,195728,147975,21779,0,362781,191219,1302749,"도시"
"근로자외 가구",5,2,"해당","아님","해당","아님","2세대","있음(동거)","여자",70,"초등학교","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",2,"자기집",449,0,159040,79.6565127692323,"있음",1568.42779340018,"5분위","10분위","700만원 이상",5083259,4890953,342970,140840,70394,192585,70997,262224,934205,194391,46287,1073929,156742,235399,2751330,"비도시"
"근로자가구",4,2,"해당","아님","해당","아님","2세대","있음(동거)","남자",65,"고등학교","졸업","취업","부동산업","단순노무 종사자","아 파 트",3,"보증부 월세",449,4692,0,29.6504268908584,"있음",6433.06226167056,"4분위","8분위","600~700만원 미만",3645463,3304009,420055,106500,236777,496952,141118,787696,239384,589340,61576,0,269613,400946,1356398,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",83,"대학교(4년제 이상)","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"자기집",993,0,236755,85.0064414522461,"있음",1303.65990047152,"3분위","6분위","400~500만원 미만",4983482,4430201,967083,35278,94449,337051,40364,755357,125183,57367,37016,196342,189748,138156,499004,"도시"
"근로자외 가구",2,2,"아님","아님","아님","해당","2세대","있음(비동거)","여자",49,"고등학교","졸업","취업","협회 및 단체, 수리  및 기타 개인 서비스업","서비스 종사자","아 파 트",1,"보증부 월세",419,4785,0,41.5224007040742,"없음",204.43685529931,"3분위","5분위","300~400만원 미만",2015483,1712374,426480,692,17812,498357,117205,99817,129701,440202,34043,0,456225,99031,485256,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",21,"대학원(석사)","재학","취업","교육 서비스업","사무 종사자","단독주택(다가구주택 포함)",1,"전세",349,59168,0,36.6417291716434,"없음",1395.13987940489,"1분위","2분위","100~200만원 미만",881361,860572,45757,5728,93563,132769,7,46856,214780,64783,22359,0,176370,35636,131213,"도시"
"근로자가구",5,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",51,"고등학교","졸업","취업","제조업","장치,기계조작 및 조립 종사자","아 파 트",1,"전세",1582,335206,0,83.7256604447295,"없음",5600.09905231194,"3분위","5분위","300~400만원 미만",6559004,6040428,328436,97128,287518,272543,42892,1302460,2305204,1184784,23086,1030586,721640,155988,1926409,"도시"
"근로자외 가구",2,2,"해당","아님","아님","아님","1세대","없음","남자",74,"무학","무학(또는 해당없음)","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",0,"자기집",298,0,64183,74.6202551621942,"있음",1092.26693236757,"1분위","2분위","100~200만원 미만",2468991,1860046,540034,2199,11833,34367,21912,15656,34309,105535,25171,0,434123,58619,1456701,"비도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",79,"고등학교","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",1,"자기집",349,0,93707,72.5086781492691,"있음",394.413008243231,"1분위","1분위","100만원 미만",654045,629882,304272,142402,0,12623,19694,3511,54338,10215,20796,0,-195,38789,9,"비도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","남자",65,"중학교","중퇴","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",0,"보증부 월세",156,765,0,32.3336641898016,"없음",488.612287661587,"1분위","1분위","100~200만원 미만",757131,681548,125733,96990,0,173245,131412,114488,213,11613,24748,0,72047,3574,102011,"도시"
"근로자외 가구",2,0,"아님","아님","아님","해당","1세대","있음(동거)","남자",59,"대학교(4년제 이상)","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",3,"자기집",626,0,148965,131.373122509562,"있음",766.391989452387,"1분위","1분위","100만원 미만",3503812,3079733,395311,314186,61647,102768,3129,25605,115269,224383,90285,0,289157,183579,1391052,"비도시"
"근로자가구",4,1,"해당","아님","아님","아님","3세대이상","있음(비동거)","여자",67,"초등학교","졸업","취업","보건업 및 사회복지사업","서비스 종사자","단독주택(다가구주택 포함)",0,"자기집",496,0,663691,109.465002109725,"있음",1581.28772827858,"5분위","9분위","700만원 이상",3193037,2524552,483544,2391,80519,132080,63346,50392,12214,178924,31622,0,310257,343717,1087373,"도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","여자",66,"초등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"자기집",1294,0,332844,59.8620068233807,"있음",1485.05136829048,"1분위","1분위","100만원 미만",1063886,849832,430215,0,4489,125011,3107,114347,7489,10169,12613,0,-163,16783,264542,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","남자",50,"대학교(4년제 이상)","졸업","취업","건설업","사무 종사자","아 파 트",1,"자기집",598,0,405827,49.8439845177988,"있음",2234.66030979106,"3분위","5분위","300~400만원 미만",1791045,917347,183579,0,0,127645,5295,62514,171031,120422,108521,188610,133074,185801,588390,"도시"
"근로자외 가구",4,2,"해당","아님","해당","아님","2세대","있음(동거)","여자",70,"고등학교","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",1,"자기집",398,0,79077,109.4926765378,"있음",1730.95110185125,"4분위","8분위","600~700만원 미만",4972053,3557066,751308,221071,33265,115294,173612,755791,536593,348235,64156,0,322669,151427,2161276,"비도시"
"근로자가구",3,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",42,"대학교(3년제 이하)","졸업","취업","제조업","사무 종사자","아 파 트",1,"자기집",1189,0,492412,83.7433844101459,"있음",1781.61215895939,"4분위","7분위","500~600만원 미만",5160518,3891580,647030,1482,261114,182204,39763,76135,263596,125180,370684,651305,1037809,411140,1011743,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",35,"대학교(4년제 이상)","졸업","취업","제조업","전문가 및 관련 종사자","다세대주택",0,"자기집",647,0,83172,41.5357853997803,"있음",4945.39158656488,"2분위","4분위","300~400만원 미만",2251510,1095711,152453,9101,106417,238282,7233,6968,163188,98723,59285,0,272201,106726,917479,"도시"
"근로자가구",3,1,"해당","아님","아님","아님","2세대","있음(동거)","남자",74,"대학교(4년제 이상)","졸업","취업","전문, 과학 및 기술 서비스업","전문가 및 관련 종사자","아 파 트",0,"보증부 월세",1385,38789,0,83.7609087887329,"없음",758.777823015099,"5분위","10분위","700만원 이상",10245722,4263864,602969,0,206223,1552325,61137,378673,114811,177682,814382,0,307039,136410,4289471,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",73,"대학교(3년제 이하)","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"자기집",170,0,128065,38.6282519935796,"있음",322.824817027312,"5분위","9분위","700만원 이상",4825238,3325305,974515,31896,49891,164889,86365,2807236,795478,74459,47792,0,499761,317286,1252329,"도시"
"근로자가구",2,1,"해당","아님","아님","아님","1세대","있음(동거)","남자",85,"고등학교","졸업","취업","보건업 및 사회복지사업","전문가 및 관련 종사자","연립주택",0,"전세",276,27599,0,35.5884561253665,"있음",2652.06229460251,"2분위","3분위","200~300만원 미만",3186621,1713720,267944,0,166012,100252,27143,209155,25880,54608,64815,184811,326736,129113,956636,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","남자",31,"대학교(3년제 이하)","졸업","취업","제조업","기능원 및 관련기능 종사자","단독주택(다가구주택 포함)",1,"전세",96,185828,0,81.6326622294512,"없음",4989.76093838034,"4분위","7분위","500~600만원 미만",4257969,3887059,188053,44180,676262,167487,85256,35870,516478,104987,426522,0,692264,161911,838000,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","2세대","없음","여자",51,"대학원(석사)","졸업","취업","전문, 과학 및 기술 서비스업","전문가 및 관련 종사자","아 파 트",1,"자기집",599,0,406003,68.5825250490682,"있음",877.935989440147,"3분위","6분위","400~500만원 미만",3996306,3282847,302019,0,478382,176782,464522,266797,145388,74187,108981,83681,631957,419504,328754,"도시"
"근로자가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",44,"대학교(4년제 이상)","졸업","취업","도매 및 소매업","사무 종사자","아 파 트",1,"자기집",2080,0,337209,83.778214518104,"있음",1745.27494648482,"5분위","10분위","700만원 이상",7441619,6369035,489840,82704,679829,327077,113215,340103,293340,143796,490115,1200276,458952,370765,3898790,"비도시"
"근로자가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","남자",30,"대학교(4년제 이상)","졸업","취업","교육 서비스업","전문가 및 관련 종사자","아 파 트",2,"전세",596,148210,0,114.58051367788,"없음",824.144856184116,"4분위","7분위","500~600만원 미만",2616851,1617847,207396,16360,76114,176325,25463,39193,82406,143348,144679,233656,385491,105499,1205350,"도시"
"근로자가구",3,3,"아님","아님","해당","아님","2세대","있음(동거)","남자",58,"대학교(4년제 이상)","졸업","취업","정보통신업","사무 종사자","아 파 트",2,"자기집",599,0,406179,85.0092293689496,"있음",1178.2788078348,"5분위","10분위","700만원 이상",5183001,3047762,345313,3063,314315,227033,123132,208219,476423,172587,130106,197181,496401,211203,3179864,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",25,"대학교(4년제 이상)","졸업","취업","금융 및 보험업","사무 종사자","다세대주택",0,"보증부 월세",398,775,0,25.6291697859457,"있음",2798.64423498978,"2분위","3분위","200~300만원 미만",2455164,1727843,76102,0,35356,350738,1679,50554,27251,113245,90120,0,371208,105899,412768,"도시"
"근로자외 가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",64,"초등학교","졸업","취업","도매 및 소매업","판매 종사자","아 파 트",1,"자기집",848,0,37011,56.5493777124001,"있음",158.479691830202,"2분위","3분위","200~300만원 미만",946848,730352,303984,118897,1277,126341,30678,60276,47892,66368,18656,0,37843,135768,59588,"도시"
"근로자외 가구",2,0,"아님","아님","아님","해당","1세대","있음(동거)","남자",75,"고등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"전세",667,22829,0,75.6822308486381,"있음",615.4984143178,"1분위","1분위","100만원 미만",2321591,1850801,241280,34252,211074,194366,200152,103320,32069,49210,222806,0,79488,162560,158381,"도시"
"근로자외 가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","여자",64,"고등학교","졸업","취업","협회 및 단체, 수리  및 기타 개인 서비스업","서비스 종사자","아 파 트",0,"자기집",3553,0,886836,83.7952825358726,"있음",3533.98410357465,"3분위","6분위","400~500만원 미만",2131891,1504126,350853,47628,5760,261856,60220,54276,145925,110210,2884,0,138724,19845,647602,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",69,"대학교(4년제 이상)","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"자기집",398,0,79142,77.5763347550386,"있음",955.780200656312,"1분위","2분위","100~200만원 미만",953205,887397,336694,1465,4088,115729,11033,188095,83956,41874,21157,0,135053,91003,146013,"도시"
"근로자가구",4,1,"해당","아님","아님","아님","2세대","있음(동거)","남자",70,"고등학교","졸업","취업","도매 및 소매업","단순노무 종사자","아 파 트",2,"자기집",696,0,226437,75.7004175181066,"있음",4717.840143413,"2분위","3분위","200~300만원 미만",3815773,3589721,615037,194425,202627,29017,127820,1128063,1821047,591605,35486,253967,1118644,495379,111805,"도시"
"근로자가구",4,3,"아님","아님","아님","해당","2세대","없음","남자",49,"고등학교","졸업","취업","도매 및 소매업","기능원 및 관련기능 종사자","아 파 트",1,"자기집",2391,0,492861,105.730108621172,"있음",1742.2001856391,"5분위","9분위","700만원 이상",6488102,5668646,979354,0,440549,7115,302762,2144274,350280,148543,1438542,404211,923007,324026,1438469,"도시"
"근로자외 가구",5,3,"아님","아님","해당","아님","3세대이상","있음(동거)","남자",61,"대학원(석사)","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",1,"자기집",922,0,178113,160.792231326501,"있음",1352.3909411523,"4분위","8분위","600~700만원 미만",2566199,2136956,243516,8758,60375,250978,100877,85209,141682,94273,196801,0,231009,461248,881903,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","2세대","없음","남자",58,"대학교(3년제 이하)","졸업","취업","건설업","기능원 및 관련기능 종사자","아 파 트",1,"보증부 월세",247,16815,0,38.4689184341613,"없음",2222.50168440375,"5분위","10분위","700만원 이상",3797114,2674776,90022,11743,334460,247015,35748,97437,222993,77478,174074,0,917387,189629,1594954,"도시"
"근로자외 가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",60,"대학교(3년제 이하)","졸업","취업","제조업","기능원 및 관련기능 종사자","단독주택(다가구주택 포함)",1,"보증부 월세",247,23616,0,14.0226723118261,"없음",2355.45916902471,"4분위","7분위","500~600만원 미만",2211427,1584238,69435,79827,0,120244,14026,76669,75871,224184,185800,0,325692,119316,742378,"도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",39,"대학교(4년제 이상)","졸업","취업","정보통신업","전문가 및 관련 종사자","오피스텔",1,"자기집",1161,0,346761,81.6837087319677,"있음",3525.56864767375,"5분위","9분위","700만원 이상",4170142,3417939,274522,76204,201847,230024,257118,92322,283839,146708,269568,0,1131915,339817,1228887,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",31,"대학교(3년제 이하)","재학","취업","보건업 및 사회복지사업","전문가 및 관련 종사자","오피스텔",0,"전세",455,95996,0,19.6909111057342,"없음",1224.81734305509,"2분위","4분위","200~300만원 미만",1139466,755527,16292,7218,93590,117418,84,38799,87553,57415,38241,0,247789,94929,200445,"도시"
"근로자가구",3,2,"아님","아님","아님","해당","2세대","있음(비동거)","여자",56,"대학원(석사)","졸업","취업","교육 서비스업","전문가 및 관련 종사자","아 파 트",2,"전세",742,188822,0,124.32075006451,"있음",2232.50369643665,"3분위","6분위","400~500만원 미만",6028961,5200555,582331,0,106570,324268,2481,1397647,497638,176851,218727,0,909975,989407,2860332,"도시"
"근로자외 가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",54,"중학교","중퇴","취업","운수 및 창고업","장치,기계조작 및 조립 종사자","단독주택(다가구주택 포함)",2,"보증부 월세",349,26461,0,61.4618311228545,"없음",272.191311564535,"3분위","6분위","400~500만원 미만",5202770,5183393,341552,180272,166759,474091,81930,2612753,424873,173389,46119,2458894,692464,235441,1187761,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",27,"대학원(석사)","재학","취업","사업시설관리 및 사업지원 및 임대 서비스업","전문가 및 관련 종사자","아 파 트",1,"영구임대",298,2782,0,25.6574337590752,"없음",2873.86077051407,"3분위","5분위","300~400만원 미만",2342804,2449784,242706,8714,1763,389094,307943,84264,173071,102441,153094,0,326498,131496,230513,"도시"
"근로자외 가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",42,"대학교(3년제 이하)","졸업","취업","전문, 과학 및 기술 서비스업","사무 종사자","오피스텔",1,"보증부 월세",443,23658,0,27.6876960472862,"없음",788.465929420778,"2분위","4분위","300~400만원 미만",1553053,1316154,158564,0,105162,354927,39211,26115,85364,39541,9309,0,318255,110412,141473,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","여자",33,"대학교(4년제 이상)","졸업","취업","보건업 및 사회복지사업","전문가 및 관련 종사자","단독주택(다가구주택 포함)",1,"자기집",599,0,118539,305.576704309737,"있음",2120.30235893622,"2분위","4분위","300~400만원 미만",3859781,3304584,291101,97875,11787,218252,324372,271543,152840,55902,282053,0,304724,257571,914203,"도시"
