조사연도,행정구역시도코드,농가자산,고정자산,토지면적,토지평가금액,건물면적,건물평가금액,구축물금액,기계기구비품금액,대동물금액,대식물금액,무형자산,유동자산,재고자산연초금액,재고자산연말금액,소동물연초금액,소동물연말금액,농축산물연초금액,농축산물연말금액,농업생산자재연초금액,농업생산자재연말금액,당좌자산,현금,예금등금융자산,미수금선급금액,농업용금액,가계용금액,겸업용금액,기타금액
2022,강원도,475625479,320085722,5247,155727571,83,56277291,0,9985455,0,42878,0,90425092,9821245,10321932,342,0,2449943,2955188,665521,440283,60667367,3220972,53784103,0,257805211,37794772,0,2
2022,전라남도,261755372,194154051,6233,88861845,952,34495102,0,17238358,149011,0,0,97109162,5674224,8191363,39,0,6676848,8361750,26127,283620,61571539,967109,60725428,0,52837170,88130137,30576572,2413
2022,충청남도,671250305,401896365,18730,541619052,167,89177230,0,59076893,109430,0,0,323574071,16666373,43139708,0,0,60832115,35059823,220243,2425749,144267953,9593702,182924603,0,120097435,117154092,647394,835287371
2022,경상남도,148748121,97998692,4339,66668563,69,3937493,0,1544807,360,18202527,0,10088812,457070,1017965,-1,0,3752498,562762,8044,1,12410492,1155751,2088062,0,12488112,59611284,0,128727949
2022,전라북도,195581890,207860114,5538,68728848,249,65305675,0,6723436,0,43,0,10696852,1284610,4275634,-1,0,968643,3088390,27005,70,23554001,3143221,21477046,0,46170078,114542968,0,58845
2022,전라남도,241034568,239601593,14759,39803140,218,97488538,0,4449740,0,-1,0,119719051,403457,422205,-1,0,85312,305158,9318,5694,81287990,6537752,83923069,0,31630306,12404412,0,39855062
2022,경상북도,461517764,255894685,8785,132856046,17,82958525,10432,-1,112965,584979,0,41785225,91455,226256,0,0,1274264,620936,16402,20272,27842346,1499847,43248412,0,66746810,107600121,11213373,2885
2022,전라북도,63013409,190426936,4717,96480381,419,2817393,0,3229319,0,68584,0,19488329,1549542,1100670,99,0,588641,1715249,20587,4078,11606488,1504973,22698825,0,12365241,39876230,1,43224123
2022,광주광역시,491709646,380066288,4294,378032612,107,25630805,0,17582485,107732,-1,0,43250801,3660799,1971269,0,0,5805386,1143787,393168,10320,36743469,2971020,20870610,0,80950210,115201896,0,2173390
2022,충청북도,525778862,349847888,2326,221508223,902,74446859,706,61479896,0,0,0,61643898,277665,315506,467,0,209427,103363,5614,361864,73280986,5098909,92203430,0,81924643,350648064,0,6643
2022,강원도,272245640,134926603,5660,160584579,292,36523665,837,647590,0,10136,0,131202594,3578563,11506158,6368,91414,3715329,4012894,467157,1110234,127929043,24057409,78704112,485,61976769,88874063,0,0
2022,제주특별자치도,507577688,425322237,60620,288654355,1389,30669031,0,20803829,100810,0,0,107889990,13045002,8086155,11633,16780,6706072,6221868,755888,1324937,88207423,2088773,80719613,0,1045056053,89973,0,50368863
2022,전라북도,1506229578,1502394622,14459,609640291,7148,835527795,77,18733303,12,153354,0,80276148,5075428,4164658,0,0,3615391,4293719,283636,29,36975852,3769763,48499227,0,446741773,121567041,0,445128575
2022,전라남도,277073317,352036829,9179,340980330,233,148945068,0,4000336,39211,51,0,25941526,7423029,17861147,40081,45211,26272845,6435145,146530,312541,16214470,204064,9192913,0,110975946,37786883,0,0
2022,경기도,723307588,466874924,14719,636261541,228,27224647,0,564595,27437,1951,0,93273912,508548,2124638,424,0,4378882,1343735,149489,353976,82838036,14619053,73378502,15060374,571734875,136993453,0,105841240
2022,전라북도,221727604,138237183,1229,21025063,92,60646263,0,0,14992286,1245,0,77754129,6942832,1556212,-1,0,1022622,858278,172236,10950,55492732,810545,38869344,0,12656033,43326704,34209,0
2022,전라북도,430390670,262419906,5226,80592574,903,31224316,631733,20117,0,0,0,162431367,12642886,1685100,701793,196557,6603300,524820,223573,137802,135916484,18428193,159735014,0,103902239,90838219,1,129
2022,경상북도,313106693,138586538,456,22665061,302,-2147483648,0,589313,0,10406,0,74170391,449021,1013838,0,0,567234,184423,156032,63,96425531,6143794,55981560,0,36463763,123907607,13544749,5925
2022,전라남도,285634521,278629289,4817,368198588,295,0,0,30885244,0,16014122,0,39849316,882520,1369486,0,0,1792003,3358740,121215,164149,35508045,5964443,29593831,0,94390017,62723644,10912,19123614
2022,충청남도,272997004,126854701,6981,152667133,906,50728536,0,31321628,0,-1,0,93058360,368180,1183909,120,0,2713682,2535566,76443,1117130,80284117,6673045,59991002,0,270492072,89889335,1,87944
2022,대구광역시,227363911,974362,0,-1,15,121,0,36929500,4081,0,0,159826890,5655085,3782402,-1,0,2043596,3074298,73811,152166,168732189,6967822,100751341,0,7151868,729934,0,0
2022,경상남도,580036369,399633096,10740,463180508,1022,211121876,0,265512,285528,0,0,166948669,2371683,878259,41,0,1615623,2968977,39575,18261,151931479,6284181,175305160,0,598359673,720737624,0,3069
2022,경상남도,1869409787,-2147483648,9440,-2147483648,525,78813202,0,22880359,0,9068765,0,44348980,-1,-1,211,45,0,-1,-1,63,56022428,5101501,58433917,0,-2147483648,119000223,13,117440543
2022,경기도,624003011,803303003,3106,510999700,470,-2147483648,0,21272175,0,0,0,5749561,81073,35246,356,0,1512,4050,1618,62,662325,770716,6347489,0,379800086,1082997603,0,411538954
2022,전라남도,796520989,915492889,35874,590864863,589,78599700,387,63617723,188116097,25,0,193785300,72626399,966615380,6387,0,49417848,290351248,6004,273537,89565145,5913616,161668763,0,685985643,100465008,0,541
2022,충청남도,840285179,557599274,6023,568662665,98,121441940,0,18965752,0,125411,0,145206335,1399181,2067773,-1,0,1235919,3453818,134976,1058276,147663421,2449648,103313835,623,418121378,186212717,242,130157
2022,경기도,602074171,852232977,7911,626102175,349,121914158,0,19637551,0,166450,0,52592042,514521,241754,111,0,19817,351670,84059,64,33498975,14966581,25743887,0,1330922595,637634974,0,0
2022,충청북도,992735743,813589765,17790,424410965,9547,56973821,0,25622653,499110,16596,0,182043164,6334336,13942541,0,0,1664843,1640939,1904855,8706341,207584359,1684663,229686364,0,269524150,95170894,4440883,22410850
2022,충청북도,464055495,351791508,8397,308447597,136,84536544,0,4289139,0,0,0,56615975,2226758,454567,0,0,1710974,1735437,183230,93173,42195996,1295389,41858593,0,431283750,96042537,0,0
2022,전라남도,275301714,26583083,402,25250810,187,11806391,0,56483081,0,-1,0,86138023,2236977,507579,-1,0,3998853,546221,4075,97157,97268355,15617929,102881764,0,72278169,34549903,0,0
2022,경상남도,318623874,127396074,550,123549621,127,81394801,0,48241087,38246,-1,0,95214098,286089,380109,-1,0,148047,491443,25926,83198,89127569,6004977,49742387,0,47070355,73443305,0,94
2022,제주특별자치도,589288043,660303690,29081,1082619244,153,389908,0,1074,0,261146,0,41444030,175849,145,-1,0,221854,14,371,29,35983025,5080528,47657150,0,405873278,37251511,0,156040214
2022,경상북도,551341055,419087193,8681,559408778,140,73998830,0,45,40167,-1,0,2377801,833833,1889214,3,0,1264201,864112,146858,64,740230,627415,1228029,0,252532273,170447332,1,4130365
2022,충청남도,569601603,855897914,5419,606074115,608,-2147483648,0,20251808,0,24,0,10334293,85353,124996,381,83,14970,103948,110,2,2981077,68440,7470232,0,234197538,586572643,0,-2147483648
2022,충청북도,1507866068,1014728914,16509,691183993,9039,-2147483648,0,22309266,129450,7,0,138716860,109192,162208,5821,62851,5994,1192,109,17214,135026609,18858730,165487723,0,427874923,108111798,0,57021078
2022,강원도,618573114,669070392,12203,261816817,221,169335951,75,11371560,0,0,0,125300564,401385,12231008,-1,0,399004,4930651,148681,421356,93005437,3651790,81301352,0,190853427,168734896,0,72455090
2022,강원도,1806572385,1677161559,19423,1083596831,2382,101379258,0,19872488,296111,170190,0,148919398,9285765,7969440,25,0,7721322,8145971,1050507,2338471,114855630,14855887,137386447,0,1892356493,94860674,116,186126824
2022,강원도,155184504,114128333,1862,118010116,81,3567,0,4892457,0,5149221,0,57083133,9090089,11823781,-1,0,13697021,1686855,35610,13371,25199439,99189,10712430,0,20316902,39529860,0,0
2022,경상북도,1482030008,994029996,8594,398717031,1832,162317518,0,174135958,77062057,-1,60,128566403,5108595,3619543,148,0,738806,2357490,3886886,8322727,129155429,1439367,103045812,0,-2147483648,98990436,15,638948244
2022,강원도,1112065421,1044619981,48507,762849256,2488,77537262,0,83144918,19845846,0,0,118867463,15496506,15534699,286,97,27359810,6798675,1601067,4181140,87896820,15534241,84323690,0,-2147483648,109534660,0,848176145
2022,충청북도,270270463,141156319,1034,358194680,47,17036673,0,41785848,0,38180,0,20384182,83,172,0,0,0,207,31,-1,13384813,201011,13769140,0,93553408,96629640,0,1194304
2022,충청북도,552349750,434991614,6278,279280944,183,87725911,0,26712282,0,0,3,41243272,156390,216887,7121,64819,1535,7735,76,4830,46710716,7557959,37044558,0,110072136,172145207,12024896,1188
2022,제주특별자치도,427731170,304374896,5367,160687444,132,120651281,0,3001567,0,3140041,0,127017846,348534,468706,578,37,19998,490488,669051,538427,91179683,6417772,96717840,0,68784461,95021657,737345,9840115
2022,경기도,469716453,360024494,11803,371157127,170,1055,0,55050208,170130736,9803,0,127069960,7665686,12011121,0,0,15172435,4747806,106913,2719,131951666,2049595,92826569,0,272179677,718842,1121921,0
2022,경기도,1083638718,897027486,43883,853605251,372,103117820,0,16816726,12191313,13477,0,42861497,189033,302025,0,0,966765,145506,46315,-1,71215706,14648095,58493079,0,442884024,38306893,0,14915769
2022,경상남도,1668561633,957036423,6664,1175416681,518,78979843,0,260142,3,61,0,107217654,77754,131577,6154,29290,639,130098,80483,661,82583635,19530689,102024049,0,1353125458,107921684,0,56233527
2022,경상남도,130256085,176245654,9272,59896539,440,70560607,0,6709969,0,224665,0,56687811,2188291,3444186,3,0,5238655,1028181,8323,19294,74607686,1500713,37746041,0,106161842,18823750,16,20113169
2022,경상북도,1754416678,767010520,9982,133954015,436,75493378,0,178512786,38624148,0,11,725509058,25977142,16618670,-1,0,63951058,34687389,754187,335546,452698434,14507243,717726256,8,452383460,37546749,5761148,0
2022,경기도,259571829,188162867,4942,108963802,217,26538753,0,8185,0,0,0,18822628,404133,214451,59527,44769,60443,104339,176962,31509,32994827,6506040,13099685,0,79942175,32059218,32109,37603309
2022,전라북도,531770561,353234388,6711,420481170,348,195622840,2546,7720,4242838,0,0,18476122,917958,1039484,51,0,1917496,617108,94842,566,27420011,1508126,16905332,0,81270445,97217828,0,1
2022,강원도,521982721,359021016,295,257841205,302,268392022,0,1514271,0,0,0,97126684,210389,811100,-1,0,0,6166,399106,301026,85564181,2572899,47526061,0,18239698,162174941,0,0
2022,강원도,634691276,416167968,10336,393206037,416,70632800,0,5878701,44009,2266262,0,136223476,244176,126400,392,0,20019,159174,996,970,110892516,2452175,133712412,0,495204927,101777656,32839497,55025952
2022,인천광역시,1416047989,908665931,19236,1061240106,1283,71063440,0,34196984,228228,337,0,100004535,6170674,2110075,63,0,222199,4372816,967439,4786205,91581315,15671328,70246482,0,-2147483648,48231713,0,148067076
2022,충청북도,149826039,184547751,11535,140280057,551,25470143,0,24979917,0,0,0,42477219,5545698,7088864,0,0,835239,825278,33,122172,40746956,2585325,33813723,7,85965150,48286120,8780838,10686549
2022,경상북도,133793927,118720074,4806,86235846,93,69267987,0,898436,0,3369605,0,40910546,196758,387461,183,93,597593,119317,603,128708,38164242,837107,48452267,0,10487753,10662655,0,63839755
2022,경상남도,194529515,4957779,18,66,123,79581478,0,260699,0,-1,0,51927570,28163,15877,0,0,140328,9695,1786,968,64143811,199170,53708423,0,22859,296595,0,52288120
2022,전라북도,23165137,15287912,6316,21047532,222,4775590,0,187,38584,30,0,75539735,187858,827142,0,0,567940,196454,24806,30211,72509757,23016935,62054965,0,6046520,85861907,0,91484
2022,충청북도,598334270,743024703,8700,382640532,329,192570169,1185271,101925,37296,10991044,0,17386219,259600,200408,20,0,45134,24260,-1,657,17455711,6323184,9228366,0,102087653,90979831,0,101592213
2022,경상남도,571856352,370019064,4416,243882328,215,252244642,0,3278927,0,0,0,163995660,498696,378920,612,0,1371642,141079,71835,690117,164586127,6303943,128855936,0,409063299,155659290,2591328,1
2022,경기도,571672191,798947239,14535,177465694,107798,76494202,0,1918763,129260591,9818,0,61099682,15029394,18047696,343,0,6692337,7975455,11894641,7530656,44146401,21938648,19768474,0,258949441,94179177,0,2922
2022,경상북도,496835503,221619031,8236,163363596,259,29358031,0,19129564,0,7791,0,44536554,2706871,1094556,1398,0,841520,2348536,112847,4876,31654875,329316,19929971,0,97405556,228200,6389730,2812581
2022,전라남도,810886845,721311470,9520,690476782,156,139428652,0,2149205,0,2642526,0,63897538,169270,171,390,0,421297,638,1030,69,75003501,19385401,52666922,0,1198855729,126883501,0,5097910
2022,경상남도,287641434,288459818,7535,173525528,150,34361220,0,6908928,0,0,0,100005646,22744,160055,0,0,29890,417692,730,0,90239458,2420364,115520725,0,79308505,131565430,0,96384
2022,경기도,1163736340,932772264,58233,402573960,315,62582630,0,2903,0,1523279,0,60062801,137735,17300,9356,60282,19917,10911,697,-1,59861972,6649209,88022391,0,719676899,39640027,0,12873880
2022,경상북도,506252242,412468903,9535,119052160,445,77270359,0,3558462,13907825,18367,0,57295669,6011732,1636655,-1,0,1589837,4543772,479899,133495,58366332,23260459,82479579,0,237036767,96484336,5210993,0
2022,대전광역시,524549868,342339419,760,339080615,66,260141625,0,2262206,0,-1,0,92229855,182963,125044,1849,155,8790,21005,57544,0,56796141,22358642,69724651,0,80283482,449160776,0,0
2022,제주특별자치도,824185709,911543159,18769,357728035,356,91231555,25,0,64966517,0,0,18914601,1148759,2009778,381,0,485395,6209002,-1,0,22169056,1424908,10813668,280,697637009,134215862,0,163803
2022,충청남도,554185130,612124837,5524,558046807,292,77866726,147166,18787658,162,8863321,0,60280694,5261470,3616870,83095,42285,6652465,1982682,151034,277289,42732897,6380489,23643470,0,322019670,101329765,1619,91896
2022,경상북도,553005459,483367412,4450,910841637,971,15574787,0,1383382,4,30079618,0,61976505,156991,174,120,0,3166,492,119956,11,62448629,1795222,48525149,0,448490313,126299093,0,0
2022,전라북도,189471415,2934904,3318,66299984,996,12746549,66444,4875474,103905,1992,0,152488238,179694,732857,-1,0,919865,948408,178004,105223,130911043,68236,109583677,0,54590753,4165626,0,40
2022,경기도,1439862436,1051916147,12585,297358257,4713,255510628,0,3155945,92532958,1,0,314522487,957291,8906182,387,0,1357532,3478897,45576,4316933,326194743,1384107,242392582,0,256707474,101892988,89714,135631223
2022,경상북도,146467956,121997640,6796,90767188,230,25952317,0,863871,0,10919,0,58912821,262642,986389,0,0,1670,851195,137405,26797,33780145,6286866,20581945,0,33104752,730856,0,2938
2022,경기도,267743933,182835000,194,120827809,71,76733874,0,-1,0,26199,0,55343161,118283,392027,390,0,587547,211854,53,63,47202879,2060245,21567777,7,13548386,149894980,0,0
2022,충청북도,525286060,351614543,12892,138054457,444,92575051,0,19744175,0,-1,0,58375687,6622895,10529107,0,0,24554854,9195180,18,63,32227168,18826272,32642914,2,259847578,92201207,4380357,4889052
2022,경상남도,548817293,336122554,8654,284034607,156,27388008,0,15696035,0,4702928,0,174920516,93386,175,7,0,16552,2988,37317,64,164945871,20918045,209586556,0,103614616,99588124,0,1736300
2022,전라남도,196920225,61474403,6034,110133639,436,80838152,0,91589,1,25563210,0,19586167,2022529,1578262,0,0,3240904,1532442,11137,961,17204875,6742165,12302847,0,94936495,108087002,4386226,35580831
2022,충청남도,515426308,351669864,409,167997994,137,280286453,0,2549,0,1560,0,45893529,13386,511905,0,0,643,520725,21797,2943,58234650,3179956,58479799,0,235375051,189913158,4032,0
2022,경상남도,605720543,345299950,4356,365708112,388,73384348,0,2099191,460487,0,0,177661818,434188,1070771,1345,0,496124,185060,885,157697,205222317,1529928,175321377,0,288972616,110587139,1,10
2022,경기도,1057679206,950622701,1999,1154142931,296,164303638,0,24100912,40381,0,0,97205701,184907,53,0,0,124551,1150,34,-1,79404289,944348,96048663,0,311762881,185926967,1,8993
2022,전라남도,213485730,194778066,9460,199500940,263,14061748,0,3983989,275432,1,0,119471170,15508032,15319666,6365,40583,25847138,33259185,65678,224851,77443710,1992458,51284998,2,90472862,1875735,0,13168725
2022,강원도,1416844819,1015903453,33052,1233032516,275,158063900,0,18639925,6096766,12078660,0,142701741,1408686,4403884,125090,191775,524889,2161084,892030,2114079,126449328,29711882,169021449,0,-2147483648,613012776,1,18757
2022,강원도,1548633189,995454617,18363,1305565265,279,65094957,0,59775767,12353310,0,140,136942236,3611097,1799744,1375,0,6615392,3951784,68586,205038,135032947,11623339,78025425,0,-2147483648,205613226,0,2896
2022,경상북도,744545019,845641482,12998,609173779,121,101582167,0,6436208,2,2495217,0,23476192,119425,2489,9416,2345,642,383,-1,980,36014038,3308688,22964579,0,424399948,104347681,0,314973759
2022,경기도,741470312,409833053,4829,617660197,197,96209114,0,3042699,104903,2384620,0,135446200,175184,94599,359,0,387154,12424,273,4402,89393524,3446273,102650698,349,96322399,114029801,0,35106839
2022,경기도,558941180,430467944,11215,175001502,125,353956887,0,19103801,0,-1,0,133840908,5704509,12114780,30185,171779,4975472,4762556,112403,19814,86835765,2025071,111988736,0,98671236,117166773,4921,7999910
2022,경상북도,509104445,324341150,6743,360698970,949,90479553,0,1527626,5,1898,0,96445704,81966,101661,1999,66449,19801,6571,34032,6945,75878758,15725696,76102926,0,99399004,111702121,1,161201545
2022,충청남도,2045149287,-2147483648,55104,1256691865,3254,177170007,11,23201225,344169093,0,0,98426564,16994437,12449878,0,0,6822952,9256803,543448,397748,58177824,4529692,103798700,0,-2147483648,29796303,0,325975815
2022,경상북도,541987902,365093519,9335,526663070,952,35235285,168036,6186410,0,2168650,0,53353499,780727,1812131,-1,0,1581944,4031674,101101,15708,55581638,131805,42225507,0,238421291,35058418,0,149796143
2022,전라남도,537957737,397131507,8842,525625432,120,104664753,0,258638,0,0,0,49738412,1741,395702,73,37,0,20932,57,0,36080552,6124004,22149324,0,264664959,317579627,0,1212081
2022,전라남도,805541122,607313817,5450,82780144,303,112747319,0,28229005,21716498,0,100022,354314554,28284072,4021079,0,0,5162112,4628765,1508200,4331430,363678238,6638082,231318019,0,227804128,109342601,1,36477547
2022,경상북도,201682107,129613258,6172,249420414,403,26905251,0,2219654,1,22210207,0,11684948,285997,3535372,-1,0,798802,3874548,136,-1,635392,1397568,1593263,0,117886374,6689155,0,4805207
