"조사연도","행정구역시도코드","농가자산","고정자산","토지면적","토지평가금액","건물면적","건물평가금액","구축물금액","기계기구비품금액","대동물금액","대식물금액","무형자산","유동자산","재고자산연초금액","재고자산연말금액","소동물연초금액","소동물연말금액","농축산물연초금액","농축산물연말금액","농업생산자재연초금액","농업생산자재연말금액","당좌자산","현금","예금등금융자산","미수금선급금액","농업용금액","가계용금액","겸업용금액","기타금액"
"2022","제주특별자치도",297421000,225707000,5103,225707000,86,0,0,0,0,0,0,71714000,22000,1016000,0,0,12000,840000,10000,176000,70698000,1e+06,69698000,0,40818800,55112000,0,129776200
"2022","전라남도",901439000,701839000,28365,604074000,653,34550000,0,63215000,0,0,0,199600000,2918000,1600000,0,0,1861000,1064000,1057000,536000,1.98e+08,8e+06,1.9e+08,0,641153400,60685600,0,0
"2022","경상남도",248413000,244358000,5898,175935000,134,66205000,0,2218000,0,0,0,4055000,940000,1505000,0,0,940000,1505000,0,0,2550000,2150000,4e+05,0,154851500,76755500,0,12751000
"2022","전라북도",158455000,78855000,0,0,5196,76755000,0,2100000,0,0,0,79600000,678000,270000,0,0,678000,270000,0,0,79330000,1750000,77580000,0,42368000,2100000,0,34387000
"2022","전라북도",61215000,19505000,549,7357000,219,11087000,0,1061000,0,0,0,41710000,695000,1180000,135000,45000,550000,1135000,10000,0,40530000,1e+06,39530000,0,12292520,7212480,0,0
"2022","전라남도",157802000,126029000,2981,37730000,158,60553000,0,8878000,2e+05,18668000,0,31773000,170000,6000,0,0,4000,6000,166000,0,31767000,3e+06,28767000,0,41539300,64505700,1116000,0
"2022","경기도",1752138000,1718719000,50717,784020000,2639,205762000,0,10307000,718630000,0,0,33419000,10725000,1129000,0,0,1225000,3000,9500000,1126000,32290000,6e+06,26290000,0,426563350,138583650,0,434942000
"2022","전라북도",426257000,330001000,19970,217303000,459,72254000,0,18113000,0,22331000,0,96256000,3151000,2628000,0,0,2930000,2183000,221000,445000,93628000,5e+05,93128000,0,200455040,66133960,0,41081000
"2022","경상남도",388583000,322205000,871,258841000,224,49228000,0,11471000,0,2665000,0,66378000,413000,298000,0,0,75000,62000,338000,236000,66080000,6e+06,60080000,0,174291300,113889700,0,31359000
"2022","강원도",253214000,244706000,343,16979000,8362,123379000,0,35438000,0,68910000,0,8508000,1145000,958000,0,0,1111000,958000,34000,0,7550000,250000,7300000,0,25047210,150748790,0,0
"2022","전라남도",302233000,261647000,13275,185029000,536,71469000,0,5049000,1e+05,0,0,40586000,2408000,3826000,0,0,2151000,3064000,257000,762000,36760000,1e+07,26760000,0,184291350,77255650,0,0
"2022","경기도",568102000,445840000,2578,313604000,314,126420000,0,5696000,120000,0,0,122262000,2384000,962000,0,0,2366000,952000,18000,10000,121300000,9e+06,112300000,0,161184500,284535500,0,0
"2022","제주특별자치도",3109921000,2924679000,38611,2261460000,16120,416864000,39333000,67729000,0,139293000,0,185242000,0,6752000,0,0,0,0,0,6752000,178490000,4e+07,138490000,0,2383830800,300740200,0,100815000
"2022","충청남도",238437000,185587000,1154,171090000,225,0,0,12207000,0,2290000,0,52850000,0,0,0,0,0,0,0,0,52850000,1e+05,52750000,0,28181100,155115900,0,0
"2022","경상남도",288821000,258097000,297,26374000,7848,195105000,825000,35793000,0,0,0,30724000,4745000,912000,0,0,21000,0,4724000,912000,29812000,8e+06,21812000,0,65280500,31466500,0,161350000
"2022","경상남도",187129000,115054000,4120,107280000,137,7053000,0,721000,0,0,0,72075000,791000,295000,0,0,646000,205000,145000,90000,71780000,1.9e+07,52780000,0,26028100,12992400,0,76033500
"2022","전라남도",175317000,103894000,173,18425000,199,63217000,5441000,16811000,0,0,0,71423000,1194000,885000,0,0,618000,872000,576000,13000,70538000,1600000,68938000,0,8501950,73565850,21826200,0
"2022","충청북도",353464000,274899000,3147,78765000,197,143134000,0,5.3e+07,0,0,0,78565000,291000,305000,0,0,291000,305000,0,0,78260000,4e+07,38260000,0,75478200,199420800,0,0
"2022","전라남도",258580000,221327000,8302,144890000,114,71174000,0,5263000,0,0,0,37253000,253000,75000,0,0,253000,75000,0,0,37178000,5278000,31900000,0,37196250,73784850,11122000,99223900
"2022","충청북도",981685000,915646000,24771,706167000,205,95500000,0,57459000,0,56520000,0,66039000,553000,510000,0,0,0,0,553000,510000,65529000,3e+06,62529000,0,673461000,117545000,0,68120000
"2022","경기도",367638000,333581000,993,67994000,215,234579000,0,30908000,1e+05,0,0,34057000,1248000,1857000,3e+05,3e+05,387000,297000,561000,1260000,32200000,3e+06,29200000,0,32763860,82973600,12600000,205143540
"2022","충청남도",380454000,368729000,7010,311173000,490,42638000,0,14918000,0,0,0,11725000,2507000,3075000,0,0,897000,3075000,1610000,0,8650000,1200000,7450000,0,309204500,46216100,4717200,8591200
"2022","경기도",128170000,89090000,0,0,66,72500000,0,16590000,0,0,0,39080000,440000,560000,0,0,430000,555000,10000,5000,38520000,5e+05,38020000,0,3922700,85167300,0,0
"2022","경기도",1836298000,1008198000,22565,802131000,383,144290000,0,46905000,380000,14492000,0,828100000,3864000,2920000,0,0,3774000,2842000,90000,78000,825180000,10500000,814680000,0,515745090,261179910,0,216401000
"2022","충청남도",546497000,523217000,10082,523217000,172,0,0,0,0,0,0,23280000,1851000,1680000,0,0,1851000,1680000,0,0,21600000,5e+06,16600000,0,243924100,26931000,24237900,228124000
"2022","경상남도",3553468000,3122923000,107013,1942564000,5492,563884000,6560000,20248000,479210000,110457000,0,430545000,24676000,26080000,2e+05,230000,768000,512000,23708000,25338000,404465000,7500000,386965000,1e+07,426505000,336908000,0,1769843000
"2022","경상북도",125170000,117142000,3626,102938000,99,8764000,0,640000,0,4800000,0,8028000,50000,228000,0,0,37000,28000,13000,2e+05,7800000,2800000,5e+06,0,56290000,56052000,0,0
"2022","강원도",323679000,77916000,8313,20066000,135,28903000,0,222000,0,28725000,0,245763000,100020000,100182000,0,0,1e+08,100152000,20000,30000,145581000,2e+06,143581000,0,7690500,617500,0,40883000
"2022","전라북도",390332000,388832000,10980,320857000,404,64905000,0,0,0,3070000,0,1500000,222000,0,0,0,185000,0,37000,0,1500000,1500000,0,0,81196700,54258300,0,250307000
"2022","경기도",107419000,95863000,503,77864000,123,3258000,0,352000,0,14389000,0,11556000,0,56000,0,0,0,56000,0,0,11500000,2500000,9e+06,0,81474000,0,0,0
"2022","강원도",787714000,728615000,70803,526923000,3337,144486000,4712000,52384000,110000,0,0,59099000,2258000,690000,60000,0,890000,110000,1308000,580000,58409000,1780000,56629000,0,117255600,30765000,14342400,566142000
"2022","제주특별자치도",387699000,349215000,4338,256755000,3350,63200000,0,19564000,0,9696000,0,38484000,1e+06,6500000,0,0,0,0,1e+06,6500000,31984000,4500000,27484000,0,169208000,170311000,0,0
"2022","경기도",1133875000,1117951000,4716,762914000,309,349968000,630000,4439000,0,0,0,15924000,198000,24000,0,0,174000,0,24000,24000,15900000,2200000,13700000,0,325895450,621682350,170373200,0
"2022","경기도",322163000,278420000,5524,226479000,109,49545000,0,2396000,0,0,0,43743000,292000,343000,0,0,262000,321000,30000,22000,43400000,8400000,3.5e+07,0,5261100,88451900,0,184707000
"2022","경기도",269868000,265368000,2987,122168000,76,131200000,0,1.2e+07,0,0,0,4500000,0,0,0,0,0,0,0,0,4500000,5e+05,4e+06,0,122768000,131800000,10800000,0
"2022","전라북도",197357000,119398000,1103,21636000,192,69184000,0,28458000,120000,0,0,77959000,233000,259000,0,0,216000,192000,17000,67000,77700000,5e+05,77200000,0,28894250,90383750,0,0
"2022","인천광역시",1159023000,1067983000,10230,833712000,7695,171278000,0,62873000,120000,0,0,91040000,20000,3e+05,20000,0,0,0,0,3e+05,90740000,3e+06,87740000,0,862736150,205126850,0,0
"2022","경상남도",1134668000,1031196000,18774,489664000,939,165594000,0,241388000,134550000,0,0,103472000,5270000,4488000,0,0,4625000,3742000,645000,746000,98984000,10700000,88284000,0,753826000,121858000,0,20962000
"2022","경상북도",142351000,129444000,16121,128669000,132,775000,0,0,0,0,0,12907000,865000,1907000,0,0,815000,1907000,50000,0,1.1e+07,1e+06,1e+07,0,10984100,775000,111591000,6093900
"2022","경기도",37818000,298000,0,0,46,132000,0,166000,0,0,0,37520000,171000,0,0,0,171000,0,0,0,37520000,7520000,3e+07,0,271600,26400,0,0
"2022","경상남도",258200000,236988000,6709,119385000,85,116637000,0,966000,0,0,0,21212000,3388000,2422000,368000,280000,2992000,2116000,28000,26000,18790000,2500000,16290000,0,108385350,128602650,0,0
"2022","제주특별자치도",1254835000,1181140000,6080,283723000,1046,813505000,0,2912000,8.1e+07,0,0,73695000,513000,547000,0,0,0,0,513000,547000,73148000,5e+06,68148000,0,194450000,203913500,154669500,547107000
"2022","경상남도",945237000,879927000,5968,323475000,266,515042000,0,0,0,41410000,0,65310000,35346000,52110000,0,0,35250000,52055000,96000,55000,13200000,4400000,8800000,0,183982800,526785200,0,127749000
"2022","경상남도",1434282000,1172173000,5675,1068276000,305,75255000,0,28212000,260000,170000,0,262109000,4123000,2151000,123000,171000,3410000,1345000,590000,635000,259958000,18350000,241608000,0,956954300,214054300,734400,0
"2022","경상남도",396216000,367331000,3195,342289000,198,25042000,0,0,0,0,0,28885000,993000,885000,0,0,889000,785000,104000,1e+05,2.8e+07,5e+06,2.3e+07,0,270278600,97052400,0,0
"2022","충청남도",267140000,222453000,743,144662000,175,64934000,0,6216000,2750000,3891000,0,44687000,15945000,12187000,0,0,15945000,12187000,0,0,32500000,5e+06,27500000,0,2955000,212857000,0,0
"2022","강원도",971490000,902774000,29104,721235000,1417,73122000,0,217000,108200000,0,0,68716000,8587000,9616000,0,0,3161000,6556000,5426000,3060000,59100000,6e+06,53100000,0,693531200,62510600,0,38532200
"2022","경기도",569916000,553891000,4322,542336000,70,6491000,0,4249000,0,815000,0,16025000,120000,125000,0,0,120000,125000,0,0,15900000,5e+06,10900000,0,131333900,212361100,0,209381000
"2022","제주특별자치도",918411000,867011000,7661,837400000,192,12817000,0,16794000,0,0,0,51400000,0,0,0,0,0,0,0,0,51400000,2500000,48900000,0,518708500,87593500,260709000,0
"2022","전라남도",640798000,510475000,31807,270291000,15503,198680000,16939000,24495000,70000,0,0,130323000,5454000,8555000,340000,320000,3758000,5455000,1356000,2780000,121768000,5e+06,116768000,0,345930550,25565250,92027700,46881500
"2022","전라남도",94058000,2600000,0,0,0,0,0,2600000,0,0,0,91458000,791000,152000,0,0,741000,152000,50000,0,91306000,3e+06,88306000,0,2600000,0,0,0
"2022","강원도",1518071000,1428944000,5498,257014000,1271,1156260000,0,15670000,0,0,0,89127000,399000,585000,0,0,196000,209000,203000,376000,88542000,5e+06,83542000,0,164125670,118846330,0,1145972000
"2022","부산광역시",835866000,812281000,10688,765556000,241,41616000,0,309000,4800000,0,0,23585000,1162000,3048000,0,560000,1082000,2455000,80000,33000,20537000,2500000,18037000,0,459335550,228662450,0,119483000
"2022","경상북도",121372000,102234000,11249,96915000,233,3143000,0,2176000,0,0,0,19138000,1384000,708000,0,0,1051000,590000,333000,118000,18430000,5830000,12600000,0,76243620,13497380,0,12493000
"2022","전라남도",679200000,507486000,25677,417117000,1138,81134000,0,9165000,70000,0,0,171714000,7096000,19659000,640000,460000,4842000,18525000,1614000,674000,152055000,2e+07,132055000,0,312053700,51133600,713700,143515000
"2022","전라남도",335855000,162847000,13001,106033000,335,14260000,0,35753000,0,6801000,0,173008000,25668000,7688000,0,0,25668000,7688000,0,0,165320000,7.5e+07,90320000,0,86269600,35523000,1176400,33077000
"2022","강원도",976020000,620872000,1650,577170000,97,43702000,0,0,0,0,0,355148000,1236000,348000,0,0,1236000,348000,0,0,354800000,1800000,3.53e+08,0,2328920,618543080,0,0
"2022","경상북도",903340000,891926000,12246,825337000,3182,40925000,0,8171000,0,17493000,0,11414000,603000,964000,0,0,210000,805000,393000,159000,10450000,5e+06,5450000,0,817618250,56814750,0,0
"2022","충청남도",617433000,435767000,3908,398895000,363,35832000,0,1040000,0,0,0,181666000,1775000,366000,84000,35000,1673000,299000,18000,32000,181300000,11500000,169800000,0,402326000,32775000,0,666000
"2022","충청남도",163939000,132584000,7166,104553000,881,27486000,0,545000,0,0,0,31355000,1665000,5465000,0,0,1665000,5253000,0,212000,25890000,3790000,22100000,0,95768650,36815350,0,0
"2022","충청북도",716525000,682231000,14554,327105000,1035,74356000,0,3750000,235200000,41820000,0,34294000,6776000,3894000,0,0,6617000,3651000,159000,243000,30400000,5e+06,25400000,0,366595600,38615400,0,0
"2022","경상남도",275781000,239246000,9155,231653000,426,7593000,0,0,0,0,0,36535000,263000,609000,0,0,171000,555000,92000,54000,35926000,4926000,3.1e+07,0,36379500,15340500,0,187526000
"2022","경상북도",455286000,446718000,15657,428782000,138,6199000,0,11737000,0,0,0,8568000,7686000,6268000,0,0,7394000,6268000,292000,0,2300000,0,2300000,0,390855100,55862900,0,0
"2022","전라북도",156109000,97439000,6815,54218000,1567,33649000,0,9572000,0,0,0,58670000,18925000,18320000,45000,90000,18703000,17852000,177000,378000,40350000,2350000,3.8e+07,0,60055440,32485500,0,4898060
"2022","강원도",545823000,492203000,2000,317737000,228,151895000,0,22571000,0,0,0,53620000,724000,233000,0,0,724000,233000,0,0,53387000,5600000,47787000,0,251083100,130716900,110403000,0
"2022","경상북도",187048000,166495000,10485,101149000,154,61596000,0,3750000,0,0,0,20553000,4597000,5953000,0,0,4584000,5940000,13000,13000,14600000,1e+06,13600000,0,134117500,32377500,0,0
"2022","충청남도",190348000,185030000,5391,185030000,56,0,0,0,0,0,0,5318000,0,18000,0,0,0,8000,0,10000,5300000,3e+05,5e+06,0,137282000,47748000,0,0
"2022","충청남도",136178000,85809000,5408,69838000,344,15621000,0,350000,0,0,0,50369000,0,425000,0,0,0,0,0,425000,49944000,17744000,32200000,0,64185050,21623950,0,0
"2022","전라북도",227427000,181559000,4912,136906000,114,33028000,0,11625000,0,0,0,45868000,2344000,2576000,0,0,2285000,2576000,59000,0,43292000,5e+06,38292000,0,133857050,46651950,1050000,0
"2022","전라남도",373002000,315357000,2979,193086000,137,51627000,0,54129000,50000,16465000,0,57645000,723000,177000,0,0,114000,125000,609000,52000,57468000,2500000,54968000,0,138601200,148473800,0,11767000
"2022","전라북도",213823000,174570000,10033,143677000,153,28628000,0,2265000,0,0,0,39253000,7110000,4363000,0,0,6795000,4351000,315000,12000,34890000,2500000,32390000,0,140984400,33585600,0,0
"2022","강원도",1087445000,873812000,58155,604802000,2472,98276000,255000,51379000,119100000,0,0,213633000,16770000,42511000,0,0,13788000,39026000,2982000,3485000,171122000,4e+07,131122000,0,409899500,76546500,0,268266000
"2022","경상북도",1210857000,1153671000,9627,205173000,1043,160581000,6750000,56845000,668600000,42055000,13667000,57186000,114000,186000,0,0,114000,186000,0,0,5.7e+07,3e+06,5.4e+07,0,309762180,131559820,0,1694000
"2022","전라남도",327647000,270140000,10660,176948000,2158,52017000,960000,29771000,2e+05,10244000,0,57507000,2320000,3664000,0,0,213000,339000,2107000,3325000,53843000,5100000,48743000,0,169403900,54242100,0,36050000
"2022","전라남도",269036000,178127000,2822,50856000,366,19541000,0,0,107730000,0,0,90909000,1304000,619000,0,0,820000,386000,484000,233000,90290000,18500000,71790000,0,44087850,26309150,0,0
"2022","충청남도",161196000,139404000,6641,112104000,96,27300000,0,0,0,0,0,21792000,0,399000,0,0,0,305000,0,94000,21393000,9193000,12200000,0,103448400,35955600,0,0
"2022","경기도",1279468000,1264355000,104714,1118592000,675,79930000,0,34637000,1800000,29396000,0,15113000,730000,819000,0,0,505000,460000,225000,359000,14294000,7800000,6494000,0,785446200,130352800,0,317360000
"2022","충청남도",1247811000,1105189000,51971,844242000,1470,103225000,0,43342000,114380000,0,0,142622000,5962000,5582000,0,0,4071000,2581000,1891000,3001000,137040000,1e+07,127040000,0,611563050,136820950,0,242425000
"2022","충청남도",920616000,877325000,3642,350743000,1252,305410000,0,46228000,84500000,0,90444000,43291000,13854000,16791000,0,0,11548000,16784000,2306000,7000,26500000,5e+05,2.6e+07,0,576115000,216710000,0,0
"2022","경상북도",372864000,340742000,14541,230174000,525,15299000,0,9045000,80100000,6124000,0,32122000,6518000,12622000,144000,152000,3925000,12470000,2449000,0,19500000,5500000,1.4e+07,0,199548200,17906800,0,37063000
"2022","강원도",365664000,268659000,4786,81378000,324,163596000,0,23345000,340000,0,0,97005000,3156000,2605000,105000,165000,2481000,1927000,570000,513000,94400000,1551000,92849000,0,70476550,168732450,0,29110000
"2022","경상북도",549223000,506789000,14594,332022000,1559,116919000,0,339000,0,57509000,0,42434000,79000,634000,0,0,45000,6e+05,34000,34000,41800000,1e+06,40800000,0,95612100,208582000,38342900,106743000
"2022","경상남도",827263000,744622000,12378,523134000,336,190438000,0,16050000,1.5e+07,0,0,82641000,9630000,9782000,0,0,9214000,9533000,416000,249000,72859000,5e+06,67859000,0,494698000,112624000,0,122300000
"2022","세종특별자치시",880227000,782463000,2061,282976000,789,135493000,0,20194000,343800000,0,0,97764000,4851000,10304000,0,0,0,13000,4851000,10291000,87460000,4900000,82560000,0,256317000,103386000,0,78960000
"2022","경상북도",337221000,279165000,11450,214489000,386,52022000,0,5927000,70000,6657000,0,58056000,2817000,2356000,0,0,2355000,1405000,462000,951000,55700000,5.5e+07,7e+05,0,199252450,50700550,0,22485000
"2022","강원도",606993000,580984000,17652,498713000,285,57526000,0,24745000,0,0,0,26009000,569000,429000,0,0,415000,388000,154000,41000,25580000,4e+05,25180000,0,478507420,88168580,0,14308000
"2022","전라남도",470420000,463504000,2886,447900000,73,15604000,0,0,0,0,0,6916000,2475000,296000,0,0,2475000,296000,0,0,6620000,750000,5870000,0,204229200,61354800,0,197920000
"2022","제주특별자치도",200589000,161206000,430,97911000,135,55370000,0,7925000,0,0,0,39383000,130000,335000,0,0,1e+05,3e+05,30000,35000,39048000,5e+06,34048000,0,40174600,121031400,0,0
"2022","충청북도",422785000,272586000,1218,35931000,183,208400000,0,28255000,0,0,0,150199000,10000,699000,0,0,0,6e+05,10000,99000,149500000,9500000,1.4e+08,0,48984900,223601100,0,0
"2022","경상북도",383241000,356184000,6533,280408000,150,66625000,0,7175000,0,1976000,0,27057000,3172000,1857000,150000,150000,2897000,1612000,125000,95000,25200000,5800000,19400000,0,239420000,114788000,0,0
"2022","충청북도",217407000,201898000,5688,52231000,2029,113979000,0,3938000,31750000,0,0,15509000,5460000,3065000,0,0,5460000,3032000,0,33000,12444000,3617000,8827000,0,152701550,17446450,0,0
"2022","충청북도",604042000,440406000,7352,384056000,192,5.4e+07,0,2350000,0,0,0,163636000,0,0,0,0,0,0,0,0,163636000,1200000,162436000,0,281546350,92960850,65898800,0
"2022","강원도",38990000,35654000,225,15638000,111,18996000,0,1020000,0,0,0,3336000,57000,90000,0,0,38000,38000,19000,52000,3246000,6e+05,2646000,0,1736600,33917400,0,0
"2022","전라남도",348120000,245876000,6699,105884000,1097,105776000,1356000,30070000,1e+05,2690000,0,102244000,32269000,29301000,0,0,32080000,29106000,189000,195000,72943000,6834000,66109000,0,151354900,91731100,0,0
"2022","강원도",1069716000,1036475000,18366,722413000,561,282456000,0,31606000,0,0,0,33241000,5379000,8084000,0,0,4486000,7708000,893000,376000,25157000,2e+06,23157000,0,663782300,350169700,0,22523000
"2022","전라남도",517447000,467333000,37811,309148000,433,40561000,0,81432000,34620000,1572000,0,50114000,2184000,6291000,0,0,1456000,5585000,728000,706000,43823000,1800000,42023000,0,361925300,19421100,17837900,31956700
"2022","경기도",111821000,48525000,1210,38478000,143,8119000,0,1928000,0,0,0,63296000,508000,496000,280000,308000,228000,188000,0,0,62800000,9e+06,53800000,0,38178200,10346800,0,0
"2022","경상남도",568603000,473224000,26292,300658000,317,168876000,0,490000,0,3200000,0,95379000,1524000,1421000,0,0,1041000,1421000,483000,0,93958000,5e+06,88958000,0,51072800,342624200,0,76327000
"2022","전라북도",504127000,279351000,12996,140571000,627,58144000,0,13236000,67400000,0,0,224776000,11503000,6354000,0,0,10409000,5171000,1094000,1183000,218422000,3e+07,188422000,0,149291000,59852000,0,2808000
"2022","제주특별자치도",1115814000,1021065000,9797,986157000,239,32896000,0,2012000,0,0,0,94749000,1419000,611000,0,0,4e+05,585000,1019000,26000,94138000,8200000,85938000,0,665907100,131521900,0,223636000
"2022","경상북도",243600000,223350000,1028,21074000,145,181455000,10970000,6764000,0,3087000,0,20250000,871000,565000,0,0,751000,442000,120000,123000,19685000,4725000,14960000,0,43237850,177025150,0,0
"2022","경상북도",229493000,199882000,1608,163030000,256,24840000,0,12012000,0,0,0,29611000,375000,11000,0,0,360000,11000,15000,0,29600000,3400000,26200000,0,160233500,39648500,0,0
"2022","경상남도",1036285000,967502000,3203,620015000,580,344337000,0,3150000,0,0,0,68783000,3989000,8523000,0,0,3989000,8523000,0,0,60260000,2330000,57930000,0,385742900,379300900,202458200,0
"2022","충청북도",883546000,836513000,10508,256965000,3000,133905000,116666000,59377000,269600000,0,0,47033000,7492000,8845000,0,0,6724000,8179000,768000,666000,38188000,4e+06,34188000,0,370081300,80165700,116666000,0
"2022","경기도",410718000,332718000,3982,264803000,2386,64300000,0,3495000,120000,0,0,7.8e+07,41062000,4.8e+07,0,0,40042000,4.8e+07,1020000,0,3e+07,5e+06,1.5e+07,1e+07,279065500,53532500,0,0
"2022","제주특별자치도",1481950000,1424545000,14761,1172753000,269,242230000,0,682000,0,8880000,0,57405000,8000,45000,0,0,8000,45000,0,0,57360000,5e+06,52360000,0,528919500,242108500,0,644637000
"2022","전라남도",418722000,371477000,11475,331441000,281,38781000,0,1255000,0,0,0,47245000,86000,73000,0,0,62000,50000,24000,23000,47172000,1650000,45522000,0,104477000,34904600,0,232095400
"2022","충청남도",418763000,337141000,13733,226390000,83,7e+07,0,40751000,0,0,0,81622000,19777000,23022000,0,0,19777000,23022000,0,0,58600000,1500000,57100000,0,199910050,65472500,28692450,43066000
"2022","전라남도",156039000,127755000,6029,40266000,161,59684000,0,26805000,1e+06,0,0,28284000,272000,1181000,0,0,160000,303000,112000,878000,27103000,3452000,23651000,0,35950150,78303850,0,12501000
"2022","충청남도",786379000,734278000,3896,708154000,166,26024000,0,0,1e+05,0,0,52101000,4594000,2073000,0,0,4456000,1911000,138000,162000,50028000,3150000,46878000,0,14910300,55331700,0,663936000
"2022","충청북도",6107689000,5881274000,19896,3229230000,1493,2576945000,0,75099000,0,0,0,226415000,1915000,2415000,0,0,1915000,2415000,0,0,2.24e+08,3.8e+07,1.86e+08,0,743461130,2443074270,2242841600,451897000
"2022","경상북도",1004932000,927585000,5430,804880000,222,117666000,0,5039000,0,0,0,77347000,142000,157000,0,0,134000,157000,8000,0,77190000,8710000,68480000,0,603964500,228589600,0,95030900
"2022","충청북도",620002000,615038000,3500,209526000,594,203049000,0,55163000,147300000,0,0,4964000,7737000,3454000,130000,130000,3857000,3324000,3750000,0,1510000,1e+06,510000,0,261432980,206305020,0,0
