"Var1","Var2","Var4","Var9","Var10"
"F","B",22,4,3
"M","D",47,9,5
"F","D",17,2,4
"F","C",18,10,5
"M","C",15,16,5
"F","A",25,3,3
"F","A",26,4,2
"M","B",29,4,4
"F","B",26,6,3
"F","D",19,9,5
"M","D",22,9,4
"F","C",17,4,5
"F","A",26,1,3
"F","A",31,9,3
"F","B",55,34,4
"M","B",56,19,4
"F","B",36,7,3
"M","B",15,15,5
"F","B",18,12,4
"M","A",28,12,4
"M","B",16,6,5
"F","B",58,39,5
"F","B",16,4,3
"M","B",21,14,5
"F","B",25,3,3
"F","A",18,1,3
"F","C",36,6,3
"M","A",30,17,3
"M","B",18,18,3
"M","B",17,1,3
"M","D",39,7,5
"M","B",25,22,5
"F","A",26,7,3
"F","A",59,16,3
"M","B",31,25,3
"F","D",20,15,5
"F","B",29,3,3
"F","C",16,9,4
"F","C",18,5,4
"F","C",20,8,5
"F","A",17,2,3
"M","B",33,1,3
"F","B",22,4,3
"F","B",19,6,5
"F","B",24,9,4
"F","B",37,15,5
"F","A",31,12,3
"F","B",15,7,3
"F","C",28,6,4
"M","C",21,5,5
"F","A",26,5,3
"F","B",17,14,5
"F","A",31,14,4
"M","A",37,1,4
"F","A",19,10,5
"F","D",21,6,3
"F","B",20,16,5
"M","C",45,31,5
"F","B",19,13,3
"M","B",23,6,5
"M","B",15,3,4
"F","A",33,9,2
"F","A",15,17,3
"F","A",34,3,2
"M","B",17,1,4
"F","B",16,3,3
"M","B",19,6,5
"M","B",19,4,5
"F","A",34,4,4
"F","D",32,43,5
"F","D",22,8,6
"F","B",31,9,4
"M","B",18,5,5
"F","B",16,5,5
"F","B",24,28,5
"M","C",18,1,3
"F","B",17,5,3
"F","B",20,19,5
"F","B",17,6,5
"F","C",25,0,2
"F","D",39,9,4
"F","A",26,4,5
"F","A",20,3,3
"M","A",34,27,3
"M","B",17,18,3
"M","A",59,31,4
"F","A",16,4,4
"M","C",18,3,3
"F","A",25,7,3
"F","C",25,2,3
"F","D",22,2,3
"M","A",20,8,3
"F","B",19,7,5
"F","A",28,5,2
"F","B",23,6,3
"F","C",32,11,4
"F","C",28,6,5
"F","B",16,6,5
"M","C",17,10,5
"M","A",16,8,5
"F","C",29,1,3
"F","B",17,22,5
"M","D",25,6,3
"F","B",18,3,4
"M","A",22,1,3
"M","B",22,1,3
"F","B",38,29,5
"F","C",25,5,5
"F","B",16,2,3
"F","A",27,1,4
"F","C",33,8,3
"F","B",36,13,4
"M","B",26,25,5
"M","A",15,7,5
"F","B",17,15,5
"M","A",19,4,5
"F","B",27,19,4
"M","B",15,1,3
"F","C",32,17,5
"M","B",21,5,5
"F","B",34,29,5
"F","B",32,1,3
"F","C",17,17,5
"F","A",25,8,2
"F","D",17,4,5
"M","A",30,2,4
"F","B",17,7,4
"F","B",18,1,4
"F","A",42,2,2
"F","A",34,1,3
"M","B",18,4,3
"M","A",24,10,5
"F","B",17,2,4
"M","A",21,9,5
"M","B",24,4,4
"M","B",26,19,3
"M","C",19,14,5
"F","B",22,6,3
"M","B",59,35,4
"F","D",19,3,3
"M","C",34,9,5
"F","C",26,6,3
"M","C",17,6,5
"M","A",19,9,5
"F","A",32,17,3
"F","B",25,9,4
"F","C",15,10,5
"F","A",36,4,4
"F","B",24,6,4
"F","A",29,22,3
"F","A",43,20,4
"F","D",15,12,4
"M","A",27,15,5
"F","D",20,9,5
"F","A",18,4,5
"F","C",16,1,3
"M","B",36,19,5
"F","B",16,2,3
"F","C",15,1,3
"M","D",40,10,3
"F","B",22,10,4
"F","B",16,4,5
"F","D",28,2,3
"F","D",32,24,5
"M","A",31,15,5
"F","A",33,1,2
"F","B",15,2,4
"F","A",29,8,3
"F","B",37,19,4
"F","C",29,8,5
"F","B",26,6,6
"F","B",15,2,3
"M","A",29,18,3
"F","B",25,7,5
"M","A",43,18,3
"M","B",25,6,5
"F","A",29,3,4
"F","B",15,1,3
"M","A",15,9,4
"M","B",34,4,5
"M","B",20,4,4
"F","C",33,1,4
"F","A",52,34,4
"F","C",16,1,3
"M","B",19,2,4
"M","A",15,6,3
"M","C",18,5,3
"M","B",20,2,4
"F","B",43,8,3
"F","B",17,5,4
"M","A",26,15,4
"M","B",31,18,5
"F","B",20,8,3
"F","C",22,4,4
"F","B",16,4,5
"M","B",50,29,4
"M","B",18,5,5
"F","A",33,18,5
"F","C",15,5,5
"M","C",38,18,4
"F","B",20,2,4
"M","B",20,10,4
"M","B",15,11,4
"M","A",50,22,4
"M","A",41,9,2
"F","B",38,13,3
"F","A",33,7,2
"F","A",29,12,3
"F","A",22,7,4
"F","A",46,12,3
"M","A",15,4,3
"M","D",32,5,5
"F","A",31,12,3
"F","C",17,1,4
"M","B",15,7,5
"M","C",43,24,4
"F","C",19,6,5
"F","A",29,10,3
"F","A",29,1,3
"M","A",19,4,5
"M","C",17,4,3
"M","C",20,14,5
"M","C",36,21,5
"F","A",26,17,4
"F","B",27,3,4
"M","B",38,22,5
"F","B",26,0,3
"M","A",40,10,3
"F","A",29,9,4
"F","A",27,4,1
"F","B",23,7,3
"M","A",25,1,3
"F","B",25,8,5
"F","A",19,3,4
"M","B",33,8,3
"M","B",27,1,4
"M","A",18,5,4
"F","A",28,9,2
"M","C",28,7,3
"F","B",22,5,6
"F","C",36,9,4
"M","C",18,7,5
"M","A",24,12,4
"F","C",30,15,4
"M","A",16,1,3
"M","B",27,8,5
"F","A",29,7,3
"F","A",30,1,3
"F","A",40,14,2
"M","A",27,6,3
"F","A",37,8,3
"F","A",15,4,3
"M","A",15,1,3
"F","B",45,33,4
"F","C",15,7,5
"F","B",16,2,4
"F","B",18,3,3
"M","D",18,7,5
"F","A",15,6,5
"M","C",15,2,4
"F","A",29,7,3
"F","A",37,2,2
"F","B",18,6,4
"M","B",21,8,5
"M","C",24,2,4
"F","B",25,25,3
"M","B",32,9,3
"F","B",16,6,5
"M","B",24,21,3
"F","A",26,6,1
"M","C",32,13,4
"M","B",26,7,3
"F","B",18,4,3
"F","A",15,4,3
"M","A",33,18,3
"M","D",15,14,5
"F","B",17,6,4
"F","A",16,14,5
"F","A",15,6,5
"M","B",21,8,4
"M","B",20,6,4
"F","C",18,12,4
"M","C",64,39,4
"M","C",22,12,5
"M","A",35,14,4
"M","B",16,3,3
"M","B",15,1,4
"F","B",25,9,4
"F","B",17,4,5
"M","C",24,12,5
"F","B",22,4,4
"M","A",26,4,3
"M","B",24,11,3
"F","A",33,6,3
"F","A",16,7,5
"M","C",18,6,3
"F","B",22,13,5
"F","D",28,9,5
"F","A",15,10,3
"M","A",24,10,5
"F","D",37,4,2
"F","D",15,4,3
"F","A",31,12,4
"F","C",23,7,5
"M","B",18,1,3
"F","A",28,2,3
"F","A",37,20,5
"F","B",40,6,5
"F","A",31,6,4
"F","A",17,2,4
"F","B",22,5,4
"F","A",26,4,4
"M","C",30,4,5
"M","B",26,19,5
"F","B",45,25,4
"F","B",15,7,5
"M","B",19,11,5
"F","B",17,1,3
"F","C",15,8,5
"M","B",38,48,5
"F","B",15,2,3
"F","B",17,3,4
"F","A",18,6,5
"F","C",15,4,5
"M","B",40,6,5
"F","B",17,4,3
"F","A",31,5,4
"F","A",18,11,5
"F","B",16,2,4
"F","C",15,1,3
"M","A",16,8,5
"F","C",17,1,4
"F","B",16,6,4
"F","A",23,12,4
"F","B",29,7,4
"F","B",16,1,3
"M","B",17,3,3
"F","A",47,22,3
"F","A",34,12,3
"F","B",17,3,3
"F","C",18,8,5
"F","B",16,1,3
"M","A",16,11,4
"F","A",21,10,4
"M","C",19,4,5
"M","B",17,5,3
"M","A",26,17,5
"F","C",31,20,4
"F","A",34,2,2
"M","A",16,8,5
"F","B",15,1,3
"M","A",16,10,4
"F","B",44,16,2
"F","B",18,3,4
"F","A",28,7,3
"F","C",16,2,3
"F","D",22,8,3
"F","C",44,8,2
"M","B",30,8,4
"F","C",20,18,5
"F","B",27,10,3
"F","B",19,6,3
"F","A",52,6,4
"F","B",15,1,3
"F","B",24,9,3
"M","B",20,3,3
"F","B",19,4,5
"M","A",15,6,3
"M","B",32,27,3
"F","A",26,7,3
"F","B",59,13,5
"M","A",26,6,3
"M","A",26,14,2
"F","B",32,7,3
"F","A",31,3,3
"M","B",24,3,3
"F","A",25,0,3
"F","A",34,9,4
"F","A",19,3,4
"M","C",18,11,5
"F","B",27,12,4
"F","B",23,3,3
"M","C",45,5,3
"F","A",20,13,3
"F","A",43,13,3
"M","B",20,4,3
"F","B",23,15,5
"F","B",19,29,5
"F","C",35,1,3
"F","B",16,2,3
"F","C",19,7,5
"F","A",22,5,3
"M","B",27,10,5
"F","B",25,31,5
"F","B",22,6,4
"F","B",36,15,6
"F","B",18,1,4
"M","A",19,1,5
"F","C",18,1,3
"F","C",40,20,5
"F","C",35,4,2
"F","C",25,11,5
"M","A",17,2,5
"F","A",32,9,2
"F","C",21,4,4
"F","A",40,10,3
"M","A",15,1,4
"F","D",35,41,5
"F","D",30,10,2
"M","B",22,10,5
"M","B",19,6,4
"F","C",17,4,4
"M","C",48,25,3
"F","B",16,2,4
"F","B",15,3,3
"M","C",23,10,5
"F","A",26,2,4
"M","A",15,5,3
"M","B",15,7,5
"M","C",22,8,5
"M","A",36,3,3
"M","A",20,4,4
"M","B",19,2,3
"F","B",20,2,3
"F","A",27,6,4
"F","B",31,2,3
"F","A",30,5,3
"F","B",20,7,5
"F","B",16,5,5
"M","B",15,1,4
"F","C",17,4,3
"M","C",17,5,5
"F","B",18,5,3
"F","A",34,7,1
"F","B",20,4,4
"M","A",18,14,3
"F","A",15,11,5
"M","B",36,21,3
"F","C",16,6,5
"F","D",40,13,4
"M","C",23,6,4
"M","B",31,15,3
"M","A",29,15,2
"F","A",37,9,3
"F","A",27,0,2
"F","A",28,1,3
"M","C",18,10,5
"M","A",46,6,3
"F","B",38,12,1
"F","C",42,41,4
"M","A",20,6,3
"F","A",30,7,4
"F","C",34,11,5
"M","C",17,4,5
"M","B",23,5,5
"M","A",25,17,5
"M","C",22,5,3
"F","C",32,20,4
"F","B",25,7,4
"F","B",16,6,3
"M","B",24,10,3
"F","A",43,1,2
"F","A",17,5,5
"M","B",15,11,3
"M","C",16,10,5
"F","C",19,1,3
"M","B",35,25,3
"M","A",18,15,4
"F","C",20,6,5
"F","B",23,12,4
"M","A",38,7,3
"F","C",43,21,4
"M","B",20,6,4
"F","A",26,3,3
"F","B",15,5,5
"F","C",46,7,3
"F","C",20,9,5
"M","B",17,8,5
"F","A",33,3,3
"F","C",29,9,5
"M","B",16,2,4
"F","B",17,2,3
"M","C",16,31,5
"F","A",18,2,3
"F","A",45,25,3
"M","B",31,16,3
"F","B",16,2,4
"F","B",19,1,4
"F","A",30,4,3
"F","A",28,2,3
"F","C",37,10,3
"M","B",32,21,4
"F","A",25,3,3
"F","B",43,6,3
"F","B",19,7,4
"M","A",43,20,4
"M","B",22,3,3
"F","B",17,7,5
"F","B",43,26,5
"F","C",35,14,3
"M","B",16,10,5
"F","C",16,2,3
"M","A",44,12,4
"F","A",31,6,4
"M","A",31,8,5
"F","B",25,2,1
"M","A",42,40,5
"M","D",16,5,5
"M","B",19,11,5
"F","C",16,14,5
"F","B",20,24,5
"M","A",24,6,5
"M","B",21,3,3
"M","A",27,18,5
"F","D",36,9,3
"M","C",17,1,3
"F","C",20,4,4
"F","C",31,14,5
"M","B",15,3,3
"F","A",34,10,2
"F","A",28,3,3
"M","B",17,10,5
"F","A",27,1,2
"M","C",63,34,5
"F","D",19,7,4
"F","B",19,2,3
"M","A",22,5,5
"M","B",20,6,3
"F","C",16,5,5
"F","C",37,33,5
"F","A",15,7,3
"M","B",26,17,5
"M","B",16,9,5
"M","A",22,6,4
"F","A",29,1,3
"M","B",51,31,3
"M","C",21,7,5
"M","A",26,9,4
"M","A",17,7,4
"F","D",35,7,1
"F","B",19,6,4
"M","A",28,11,5
"F","A",29,5,3
"F","B",15,4,6
"F","A",27,7,3
"F","B",17,1,3
"M","B",25,17,5
"F","A",33,12,3
"F","B",18,1,3
"F","A",41,10,3
"F","C",24,9,4
"F","A",19,9,4
"M","C",17,5,5
"F","A",28,3,3
"F","A",18,8,5
"F","A",30,9,3
"F","C",17,2,4
"M","D",32,8,3
"F","A",27,12,2
"M","A",18,14,4
"F","C",26,1,2
"M","A",22,4,3
"F","C",33,13,3
"M","B",15,7,4
"M","C",19,5,4
"M","A",32,19,5
"F","C",16,6,5
"F","A",19,3,3
"M","D",23,22,5
"F","D",15,6,5
"M","A",29,10,5
"F","D",15,5,4
"M","B",34,14,3
"M","C",22,2,4
"F","B",15,5,5
"F","C",25,11,4
"M","A",45,15,5
"F","A",16,4,4
"F","A",19,6,3
"F","B",20,8,5
"F","B",39,24,3
"F","B",15,4,5
"M","C",20,5,5
"F","A",28,19,3
"M","A",19,8,3
"F","B",22,8,4
"F","B",43,18,3
"M","B",21,3,4
"F","B",43,8,5
"F","B",21,11,5
"F","D",20,11,3
"M","B",40,11,5
"F","C",20,6,5
"F","A",33,4,2
"M","A",61,31,3
"F","A",28,4,3
"F","A",58,18,2
"F","A",25,2,1
"F","A",24,4,4
"M","C",20,19,5
"M","C",20,14,5
"F","B",15,1,4
"M","B",18,7,5
"M","B",20,4,5
"F","B",24,9,4
"M","A",15,38,5
"F","A",23,13,3
"M","A",20,3,3
"F","A",18,6,5
"F","B",26,5,5
"F","B",15,1,4
"F","C",22,11,5
"M","D",21,3,4
"F","B",18,2,4
"F","B",22,7,3
"M","B",27,7,4
"F","C",16,9,5
"F","C",33,6,4
"F","A",22,5,3
"M","C",19,6,4
"F","B",27,6,1
"M","A",23,10,4
"F","B",24,36,4
"F","B",18,2,4
"F","B",33,10,4
"M","B",29,8,3
"M","A",27,1,3
"F","A",22,3,3
"M","B",41,17,2
"M","B",23,8,3
"F","C",22,17,5
"F","A",17,8,3
"F","B",26,15,3
"F","C",20,7,3
"F","B",16,4,5
"M","C",16,5,5
"F","B",16,2,4
"M","B",16,4,4
"F","B",17,12,5
"M","B",19,4,3
"F","A",27,7,3
"M","B",17,13,5
"M","A",44,11,4
"F","B",16,2,3
"M","B",15,10,3
"M","C",48,16,5
"M","A",23,5,5
"M","C",32,22,5
"F","B",18,5,5
"F","B",16,7,5
"M","B",18,4,5
"F","B",30,13,5
"F","B",25,4,5
"M","B",19,28,5
"F","B",22,6,3
"F","C",32,7,4
"M","C",61,37,4
"F","B",17,1,4
"M","B",26,9,3
"F","A",26,2,3
"F","B",20,15,5
"F","A",30,5,4
"F","A",26,1,3
"M","A",20,13,3
"M","A",34,37,4
"F","D",30,5,4
"F","B",35,13,5
"F","A",41,5,3
"F","C",26,1,2
"F","A",19,13,5
"M","B",23,6,5
"F","B",15,1,3
"M","B",29,5,5
"M","A",22,4,3
"M","A",28,3,4
"F","C",31,8,5
"F","B",39,33,5
"M","C",22,6,5
"M","D",15,1,3
"M","A",40,2,5
"F","B",25,5,5
"F","A",21,4,4
"F","A",34,13,5
"M","B",16,1,4
"M","B",19,7,3
"F","C",34,14,5
"M","B",45,23,5
"M","A",16,9,3
"F","A",32,7,2
"F","A",17,4,4
"F","A",22,7,3
"F","B",15,4,4
"F","B",16,14,3
"F","C",26,0,1
"M","B",24,11,6
"F","C",29,10,3
"M","B",17,1,4
"M","C",21,9,3
"F","D",41,25,4
"F","D",21,1,4
"M","A",19,1,3
"F","C",16,7,5
"M","B",15,1,4
"F","A",28,2,3
"F","B",28,20,4
"F","B",16,3,4
"F","A",25,5,2
"F","B",17,2,3
"F","B",17,7,3
"M","B",17,7,5
"F","B",26,4,3
"M","B",18,2,4
"F","A",17,1,3
"F","B",15,6,3
"M","D",21,1,3
"F","B",20,3,4
"F","A",15,1,3
"M","A",20,11,5
"F","A",20,10,4
"F","B",16,3,4
"F","B",31,11,5
"M","A",16,8,3
"F","D",27,1,3
"M","B",15,1,3
"F","C",27,6,3
"M","D",24,6,3
"M","A",34,21,4
"M","B",15,5,5
"F","A",22,11,3
"F","A",18,6,5
"F","A",30,4,4
"F","B",20,2,4
"M","A",17,5,5
"F","B",25,9,3
"F","A",18,6,5
"F","A",21,3,3
"F","B",18,2,3
"F","D",18,12,3
"M","B",41,10,4
"M","A",23,3,3
"M","B",17,4,5
"M","B",19,5,5
"F","B",15,3,3
"F","B",18,1,3
"M","B",20,17,5
"F","C",15,4,4
"M","A",26,1,1
"M","B",22,6,5
"F","A",18,2,4
"F","D",17,14,5
"F","B",21,7,4
"M","C",17,1,5
"F","A",26,0,3
"M","C",15,2,4
"F","D",21,6,3
"M","C",15,4,5
"M","D",29,1,4
"F","A",40,9,3
"F","B",17,3,5
"M","B",43,16,5
"F","B",15,3,3
"M","A",19,3,3
"M","B",40,6,3
"F","B",21,6,5
"F","A",15,12,5
"F","B",25,1,3
"F","B",25,2,3
"M","C",16,7,4
"F","A",25,2,3
"F","A",26,10,2
"M","D",47,25,3
"F","A",38,12,4
"M","C",17,11,5
"F","B",16,1,4
"F","A",27,17,5
"M","B",18,4,5
"F","C",39,10,3
"F","C",31,2,3
"F","A",22,7,3
"F","B",23,12,4
"M","B",24,13,4
"F","A",15,14,3
"F","B",36,13,3
"F","C",43,4,5
"F","A",52,19,3
"M","C",26,13,3
"F","B",38,16,5
"F","B",27,9,3
"F","A",39,4,2
"M","D",27,5,4
"M","A",15,4,5
"F","B",16,4,3
"F","A",17,9,5
"M","C",16,14,5
"M","C",29,9,3
"M","A",50,7,3
"F","B",25,6,3
"F","D",25,1,2
"F","A",31,4,3
"F","B",16,2,4
"M","A",21,7,5
"F","A",31,1,1
"F","B",22,6,3
