"Var1","Var2","Var4","Var9","Var10"
"F","A",25,1,2
"F","C",22,7,4
"F","A",28,16,5
"F","A",50,4,5
"M","B",16,7,4
"M","A",17,10,4
"F","A",15,1,4
"F","B",16,2,4
"F","A",28,5,3
"F","D",30,15,5
"M","C",22,8,5
"M","B",21,2,4
"M","A",15,3,3
"F","A",39,9,2
"F","A",29,28,4
"F","A",30,2,3
"M","C",50,17,4
"F","A",34,3,3
"M","D",23,36,5
"F","A",18,4,3
"M","B",16,5,5
"F","C",32,6,5
"M","A",25,17,5
"F","B",18,13,5
"F","A",30,5,4
"M","A",26,1,3
"F","A",31,4,3
"M","D",28,20,5
"F","A",43,4,2
"F","C",22,24,5
"F","B",22,9,3
"M","A",16,1,3
"F","A",31,1,3
"F","B",35,10,4
"M","B",67,35,3
"F","C",25,3,4
"F","C",30,13,5
"M","C",19,21,5
"M","B",25,17,4
"F","A",28,8,3
"F","C",37,33,3
"F","A",20,14,5
"M","C",31,8,3
"F","B",21,5,5
"F","C",18,5,5
"F","C",30,3,3
"F","A",35,5,4
"F","A",25,14,5
"M","A",30,6,3
"F","D",48,2,2
"F","B",17,7,6
"M","B",33,19,4
"F","A",43,0,3
"M","B",15,4,5
"M","A",26,5,4
"F","B",19,2,5
"M","A",29,14,3
"M","C",21,3,3
"M","A",23,10,4
"F","B",16,4,5
"F","A",25,5,3
"F","A",15,3,3
"M","B",26,9,4
"M","B",19,4,4
"F","B",17,3,4
"F","A",15,1,3
"M","A",25,1,3
"M","B",20,1,3
"M","A",25,2,4
"F","A",27,6,2
"F","A",45,15,2
"F","B",16,3,3
"F","B",28,9,4
"F","D",24,10,3
"F","B",17,2,3
"F","A",34,7,3
"F","B",24,5,4
"F","B",27,8,5
"F","A",16,2,4
"F","A",19,1,3
"M","C",15,11,5
"F","C",32,9,5
"F","B",25,24,5
"F","A",32,11,3
"F","C",15,3,4
"M","A",16,24,5
"F","B",45,12,3
"F","B",37,2,3
"M","A",17,14,3
"F","B",19,2,4
"M","B",18,7,5
"F","B",15,6,5
"F","A",39,17,2
"F","C",25,3,3
"F","A",32,5,4
"F","B",37,15,3
"F","D",19,3,3
"M","C",42,17,2
"M","C",25,9,4
"F","D",44,17,5
"M","B",15,1,3
"F","C",19,1,5
"F","B",15,13,4
"M","A",34,9,4
"M","A",19,5,5
"M","C",33,12,5
"M","B",22,5,3
"M","B",18,9,4
"F","C",38,5,5
"F","B",24,2,3
"F","C",28,16,3
"M","A",27,4,5
"M","B",19,11,3
"F","B",17,4,3
"F","A",22,7,3
"F","B",42,26,4
"M","C",30,15,5
"M","C",32,9,2
"F","A",17,4,4
"F","B",15,1,3
"F","B",19,9,5
"M","B",25,19,3
"M","C",16,1,3
"M","B",17,7,4
"F","B",22,3,4
"M","B",29,1,3
"M","B",37,2,3
"F","C",18,6,4
"M","B",32,11,3
"M","B",17,9,5
"M","D",25,6,3
"F","A",26,4,4
"F","D",26,6,5
"F","A",15,6,4
"M","C",19,2,3
"M","C",26,8,5
"M","B",20,1,3
"F","C",15,1,4
"M","B",16,4,3
"F","B",29,6,3
"M","C",22,7,5
"M","A",24,10,4
"F","A",26,7,2
"M","A",15,1,3
"F","A",37,5,3
"F","C",26,14,3
"F","C",44,28,3
"M","A",19,2,4
"M","A",17,1,3
"M","B",15,5,5
"F","B",17,1,3
"M","B",49,23,3
"F","A",32,26,3
"F","A",32,12,4
"M","B",25,7,5
"M","B",17,1,3
"F","B",28,8,4
"F","D",27,1,3
"F","A",47,0,2
"M","A",19,7,3
"M","B",21,10,5
"F","B",26,21,3
"F","B",28,10,4
"M","C",22,7,4
"F","B",26,4,5
"F","B",17,2,3
"F","B",58,22,3
"M","B",20,20,5
"M","D",20,6,5
"M","A",20,7,5
"M","C",66,30,3
"M","B",18,15,5
"F","B",19,3,4
"F","A",20,5,3
"F","A",29,4,4
"F","A",27,10,3
"M","A",29,1,3
"M","C",38,1,3
"M","C",31,20,5
"M","C",23,5,3
"M","C",15,5,5
"F","A",32,12,2
"F","D",25,9,4
"F","C",17,12,5
"M","C",16,5,5
"F","D",15,6,4
"F","B",19,6,5
"F","A",24,8,3
"F","A",41,15,5
"M","A",29,6,5
"M","B",16,5,5
"F","A",34,5,3
"F","A",36,12,4
"F","A",22,4,4
"F","A",53,26,5
"F","B",15,6,5
"F","B",26,5,4
"M","C",22,13,5
"F","A",26,4,3
"F","B",16,1,3
"F","B",23,1,4
"F","A",27,4,3
"F","D",28,12,3
"M","A",25,0,3
"M","A",34,2,3
"M","A",15,1,3
"F","B",15,4,3
"F","C",19,9,5
"F","B",20,3,3
"M","A",21,11,4
"F","B",19,7,4
"F","A",15,9,4
"M","A",55,28,4
"F","B",18,15,5
"M","B",21,7,3
"F","A",25,13,3
"M","A",25,15,4
"M","A",30,2,2
"M","B",33,20,5
"M","B",20,9,4
"M","A",30,9,4
"M","B",15,5,4
"F","A",29,2,3
"M","B",30,6,3
"M","C",20,10,3
"M","A",39,3,5
"F","B",22,3,4
"F","A",22,12,5
"F","B",15,13,4
"M","C",16,4,5
"M","C",17,17,5
"F","A",25,1,4
"F","A",15,4,3
"F","A",29,5,3
"M","A",15,4,5
"F","A",15,1,4
"F","C",23,18,5
"F","B",27,8,5
"M","B",15,3,3
"M","A",17,12,5
"M","B",23,16,5
"F","B",16,8,5
"M","C",33,4,5
"M","B",29,6,5
"F","A",43,9,2
"M","A",28,8,5
"F","C",18,4,5
"F","B",19,2,4
"F","B",30,9,4
"F","A",16,4,5
"F","B",15,3,4
"F","C",15,7,5
"F","A",20,2,4
"F","C",15,1,3
"F","A",54,2,2
"F","A",43,9,2
"F","B",18,14,5
"M","B",15,5,5
"M","A",19,5,3
"F","C",15,4,5
"M","C",29,2,3
"M","B",15,2,3
"M","B",27,2,3
"M","B",23,10,5
"M","B",15,12,5
"F","C",21,18,3
"M","B",19,4,4
"F","A",44,16,4
"F","C",29,8,5
"F","B",23,6,3
"M","A",25,4,4
"F","A",17,8,4
"F","C",44,20,5
"M","C",30,21,5
"M","B",16,12,5
"M","B",20,12,5
"M","D",17,27,5
"M","A",24,1,3
"M","C",32,13,5
"F","A",26,1,4
"F","A",19,13,3
"M","B",42,22,4
"F","B",34,17,5
"F","A",36,17,4
"M","B",25,6,4
"M","B",26,6,3
"F","A",29,2,2
"F","B",28,2,4
"M","B",31,5,5
"F","B",19,6,4
"F","B",16,4,5
"F","A",22,19,5
"F","B",28,24,4
"M","A",29,4,1
"M","B",25,18,5
"M","C",27,5,2
"F","D",27,1,3
"F","A",26,5,2
"M","A",55,2,2
"M","B",30,9,5
"F","A",29,4,2
"M","B",17,2,3
"M","C",30,16,3
"F","A",35,19,3
"F","B",19,8,5
"F","C",63,29,5
"M","B",32,27,5
"F","B",19,1,4
"F","B",16,3,3
"M","C",22,4,5
"M","A",35,1,3
"F","C",16,2,4
"M","B",16,8,5
"M","A",28,12,4
"F","A",42,16,3
"M","B",40,40,4
"F","B",21,8,3
"F","C",27,18,4
"F","B",29,34,5
"F","B",17,10,5
"F","A",15,2,3
"M","A",34,5,3
"F","B",25,9,5
"M","B",44,22,4
"F","C",31,17,3
"F","D",15,15,5
"F","B",15,4,5
"F","A",16,1,3
"M","D",17,4,5
"F","B",25,1,3
"F","A",31,16,3
"M","C",21,7,5
"F","D",31,6,2
"F","A",15,2,4
"M","B",29,4,5
"F","A",40,12,3
"M","C",21,8,5
"M","B",18,8,5
"F","A",30,3,3
"F","A",39,16,4
"F","C",18,2,4
"M","A",18,11,5
"F","B",30,9,4
"F","B",24,13,3
"M","C",18,6,5
"M","C",15,4,4
"M","A",27,1,3
"F","C",18,7,4
"M","B",15,4,5
"F","A",25,11,3
"M","C",15,9,5
"M","B",16,3,3
"M","D",15,1,4
"F","A",31,20,2
"F","A",19,6,4
"M","D",20,8,5
"F","A",47,30,3
"F","A",36,2,3
"F","A",33,4,3
"M","A",23,3,4
"F","A",64,50,3
"F","B",16,2,3
"M","B",25,2,3
"F","A",19,3,3
"M","A",16,3,4
"F","A",19,6,5
"F","C",26,8,4
"M","C",22,6,5
"F","A",42,1,3
"M","C",18,10,5
"M","C",20,13,5
"M","B",24,10,5
"F","C",17,6,5
"M","A",33,6,5
"F","D",36,11,4
"F","D",16,2,3
"F","B",23,3,4
"M","B",18,8,5
"F","B",16,1,3
"M","A",29,3,2
"F","B",28,19,5
"M","C",28,5,5
"F","A",23,8,3
"M","C",17,6,4
"F","A",33,4,5
"F","A",17,2,3
"F","C",38,5,3
"M","B",19,5,5
"M","B",22,13,5
"M","B",17,1,4
"F","A",30,10,3
"F","B",18,1,4
"M","A",16,13,5
"F","B",15,13,5
"F","A",28,0,3
"F","B",64,33,5
"M","C",21,6,5
"F","D",15,7,4
"F","C",26,9,3
"M","B",33,14,5
"F","B",22,4,3
"M","A",22,8,4
"M","A",40,27,5
"F","B",23,11,5
"M","B",36,3,5
"F","A",26,1,2
"M","B",27,4,4
"F","D",31,14,4
"M","B",15,1,4
"F","C",18,9,5
"F","A",27,2,4
"M","A",18,5,4
"M","B",23,7,4
"M","A",26,17,5
"F","A",28,4,2
"M","A",23,5,5
"F","A",23,14,3
"M","B",15,6,5
"M","C",19,5,5
"F","B",29,5,4
"M","B",32,9,5
"M","B",33,14,5
"F","B",26,16,4
"F","A",57,28,4
"F","C",28,1,2
"F","A",33,15,3
"M","B",17,1,4
"F","D",33,2,3
"M","A",29,6,2
"F","A",23,1,4
"M","C",19,4,5
"F","A",26,3,4
"F","A",18,7,2
"M","B",23,11,4
"M","C",19,6,5
"F","B",21,2,3
"F","C",27,2,2
"F","B",19,1,3
"F","C",26,2,3
"F","D",28,6,5
"M","C",28,12,5
"F","A",22,1,3
"M","A",20,9,5
"F","B",21,6,4
"M","A",31,22,3
"M","C",17,12,5
"M","B",30,21,5
"F","C",16,6,5
"F","A",18,7,3
"F","B",16,6,4
"M","D",21,11,5
"M","C",17,7,5
"F","B",29,22,3
"M","B",15,1,4
"M","C",40,1,3
"F","A",19,2,4
"M","A",43,15,5
"M","A",15,9,4
"F","D",27,14,5
"F","A",28,2,2
"F","A",31,4,3
"M","C",35,3,4
"M","C",23,6,5
"F","B",30,11,3
"M","C",33,12,4
"F","A",38,4,4
"F","A",37,6,4
"F","B",21,12,5
"F","A",30,2,3
"F","B",16,4,3
"F","A",28,6,4
"M","B",16,3,3
"F","A",60,35,3
"M","B",59,29,4
"M","C",18,16,5
"M","D",18,6,5
"F","A",22,2,4
"F","A",30,12,3
"F","B",16,4,4
"M","A",29,5,2
"M","A",17,13,5
"M","B",27,6,4
"F","C",17,3,4
"F","C",24,4,4
"F","B",20,6,3
"M","B",16,3,4
"M","A",19,5,3
"M","A",17,4,5
"F","A",33,2,3
"M","C",24,8,3
"F","B",15,6,5
"F","C",40,23,4
"M","A",18,7,5
"M","C",38,25,3
"F","A",33,1,3
"F","C",37,1,3
"F","A",23,5,3
"M","D",32,22,5
"F","C",19,2,3
"M","D",21,18,5
"M","A",17,3,3
"M","B",29,20,5
"F","D",29,13,5
"M","D",25,1,4
"M","B",47,10,5
"M","A",18,4,4
"F","B",19,4,5
"M","A",22,12,3
"F","A",42,8,3
"F","A",30,14,3
"M","C",27,13,5
"F","C",21,4,3
"F","D",17,2,4
"M","B",57,19,4
"F","D",17,2,4
"M","B",23,10,5
"F","A",31,3,3
"F","B",21,6,4
"F","A",46,23,5
"F","D",15,4,5
"F","C",16,6,5
"M","A",16,1,4
"M","A",17,2,4
"F","B",34,16,5
"F","C",29,2,1
"F","C",17,7,5
"F","A",16,5,5
"F","C",20,4,5
"F","D",16,4,5
"F","A",20,5,3
"F","A",35,29,5
"F","B",18,3,3
"F","C",34,6,5
"F","A",39,17,2
"M","A",40,38,5
"M","A",17,1,3
"F","D",33,3,3
"M","B",16,3,4
"F","A",22,3,4
"M","C",23,8,5
"M","B",21,7,4
"M","C",20,6,5
"F","B",40,15,3
"F","A",24,7,4
"M","B",21,5,4
"M","D",22,5,3
"F","B",17,3,3
"F","B",29,16,3
"M","A",25,6,5
"M","A",15,7,6
"M","A",22,5,5
"F","A",17,6,5
"F","B",27,6,3
"F","B",16,1,3
"M","B",22,11,5
"F","B",15,2,4
"F","A",22,6,4
"M","A",34,16,4
"M","A",16,8,5
"M","A",28,4,3
"F","A",25,5,3
"M","B",46,23,4
"F","A",15,11,3
"M","B",15,7,5
"M","B",17,17,5
"F","B",26,24,5
"F","C",17,2,4
"M","B",15,2,4
"F","A",26,16,3
"F","C",27,7,5
"F","A",27,10,3
"M","A",18,8,3
"F","B",22,4,3
"F","A",35,9,3
"M","B",18,7,3
"M","C",15,6,5
"F","A",27,9,5
"M","B",24,5,5
"F","C",34,8,5
"F","B",17,21,3
"M","C",17,3,4
"F","D",26,11,3
"M","B",30,7,3
"F","B",15,2,3
"M","B",20,11,4
"F","A",32,9,2
"M","A",62,17,3
"F","A",19,4,3
"F","C",15,28,5
"M","A",20,6,5
"F","C",20,4,4
"M","B",17,23,5
"F","B",18,2,3
"F","A",29,3,3
"M","A",16,5,5
"F","B",16,3,4
"M","C",54,16,5
"F","B",35,16,3
"M","D",15,9,5
"F","B",24,1,3
"F","A",17,28,5
"F","A",29,11,3
"F","A",31,23,3
"F","A",16,1,3
"F","B",18,6,3
"F","C",20,6,3
"F","C",24,18,4
"F","B",15,6,5
"F","C",16,6,5
"M","C",18,10,5
"F","A",26,6,3
"F","B",36,13,4
"F","A",26,6,3
"F","A",24,10,4
"F","B",19,10,5
"M","A",32,1,2
"M","C",32,5,4
"M","B",23,5,4
"F","C",20,4,5
"F","A",28,1,2
"M","C",50,30,4
"M","B",15,2,4
"F","A",26,2,3
"F","A",28,12,3
"M","B",17,10,5
"F","A",35,2,3
"F","B",28,6,3
"F","A",25,4,4
"M","A",29,14,3
"F","A",22,1,3
"F","A",30,4,2
"F","B",20,4,3
"F","C",21,3,4
"F","A",36,9,4
"M","C",25,1,4
"F","B",25,4,3
"F","A",37,12,4
"F","C",31,7,3
"F","B",32,16,4
"F","C",20,2,4
"M","B",33,9,4
"F","B",15,1,4
"F","A",40,2,2
"M","A",23,1,5
"M","B",23,19,5
"M","A",17,2,3
"F","B",23,6,3
"M","B",15,3,3
"M","B",24,15,4
"F","B",20,10,5
"M","B",22,13,3
"F","A",38,8,2
"M","A",15,2,3
"F","A",29,6,4
"M","B",16,6,3
"M","B",20,5,3
"M","C",27,16,3
"F","A",25,9,2
"F","A",34,17,4
"F","C",18,1,4
"F","B",16,3,3
"F","A",22,11,3
"F","A",38,7,3
"F","B",16,11,4
"M","A",23,3,4
"M","B",16,2,3
"M","B",35,22,5
"M","A",38,16,5
"M","A",29,11,5
"M","A",15,10,4
"F","B",18,1,4
"F","D",16,1,4
"F","C",16,1,4
"F","B",18,4,4
"F","D",17,8,5
"M","B",45,7,5
"F","A",32,7,3
"M","B",15,1,4
"F","A",45,43,5
"M","B",27,3,3
"F","D",25,2,4
"M","A",30,2,2
"F","A",32,10,4
"F","A",19,13,3
"F","A",28,5,2
"M","A",19,2,4
"F","B",16,4,5
"M","C",15,1,3
"M","B",18,10,4
"M","B",16,1,3
"M","A",15,2,3
"F","B",20,1,5
"F","A",31,5,3
"F","B",17,13,4
"F","A",27,2,3
"F","A",23,5,4
"M","A",15,1,4
"M","C",26,7,5
"M","A",16,7,5
"F","D",25,6,4
"F","A",17,3,3
"F","B",37,14,4
"M","A",27,22,5
"F","A",24,14,4
"F","A",30,13,3
"F","B",19,4,4
"M","B",38,10,5
"M","B",37,5,5
"F","B",25,8,4
"F","C",36,24,4
"F","A",20,4,5
"M","A",44,10,5
"F","A",27,25,4
"F","D",29,2,3
"F","B",19,9,3
"F","B",16,4,3
"M","B",27,3,3
"M","D",23,6,5
"F","B",32,32,2
"F","C",20,4,5
"M","B",23,9,5
"F","A",20,8,5
"M","B",15,8,4
"M","B",34,10,5
"F","B",20,5,4
"F","A",37,4,4
"M","A",26,6,5
"M","D",34,17,5
"F","B",32,4,5
"F","B",17,3,3
"M","C",23,21,5
"M","B",17,4,3
"F","B",38,24,4
"F","A",17,5,3
"F","B",31,15,4
"F","B",15,2,4
"M","A",26,15,5
"M","B",15,1,4
"F","C",22,7,4
"M","C",28,13,2
"M","B",23,15,3
"M","A",31,9,3
"F","C",32,10,5
"F","D",26,6,5
"F","D",19,6,3
"M","B",18,7,5
"M","A",48,10,4
"M","A",27,9,4
"F","B",26,7,3
"M","B",25,6,3
"M","A",31,1,4
"M","B",21,3,4
"F","A",34,8,3
"M","A",23,3,3
"F","A",25,1,3
"F","B",18,3,3
"M","B",28,29,5
"F","B",17,4,4
"M","B",33,6,4
"F","A",16,5,4
"F","B",19,7,3
"M","D",17,8,5
"F","B",22,4,5
"M","B",21,7,5
"M","D",37,1,3
"F","B",19,3,4
"F","C",37,25,3
"F","B",15,10,5
"M","A",23,7,4
"F","B",19,11,5
"F","A",25,1,3
"F","B",18,3,4
"M","B",26,9,3
"M","B",22,4,4
"F","B",34,8,4
"M","B",20,5,5
"F","A",28,12,4
"M","A",21,5,2
"F","A",27,13,5
"M","A",26,3,3
"F","A",29,4,2
"M","B",17,14,5
"F","B",26,12,3
"F","B",60,25,4
"F","C",26,6,5
"F","B",18,3,3
"F","C",21,4,5
"F","B",20,26,5
"F","A",42,12,3
"F","A",23,6,3
"M","B",35,21,4
"M","B",19,4,3
"F","A",48,0,1
"M","A",24,10,4
"F","B",33,9,5
"M","B",30,19,5
"M","C",24,9,5
"M","A",19,14,5
"F","B",15,13,5
"F","B",19,9,3
"M","B",16,12,5
"F","A",23,3,4
"F","C",29,2,3
"F","C",28,3,3
"M","A",34,12,3
"M","A",32,3,3
"M","B",23,13,5
"M","B",26,1,3
"M","B",28,15,4
"F","C",25,4,3
"M","B",18,4,4
"F","A",26,2,2
"F","B",19,3,4
"F","C",42,26,3
"M","A",32,7,4
"F","C",18,1,3
"F","C",27,13,5
"F","D",23,11,5
"M","B",22,7,5
"F","A",28,7,4
"F","B",15,4,4
"F","B",20,6,3
"F","A",37,10,4
"F","B",32,45,3
"F","B",28,11,4
"F","B",33,14,4
"M","A",26,14,3
"M","D",15,3,3
"F","A",15,3,4
"M","D",19,4,5
"M","C",15,6,5
"M","A",48,16,5
"F","B",16,2,4
"M","B",18,7,4
"F","C",22,11,3
"M","B",17,11,5
"F","A",27,5,5
"F","C",17,6,5
"M","C",36,39,5
"F","C",22,6,5
"F","B",40,7,3
"M","B",22,7,5
"F","C",31,13,3
"F","A",44,9,3
"F","A",41,12,3
"M","C",29,14,5
"M","C",66,34,5
"F","B",17,3,3
"M","A",17,6,3
"F","B",26,1,3
"M","A",32,22,5
"M","C",15,6,4
"M","A",20,5,5
"M","B",20,5,4
"M","C",21,4,5
"F","B",29,7,5
"M","B",17,5,5
"F","A",30,10,3
"M","A",33,8,3
"M","B",19,1,4
"F","D",21,4,5
"M","A",26,4,3
"F","B",26,0,2
"F","D",24,7,5
"M","A",27,1,3
"F","B",23,2,3
"F","B",29,1,3
"M","C",25,1,3
"F","B",17,1,4
"F","C",15,6,6
"F","B",22,5,3
"F","B",23,6,4
"F","D",26,1,1
"M","C",17,14,4
"M","B",22,6,3
"M","B",15,4,5
"F","B",16,23,4
"M","B",42,6,4
"F","C",43,6,2
"F","B",22,2,5
"M","B",15,2,4
"M","B",29,11,5
"M","B",21,4,3
"F","B",15,2,5
"F","A",17,3,4
"F","C",17,12,4
"F","A",34,1,2
"M","C",16,4,4
"M","C",32,11,5
"M","C",28,8,4
"F","B",28,8,3
"M","D",23,9,5
"M","B",26,16,3
"F","B",16,8,5
"M","A",56,22,5
"F","B",28,13,3
"F","C",17,7,5
"F","B",23,4,3
"M","D",26,4,2
"F","A",29,4,2
"F","A",16,8,4
"M","B",47,25,4
"M","A",26,5,3
"F","A",25,1,3
"F","B",37,4,3
"F","D",33,18,5
"F","A",25,4,3
"M","B",32,16,4
"F","D",20,4,4
"M","A",46,5,3
"F","A",27,4,2
"F","A",29,15,4
"F","A",18,10,3
"M","A",41,9,5
"M","B",18,9,5
"F","A",25,26,5
"F","A",15,2,3
"M","A",40,18,4
"M","A",28,5,3
"M","A",41,22,3
"M","B",21,10,5
"F","D",16,8,5
"M","D",26,12,5
"M","B",20,12,4
"F","B",22,4,3
"F","A",18,3,4
"F","A",26,7,3
"F","C",24,4,3
"F","D",17,6,4
"M","D",17,3,3
"M","B",34,15,4
"M","B",27,8,3
"F","A",19,2,3
"F","A",41,8,3
"M","A",57,26,3
"F","A",18,12,5
"F","A",28,7,3
"M","C",16,26,5
"F","B",23,6,3
"F","B",47,4,3
"F","A",35,22,4
"F","C",19,4,3
"F","B",31,17,3
"F","C",16,5,4
"M","C",29,13,5
"M","A",21,4,5
"F","A",26,2,2
"F","A",25,1,3
"F","C",23,10,5
"F","A",32,4,2
"F","D",19,4,5
"M","A",26,1,3
"F","A",26,9,5
"F","C",29,11,3
"M","B",29,18,4
"F","A",32,5,2
"M","B",15,3,3
"F","A",40,12,2
"F","A",40,9,3
"M","A",21,8,5
"F","C",17,7,4
"M","B",58,39,5
"F","B",33,16,3
"F","A",26,4,2
"F","B",18,1,3
"F","C",31,3,1
"F","C",26,3,3
"M","B",21,16,3
"M","B",21,27,5
"F","A",16,5,5
"F","C",19,2,4
"F","B",29,10,3
"M","D",19,22,5
"M","D",29,8,4
"F","A",26,2,4
"F","B",23,6,4
"F","B",47,12,3
"M","B",21,9,5
"M","B",41,4,5
"M","C",15,1,3
"F","B",18,8,5
"F","B",29,13,3
"M","A",51,7,4
"F","A",40,13,3
"M","B",17,7,5
"F","B",19,14,6
"F","D",30,13,5
"F","B",37,18,3
"M","B",15,4,5
"F","C",16,4,5
"F","B",18,3,4
"F","A",32,11,3
"M","A",15,9,4
"M","D",45,7,5
"M","C",21,11,3
"F","B",15,2,4
"F","B",18,4,4
"F","B",29,3,3
"F","C",24,10,5
"F","B",26,3,4
"M","A",19,1,3
"M","A",25,1,2
"F","B",31,14,4
"F","A",27,2,3
"F","B",15,7,3
"M","B",19,5,5
"M","B",23,9,4
"F","B",28,10,4
"F","A",31,4,3
"F","A",19,9,4
"M","D",18,9,5
"F","C",26,7,3
"M","C",21,7,5
"F","C",15,4,5
"M","B",34,8,5
"F","A",15,4,5
"M","B",15,7,5
"F","A",33,4,2
"M","B",27,9,5
"M","C",22,3,4
"F","A",30,2,2
"M","A",15,5,3
"M","C",20,1,3
"F","A",15,3,3
"F","A",53,18,3
"F","D",28,0,3
"F","D",16,1,4
"M","B",58,8,3
"M","B",36,20,3
"M","A",37,25,3
"F","A",15,3,3
"F","A",17,6,3
"F","B",15,4,5
"F","C",20,1,4
"M","C",16,4,3
"M","B",47,24,4
"F","C",25,3,2
"F","A",17,1,4
"M","B",24,9,4
"F","B",32,5,3
"F","C",18,4,4
"M","B",15,17,5
"F","B",37,15,4
"F","B",16,1,4
"M","C",16,11,4
"F","B",18,6,3
"F","A",28,2,2
"M","C",58,38,5
