"가구구분코드","가구원수","취업인원수","노인가구여부","모자가구여부","맞벌이가구여부","일반가구여부","세대구분코드","배우자코드","가구주_성별코드","가구주_연령","가구주_학력코드","가구주_수학구분코드","가구주_취업여부","가구주_10차산업분류코드","가구주_7차직업분류코드","거처구분코드","자동차보유대수","입주형태코드","월세평가금액","전세보증금","월세사글세","주거용전용면적","주택소유유무","가중값","전국전체가구_1인이상소득5분위코드","전국전체가구_1인이상소득10분위코드","소득구간코드","가계지출금액","가계지출_소비지출금액","가계지출_소비지출_식료품비주류음료구입비","가계지출_소비지출_주류담배구입비","가계지출_소비지출_의류신발구입비","가계지출_소비지출_주거수도광열비","가계지출_소비지출_가정용품가사서비스이용금액","가계지출_소비지출_보건제품구입비","가계지출_소비지출_교통비","가계지출_소비지출_통신비","가계지출_소비지출_오락문화비","가계지출_소비지출_교육비","가계지출_소비지출_음식숙박비","가계지출_소비지출_기타상품서비스이용금액","가계지출_비소비지출금액","도시읍면부구분코드"
"근로자외 가구",3,2,"해당","아님","해당","아님","2세대","있음(동거)","남자",72,"고등학교","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",1,"자기집",450,0,70000,80,"있음",1676.8003,"3분위","5분위","400~500만원 미만",2244624,1669452,258120,1950,48983,293149,31515,168683,168020,88689,244342,10400,243467,45328,388673,"비도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","여자",82,"무학","무학(또는 해당없음)","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",0,"자기집",300,0,150000,81,"있음",1735.5722,"1분위","1분위","100~200만원 미만",1054516,842635,70000,0,2817,104243,53360,45950,29750,14313,89165,0,304833,204868,21015,"비도시"
"근로자외 가구",3,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",64,"대학교(4년제 이상)","졸업","취업","부동산업","전문가 및 관련 종사자","아 파 트",2,"자기집",2450,0,350000,106,"있음",3600.0442,"5분위","10분위","700만원 이상",5054994,3271816,663029,250,95638,310925,118703,144280,202102,131577,107242,0,529250,265237,3283507,"도시"
"근로자외 가구",2,1,"아님","아님","아님","해당","2세대","없음","남자",72,"대학원(박사)","졸업","비취업","기타,무직","기타,무직","다세대주택",0,"자기집",167,0,120000,60,"있음",1752.979,"2분위","3분위","200~300만원 미만",1712104,1546883,303168,4900,121033,161210,73979,177868,38900,83085,114500,0,2500,196892,250287,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",56,"고등학교","졸업","취업","숙박 및 음식점업","단순노무 종사자","비거주용건물",0,"보증금 없는 월세",360,0,0,39,"없음",2461.2657,"1분위","2분위","100~200만원 미만",856048,794425,252366,0,35500,489700,19900,29900,16167,0,7617,0,141927,41840,0,"도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",33,"대학원(석사)","졸업","취업","보건업 및 사회복지사업","전문가 및 관련 종사자","아 파 트",1,"자기집",2000,0,1450000,85,"있음",3766.9292,"5분위","10분위","700만원 이상",5645511,3999359,247901,1200,345200,250050,86426,202430,235878,90438,328049,0,360865,1697735,3324821,"도시"
"근로자외 가구",3,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",54,"고등학교","중퇴","취업","운수 및 창고업","장치,기계조작 및 조립 종사자","다세대주택",1,"자기집",750,0,230000,68,"있음",2416.973,"5분위","9분위","700만원 이상",2945443,2278270,237557,138900,20560,102300,357668,216000,191445,206412,103985,0,731526,167167,1374981,"도시"
"근로자가구",1,1,"해당","아님","아님","아님","1세대","없음","여자",69,"무학","무학(또는 해당없음)","취업","보건업 및 사회복지사업","서비스 종사자","아 파 트",0,"자기집",800,0,3e+05,84,"있음",267.5684,"1분위","2분위","100~200만원 미만",1536090,568321,122763,417,49500,174535,27833,53350,21667,52028,44180,15000,228775,152265,61064,"도시"
"근로자외 가구",1,1,"해당","아님","아님","아님","1세대","없음","여자",67,"무학","무학(또는 해당없음)","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",0,"자기집",300,0,250000,92,"있음",1652.2978,"1분위","2분위","100~200만원 미만",791721,596454,206475,1350,13000,82600,31528,35925,5033,33000,2750,0,68217,15030,275000,"도시"
"근로자가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",38,"대학교(4년제 이상)","졸업","취업","제조업","전문가 및 관련 종사자","아 파 트",2,"자기집",1450,0,750000,114,"있음",368.3136,"5분위","10분위","700만원 이상",7379203,3755216,350053,129290,188055,325613,712597,372612,420972,231717,196413,40000,1420067,555406,1994545,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","남자",48,"고등학교","졸업","취업","제조업","장치,기계조작 및 조립 종사자","아 파 트",1,"자기집",660,0,150000,76,"있음",1179.3134,"3분위","5분위","300~400만원 미만",3627875,2503828,403430,18886,233462,182240,4300,93373,122364,65969,17220,0,476090,133361,1120972,"도시"
"근로자외 가구",2,1,"아님","아님","아님","해당","2세대","없음","여자",53,"중학교","졸업","취업","숙박 및 음식점업","서비스 종사자","단독주택(다가구주택 포함)",0,"자기집",300,0,80000,56,"있음",1487.7756,"1분위","2분위","100~200만원 미만",1020635,972221,257086,0,49667,64996,28988,187417,23433,25392,26867,0,159000,42493,250256,"도시"
"근로자외 가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",47,"대학교(4년제 이상)","졸업","취업","교육 서비스업","전문가 및 관련 종사자","아 파 트",1,"자기집",1000,0,620000,156,"있음",1611.3389,"4분위","7분위","400~500만원 미만",4400355,3583269,567060,19140,292437,353465,71590,441700,216530,138962,399585,669000,601459,392812,1431778,"도시"
"근로자외 가구",2,1,"아님","아님","아님","해당","2세대","있음(비동거)","남자",75,"고등학교","졸업","취업","건설업","기능원 및 관련기능 종사자","단독주택(다가구주택 포함)",1,"보증부 월세",415,10000,0,66,"없음",3550.782,"3분위","6분위","400~500만원 미만",2511394,2155388,422235,5063,107632,464130,11742,613870,177798,91699,22517,0,254258,76000,227500,"도시"
"근로자외 가구",1,0,"아님","아님","아님","해당","1세대","없음","남자",64,"초등학교","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",1,"자기집",70,0,24000,79,"있음",1387.5814,"1분위","2분위","100~200만원 미만",1047970,852570,310345,49283,5400,84258,45067,75013,61600,118951,45569,0,25000,32679,95780,"비도시"
"근로자외 가구",5,0,"아님","아님","아님","해당","2세대","있음(비동거)","여자",44,"대학교(4년제 이상)","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"자기집",2000,0,1100000,85,"있음",3744.5886,"4분위","8분위","600~700만원 미만",6250213,2794208,567463,21925,278680,326887,129400,84230,54400,70440,75358,686350,685200,169133,2774692,"도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","여자",62,"초등학교","졸업","취업","건설업","기능원 및 관련기능 종사자","단독주택(다가구주택 포함)",1,"자기집",300,0,90000,100,"있음",373.6646,"2분위","3분위","200~300만원 미만",2290349,1948728,619569,11875,115000,132755,157403,19100,416360,84573,15964,0,472160,326153,557500,"비도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","여자",62,"고등학교","졸업","취업","보건업 및 사회복지사업","서비스 종사자","단독주택(다가구주택 포함)",0,"전세",400,50000,0,69,"있음",1157.5965,"3분위","6분위","400~500만원 미만",4643685,4240822,673235,7320,127800,283152,438030,891823,282267,159376,141478,0,733200,316020,777310,"도시"
"근로자외 가구",5,0,"아님","아님","아님","해당","2세대","있음(동거)","여자",44,"대학교(4년제 이상)","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"자기집",700,0,150000,85,"있음",2234.3483,"1분위","1분위","100~200만원 미만",4068115,4003943,836150,7010,141220,208118,96538,2097767,301648,189295,101874,1391167,172287,144620,288570,"비도시"
"근로자가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",46,"대학교(4년제 이상)","졸업","취업","제조업","전문가 및 관련 종사자","아 파 트",2,"자기집",850,0,5e+05,59,"있음",837.8235,"4분위","8분위","600~700만원 미만",4825165,3613040,526865,2413,101201,164472,2000,242920,568000,777698,140281,1130000,637900,92660,1589594,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",85,"고등학교","수료","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",0,"무상주택",600,0,0,89,"없음",288.4317,"1분위","2분위","100~200만원 미만",1868124,1822233,363410,0,27093,717186,69733,44600,60720,71635,84310,0,102583,90463,238724,"비도시"
"근로자외 가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",62,"고등학교","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",1,"자기집",420,0,110000,82,"있음",2838.2508,"3분위","5분위","300~400만원 미만",2335417,1948629,607496,22125,18700,250469,162767,404900,84180,39288,56157,0,136167,286860,138410,"비도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",58,"중학교","졸업","취업","협회 및 단체, 수리  및 기타 개인 서비스업","서비스 종사자","단독주택(다가구주택 포함)",0,"보증금 없는 월세",260,0,0,46,"없음",1357.3368,"1분위","1분위","100만원 미만",1809929,1654703,255330,119800,7500,413032,601532,19433,504100,124934,17403,0,114133,37052,225963,"비도시"
"근로자가구",5,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",48,"대학교(4년제 이상)","졸업","취업","협회 및 단체, 수리  및 기타 개인 서비스업","전문가 및 관련 종사자","단독주택(다가구주택 포함)",1,"전세",600,45000,0,66,"있음",2245.937,"2분위","4분위","300~400만원 미만",2457160,1692375,346112,0,107817,173592,18857,79378,141117,141016,57095,435000,249317,74922,457136,"도시"
"근로자외 가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",43,"중학교","졸업","취업","건설업","기능원 및 관련기능 종사자","다세대주택",1,"자기집",900,0,270000,74.82,"있음",475.2454,"4분위","8분위","600~700만원 미만",2156205,2042766,739133,0,261735,231552,140457,42238,104117,276432,21347,0,193478,283276,451698,"도시"
"근로자외 가구",2,0,"아님","아님","아님","해당","1세대","있음(동거)","남자",41,"대학교(4년제 이상)","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",1,"자기집",440,0,450000,92.4,"있음",773.3107,"1분위","1분위","100만원 미만",2778864,2203425,468343,0,6232,72163,461817,186333,241540,112594,315816,0,474500,375487,368045,"도시"
"근로자외 가구",1,0,"아님","아님","아님","해당","1세대","없음","여자",37,"고등학교","중퇴","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",1,"보증부 월세",300,35000,0,42,"없음",1217.9665,"1분위","1분위","100만원 미만",2343093,2081423,77875,133815,406450,215235,6e+05,18883,88667,116473,353403,0,410906,150703,11700,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",82,"중학교","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"자기집",850,0,190000,60,"있음",623.5743,"2분위","3분위","200~300만원 미만",2165833,1286766,252470,12125,20650,120129,82685,263145,18100,0,2500,0,163250,57050,678600,"도시"
"근로자가구",4,2,"아님","아님","해당","아님","3세대이상","있음(동거)","여자",54,"대학교(3년제 이하)","졸업","취업","교육 서비스업","전문가 및 관련 종사자","아 파 트",1,"보증부 월세",1440,50000,0,114,"없음",744.3267,"4분위","7분위","500~600만원 미만",11421124,8676356,615122,22830,1009200,1879044,378978,447398,571573,177012,162895,2662300,1108917,432262,5121322,"도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","여자",66,"고등학교","중퇴","비취업","기타,무직","기타,무직","아 파 트",0,"보증부 월세",300,9216,0,43,"없음",956.5589,"1분위","1분위","100만원 미만",643649,619635,122340,3567,2167,2940,20038,34690,8125,113621,2500,0,140000,44617,0,"도시"
"근로자가구",2,2,"해당","아님","해당","아님","1세대","있음(동거)","남자",71,"고등학교","졸업","취업","운수 및 창고업","전문가 및 관련 종사자","단독주택(다가구주택 포함)",1,"자기집",900,0,180000,135,"있음",1058.3064,"5분위","9분위","700만원 이상",2305058,1504529,438530,9533,0,91983,210417,40638,75317,69220,56855,0,159750,327531,287343,"비도시"
"근로자외 가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","여자",41,"고등학교","졸업","취업","도매 및 소매업","판매 종사자","단독주택(다가구주택 포함)",2,"무상주택",470,0,0,66,"없음",2263.3032,"5분위","9분위","700만원 이상",4998784,3766225,451543,1980,68867,503627,117780,324400,387379,172941,108767,388333,292917,424852,1883996,"도시"
"근로자가구",3,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",45,"중학교","졸업","취업","건설업","단순노무 종사자","단독주택(다가구주택 포함)",2,"자기집",470,0,150000,50,"있음",1230.4529,"3분위","6분위","400~500만원 미만",4201395,3755076,697590,163920,64760,155768,221708,453407,882250,215038,102470,0,253633,711138,652439,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",57,"고등학교","졸업","취업","제조업","장치,기계조작 및 조립 종사자","아 파 트",1,"보증부 월세",160,15000,0,36,"없음",2680.9158,"3분위","5분위","300~400만원 미만",1772089,1295167,178928,83753,125000,362702,13417,87964,133700,75133,38028,0,525062,37223,365782,"도시"
"근로자가구",3,1,"해당","아님","아님","아님","2세대","있음(동거)","남자",72,"초등학교","졸업","취업","협회 및 단체, 수리  및 기타 개인 서비스업","단순노무 종사자","단독주택(다가구주택 포함)",0,"자기집",80,0,15100,66,"있음",2126.4437,"2분위","4분위","300~400만원 미만",4429799,3261505,330507,145618,94908,224043,172430,1161543,188917,134537,385043,0,547630,235580,1387025,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",77,"중학교","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"무상주택",300,0,0,49,"없음",1065.1466,"2분위","3분위","200~300만원 미만",2006498,1834405,508443,75408,79100,774563,5200,201100,79700,76722,39540,0,125758,57042,27063,"비도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",26,"고등학교","졸업","취업","수도, 하수 및 폐기물 처리, 원료재생업","장치,기계조작 및 조립 종사자","단독주택(다가구주택 포함)",2,"전세",630,70000,0,165,"없음",1339.4853,"5분위","9분위","700만원 이상",2868735,2331588,193279,148500,192326,258806,82855,91417,987400,72765,101700,0,822254,218811,782350,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","남자",39,"대학교(4년제 이상)","졸업","취업","제조업","사무 종사자","연립주택",1,"자기집",600,0,235000,60,"있음",138.7777,"4분위","8분위","600~700만원 미만",4938221,4099962,577443,19340,238733,192131,107728,138040,352971,162931,195490,990000,546880,552067,1670263,"도시"
"근로자가구",2,1,"해당","아님","아님","아님","1세대","있음(동거)","남자",66,"초등학교","졸업","취업","건설업","단순노무 종사자","아 파 트",0,"자기집",300,0,50000,69,"있음",707.8026,"1분위","2분위","100~200만원 미만",1522160,1454477,231935,4633,40492,239220,14133,66275,23417,33553,21925,0,20250,280624,379292,"도시"
"근로자가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",44,"대학교(3년제 이하)","졸업","취업","도매 및 소매업","사무 종사자","아 파 트",1,"자기집",379,0,190000,71,"있음",2734.79,"4분위","8분위","600~700만원 미만",5682114,4555617,753590,270690,171933,191905,36582,273821,523560,325288,225173,507800,764650,210612,1375593,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","남자",61,"중학교","졸업","취업","건설업","단순노무 종사자","아 파 트",1,"자기집",720,0,170000,85,"있음",1317.2694,"1분위","2분위","100~200만원 미만",1664657,1378808,227752,8702,82325,168240,2867,64083,135750,18229,73024,0,268500,54329,513765,"도시"
"근로자가구",3,3,"아님","아님","해당","아님","2세대","있음(동거)","남자",56,"대학교(4년제 이상)","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","아 파 트",2,"자기집",950,0,2e+05,60,"있음",563.7227,"5분위","9분위","700만원 이상",2571231,2089380,553210,74050,40408,316817,100090,9000,140000,70318,48971,0,260067,238483,654770,"비도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",30,"대학원(석사)","졸업","취업","전문, 과학 및 기술 서비스업","전문가 및 관련 종사자","오피스텔",0,"보증부 월세",440,25000,0,18,"있음",2188.9143,"2분위","3분위","200~300만원 미만",1836242,1361612,138215,0,45218,335745,15370,57467,121887,78497,63293,0,421637,71852,284395,"도시"
"근로자외 가구",2,2,"해당","아님","아님","아님","1세대","없음","여자",74,"중학교","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",1,"무상주택",868,0,0,84,"없음",1224.0061,"2분위","4분위","300~400만원 미만",2718738,2162373,393033,2650,271850,916123,25608,576168,178000,48444,14867,0,83600,92854,476970,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",79,"중학교","졸업","비취업","기타,무직","기타,무직","아 파 트",2,"자기집",500,0,170000,51,"있음",1271.8268,"1분위","1분위","100~200만원 미만",1211840,981209,367850,10417,45000,138210,2320,320117,67667,30166,15293,0,36650,26317,337050,"도시"
"근로자외 가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","여자",67,"초등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"영구임대",245,20000,0,39,"없음",1038.3489,"3분위","6분위","400~500만원 미만",847500,815465,300200,6727,0,287487,3800,50400,35267,18183,14030,0,9000,86081,90920,"도시"
"근로자외 가구",2,0,"아님","아님","아님","해당","2세대","없음","여자",63,"초등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"보증부 월세",376,5000,0,59,"없음",687.8544,"1분위","1분위","100만원 미만",2004976,1832303,422235,4300,81496,635682,0,100580,182070,41773,122715,0,190283,40376,0,"도시"
"근로자가구",4,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",39,"대학교(3년제 이하)","졸업","취업","건설업","관리자","아 파 트",1,"전세",700,168000,0,65,"없음",734.5961,"4분위","8분위","600~700만원 미만",4562871,2214745,534062,22965,358175,207635,175763,89683,156802,107135,106885,70000,314925,401193,1668993,"도시"
"근로자가구",4,1,"아님","아님","아님","해당","2세대","없음","여자",54,"고등학교","졸업","취업","교육 서비스업","단순노무 종사자","단독주택(다가구주택 포함)",1,"자기집",388,0,550000,99,"있음",801.8717,"3분위","6분위","400~500만원 미만",3906777,2897271,509481,700,34900,207645,260463,1178300,207833,120523,12300,475927,707922,138976,395412,"도시"
"근로자외 가구",5,0,"아님","아님","아님","해당","2세대","있음(동거)","남자",43,"대학교(4년제 이상)","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"전세",2700,441000,0,130,"있음",3056.9732,"1분위","1분위","100만원 미만",1507891,1032894,364155,5000,37318,114257,14317,147800,52067,83492,360407,0,105167,111903,189072,"도시"
"근로자가구",2,2,"해당","아님","해당","아님","1세대","있음(동거)","남자",80,"고등학교","졸업","취업","협회 및 단체, 수리  및 기타 개인 서비스업","단순노무 종사자","다세대주택",0,"자기집",450,0,90000,60,"있음",1752.979,"1분위","2분위","100~200만원 미만",2248884,2160616,725910,0,900,80368,73833,762612,104058,86569,83801,98027,108450,83695,236043,"도시"
"근로자외 가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",37,"대학교(4년제 이상)","졸업","취업","숙박 및 음식점업","서비스 종사자","다세대주택",0,"보증부 월세",680,20000,0,63,"없음",1562.4318,"1분위","2분위","100~200만원 미만",1639366,1589429,80730,104670,31187,484690,109118,21178,75767,38363,48106,0,173810,10000,48834,"도시"
"근로자가구",2,1,"해당","아님","아님","아님","1세대","있음(동거)","남자",68,"고등학교","졸업","취업","부동산업","단순노무 종사자","아 파 트",1,"자기집",980,0,5e+05,85,"있음",819.1634,"3분위","6분위","400~500만원 미만",2796271,2172000,768360,6078,38750,172752,64278,382400,157496,82854,53128,31500,125167,305488,1096194,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",21,"고등학교","졸업","취업","정보통신업","전문가 및 관련 종사자","단독주택(다가구주택 포함)",0,"전세",500,80000,0,150,"없음",1381.4515,"4분위","7분위","400~500만원 미만",3221152,2130581,78940,133815,180900,89958,187614,66927,91260,65157,680222,0,715400,49924,954769,"도시"
"근로자가구",3,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",52,"대학교(4년제 이상)","졸업","취업","제조업","사무 종사자","아 파 트",2,"자기집",800,0,280000,108.2,"있음",1155.6348,"5분위","9분위","700만원 이상",6216922,4610816,842608,27307,322050,280233,287905,148924,260156,179454,110264,585000,787121,301207,2196365,"도시"
"근로자외 가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",53,"고등학교","졸업","취업","운수 및 창고업","장치,기계조작 및 조립 종사자","아 파 트",1,"전세",1931,5e+05,0,99,"없음",3219.046,"5분위","9분위","700만원 이상",5625957,4469137,770812,0,197550,137298,282508,272397,914489,220812,21760,675000,575512,426240,1128626,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",40,"고등학교","졸업","취업","사업시설관리 및 사업지원 및 임대 서비스업","서비스 종사자","단독주택(다가구주택 포함)",1,"자기집",210,0,150000,65,"있음",1417.4121,"3분위","5분위","300~400만원 미만",3243856,2710797,442250,90540,377724,148447,57738,212567,259840,94890,87557,0,994950,198020,761523,"도시"
"근로자외 가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",61,"고등학교","졸업","취업","부동산업","전문가 및 관련 종사자","아 파 트",1,"자기집",400,0,2e+05,59,"있음",848.475,"2분위","4분위","200~300만원 미만",1095645,902453,145368,10383,48833,99926,49350,194842,108380,57642,31363,0,53750,41814,190657,"도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","여자",29,"대학교(4년제 이상)","졸업","취업","제조업","사무 종사자","단독주택(다가구주택 포함)",1,"영구임대",400,10000,0,50,"없음",1333.0706,"3분위","6분위","400~500만원 미만",4755678,3751705,299523,0,36200,545853,45740,17433,304048,112937,208950,0,498150,432701,1065824,"도시"
"근로자외 가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",41,"대학교(4년제 이상)","졸업","취업","금융 및 보험업","판매 종사자","아 파 트",1,"자기집",1000,0,4e+05,102,"있음",1174.353,"4분위","7분위","500~600만원 미만",3642816,2111184,250533,51100,38983,195727,125700,44592,109565,221378,127133,168333,339112,196305,762553,"비도시"
"근로자외 가구",2,0,"아님","아님","아님","해당","2세대","없음","남자",38,"고등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"보증부 월세",400,26128,0,65,"없음",3870.7604,"4분위","7분위","500~600만원 미만",3224167,2483596,649343,86597,29353,444163,70700,8650,209400,190192,175907,0,413780,33258,853048,"도시"
"근로자가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",51,"대학교(4년제 이상)","졸업","취업","전문, 과학 및 기술 서비스업","사무 종사자","아 파 트",1,"보증부 월세",420,3000,0,40,"없음",1625.4668,"4분위","7분위","500~600만원 미만",5384412,4746689,669146,23280,390240,385426,27075,259055,233597,192450,963783,790853,357240,363020,754288,"도시"
