"가구구분코드","가구원수","취업인원수","노인가구여부","모자가구여부","맞벌이가구여부","일반가구여부","세대구분코드","배우자코드","가구주_성별코드","가구주_연령","가구주_학력코드","가구주_수학구분코드","가구주_취업여부","가구주_10차산업분류코드","가구주_7차직업분류코드","거처구분코드","자동차보유대수","입주형태코드","월세평가금액","전세보증금","월세사글세","주거용전용면적","주택소유유무","가중값","전국전체가구_1인이상소득5분위코드","전국전체가구_1인이상소득10분위코드","소득구간코드","가계지출금액","가계지출_소비지출금액","가계지출_소비지출_식료품비주류음료구입비","가계지출_소비지출_주류담배구입비","가계지출_소비지출_의류신발구입비","가계지출_소비지출_주거수도광열비","가계지출_소비지출_가정용품가사서비스이용금액","가계지출_소비지출_보건제품구입비","가계지출_소비지출_교통비","가계지출_소비지출_통신비","가계지출_소비지출_오락문화비","가계지출_소비지출_교육비","가계지출_소비지출_음식숙박비","가계지출_소비지출_기타상품서비스이용금액","가계지출_비소비지출금액","도시읍면부구분코드"
"근로자외 가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",64,"대학교(3년제 이하)","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",1,"보증금 없는 월세",83,0,0,50,"있음",526.5596,"3분위","6분위","400~500만원 미만",9831237,8995661,144230,0,1000,4764270,3246367,11333,199267,137213,20417,0,289667,181897,835576,"비도시"
"근로자외 가구",2,1,"아님","아님","아님","해당","2세대","없음","남자",54,"대학교(4년제 이상)","졸업","취업","제조업","기능원 및 관련기능 종사자","아 파 트",1,"자기집",1300,0,260000,85,"있음",1016.4463,"4분위","7분위","500~600만원 미만",3442233,2097112,611311,3397,206083,240553,67227,236182,128900,139733,105208,0,116167,242352,1345121,"도시"
"근로자외 가구",2,1,"아님","아님","아님","해당","2세대","있음(비동거)","여자",63,"고등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"자기집",2940,0,490000,119,"있음",1004.521,"2분위","4분위","200~300만원 미만",2973307,2421727,1013478,13235,49550,241428,23453,135175,212835,70681,67450,0,262050,332394,551580,"비도시"
"근로자가구",5,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",39,"대학교(4년제 이상)","졸업","취업","전문, 과학 및 기술 서비스업","사무 종사자","아 파 트",1,"자기집",1120,0,5e+05,101.9,"있음",2903.7961,"3분위","6분위","400~500만원 미만",3378626,2683414,345054,8110,55247,251270,23185,212990,160250,237235,328203,510000,390533,161337,695212,"도시"
"근로자외 가구",3,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",52,"대학교(4년제 이상)","졸업","취업","교육 서비스업","관리자","아 파 트",0,"자기집",3000,0,6e+05,60,"있음",4567.9558,"3분위","5분위","300~400만원 미만",3166497,2110313,372433,0,49722,196193,97323,108347,219000,274295,64577,275000,339112,114312,1056183,"도시"
"근로자외 가구",1,0,"아님","아님","아님","해당","1세대","있음(비동거)","여자",51,"대학교(3년제 이하)","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",1,"보증부 월세",460,5000,0,41,"없음",1034.8556,"3분위","5분위","300~400만원 미만",2612162,2480152,574470,26133,244850,565410,126678,120618,269250,91320,114548,0,67775,279103,132010,"도시"
"근로자외 가구",2,1,"해당","아님","아님","아님","1세대","있음(동거)","여자",80,"무학","무학(또는 해당없음)","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",0,"자기집",80,0,28000,85,"있음",1135.8135,"1분위","1분위","100만원 미만",842672,809339,272975,0,9167,174047,17067,178550,70217,22750,13500,0,25833,25233,33333,"비도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","여자",67,"고등학교","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",1,"전세",300,50000,0,73,"없음",873.6462,"1분위","1분위","100만원 미만",920984,875588,213882,24483,26633,41065,3700,331568,61667,54600,18953,0,39767,59269,45397,"도시"
"근로자가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",46,"중학교","졸업","취업","농업, 임업 및 어업","장치,기계조작 및 조립 종사자","다세대주택",1,"보증부 월세",640,2000,0,78,"없음",381.0493,"3분위","5분위","300~400만원 미만",6467605,6198240,370040,34440,80780,751120,17058,99818,3962800,160583,54515,40000,446275,180813,269365,"도시"
"근로자가구",4,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",48,"고등학교","졸업","취업","제조업","판매 종사자","아 파 트",1,"자기집",800,0,270000,102,"있음",1750.5972,"4분위","7분위","500~600만원 미만",6552810,5189672,761316,43398,452138,313124,144612,211324,134834,218847,335440,1411200,952420,211019,1363138,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","남자",54,"대학교(4년제 이상)","중퇴","취업","건설업","기능원 및 관련기능 종사자","아 파 트",0,"보증부 월세",165,20000,0,40,"없음",289.6559,"2분위","3분위","200~300만원 미만",2757514,2121274,520970,0,199000,271806,155010,56900,114990,88388,293700,0,326430,94080,636240,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",47,"대학교(4년제 이상)","졸업","취업","예술, 스포츠 및 여가관련 서비스업","전문가 및 관련 종사자","아 파 트",0,"영구임대",360,30000,0,79,"없음",5818.7203,"2분위","4분위","300~400만원 미만",2666557,1452622,188606,0,72574,225910,40611,294308,70158,33000,115940,0,281657,129858,1213935,"도시"
"근로자외 가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",44,"대학교(4년제 이상)","졸업","취업","도매 및 소매업","판매 종사자","아 파 트",1,"전세",1100,210000,0,85,"없음",233.9607,"3분위","6분위","400~500만원 미만",3567427,3019935,671510,57850,0,297390,34000,29000,210674,292730,183550,470000,559100,214131,547492,"도시"
"근로자가구",1,1,"해당","아님","아님","아님","1세대","없음","여자",72,"초등학교","졸업","취업","협회 및 단체, 수리  및 기타 개인 서비스업","단순노무 종사자","아 파 트",0,"자기집",350,0,130000,69.7,"있음",1047.0648,"1분위","1분위","100~200만원 미만",963502,941730,304703,0,20167,128478,12267,308517,25283,18015,18318,0,87967,18016,21772,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",40,"고등학교","졸업","취업","숙박 및 음식점업","서비스 종사자","단독주택(다가구주택 포함)",1,"보증부 월세",203,6400,0,45,"없음",321.7967,"3분위","5분위","300~400만원 미만",2938798,2588908,246460,0,34440,299520,17640,335070,313490,88140,268830,57000,540180,388138,349890,"도시"
"근로자외 가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",45,"대학교(3년제 이하)","졸업","취업","도매 및 소매업","판매 종사자","아 파 트",1,"영구임대",173,19633,0,36,"없음",2086.9646,"3분위","5분위","300~400만원 미만",2243632,1752838,328600,21348,231984,178612,117122,32348,90813,30968,107818,66667,256038,290520,490795,"도시"
"근로자가구",3,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",52,"대학교(4년제 이상)","졸업","취업","도매 및 소매업","사무 종사자","아 파 트",1,"자기집",800,0,360000,155,"있음",627.8289,"5분위","10분위","700만원 이상",8358183,6224413,872685,14250,961401,495699,302790,933800,323400,161398,346862,572500,745675,493954,2133770,"도시"
"근로자외 가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",36,"대학교(4년제 이상)","졸업","취업","전문, 과학 및 기술 서비스업","전문가 및 관련 종사자","아 파 트",1,"보증부 월세",397,4000,0,50,"없음",536.2423,"3분위","6분위","400~500만원 미만",6493158,5558031,442023,116253,193880,773467,1770140,314357,395633,85622,556355,0,574863,335437,935127,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",61,"고등학교","졸업","취업","건설업","단순노무 종사자","아 파 트",0,"보증부 월세",300,20000,0,38.64,"없음",1299.303,"2분위","3분위","200~300만원 미만",2114320,1849320,102300,163275,13365,351646,12662,588065,71400,294031,25139,0,137667,89770,265000,"도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",35,"대학교(4년제 이상)","졸업","취업","도매 및 소매업","사무 종사자","아 파 트",1,"전세",780,260000,0,49,"없음",2451.5073,"4분위","8분위","600~700만원 미만",2674199,1649382,231797,54820,202749,184000,17395,70074,143250,77998,32250,0,494318,140733,1024818,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",60,"중학교","졸업","취업","전문, 과학 및 기술 서비스업","사무 종사자","아 파 트",1,"영구임대",420,46853,0,51,"없음",3389.8144,"3분위","5분위","300~400만원 미만",2611078,2183717,144553,0,54840,381811,399138,150255,302928,93188,448331,0,97510,111162,427362,"비도시"
"근로자외 가구",4,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",47,"대학교(4년제 이상)","중퇴","취업","도매 및 소매업","판매 종사자","아 파 트",1,"자기집",1200,0,650000,133,"있음",569.9593,"4분위","7분위","500~600만원 미만",2109054,1570213,361570,9105,35300,256870,10645,11940,148500,101565,63685,420000,63640,87393,538841,"도시"
"근로자외 가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",68,"고등학교","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",1,"자기집",400,0,130000,59,"있음",369.1294,"2분위","3분위","200~300만원 미만",1583075,1365240,383973,135043,49670,320050,69675,26450,93750,32891,37748,0,139000,76991,217835,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",69,"대학교(3년제 이하)","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"자기집",990,0,330000,84,"있음",1331.0443,"2분위","3분위","200~300만원 미만",1594232,1315922,284227,17505,112567,177437,102288,81533,8333,47285,282600,0,89583,112564,278310,"도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","여자",75,"초등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"자기집",800,0,250000,59,"있음",387.5682,"2분위","3분위","200~300만원 미만",1301336,1122336,378350,5267,194547,215604,31650,149167,28367,16560,15867,0,54167,32792,179000,"도시"
"근로자외 가구",2,1,"아님","아님","아님","해당","2세대","없음","남자",64,"중학교","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",0,"보증부 월세",350,4500,0,62,"없음",124.6616,"2분위","3분위","200~300만원 미만",2051295,1834405,341160,90000,171800,309000,15600,171940,79150,75440,39540,0,398500,142275,216890,"도시"
"근로자외 가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",44,"대학교(4년제 이상)","졸업","취업","도매 및 소매업","판매 종사자","아 파 트",1,"자기집",450,0,120000,59,"있음",613.7055,"3분위","5분위","300~400만원 미만",2391545,1816770,261173,5750,0,184311,41390,79850,91404,220970,24500,420000,182250,305173,574775,"비도시"
"근로자가구",3,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",41,"대학교(4년제 이상)","졸업","취업","건설업","사무 종사자","아 파 트",1,"자기집",2000,0,1100000,85,"있음",3372.1555,"4분위","8분위","600~700만원 미만",4308572,3148952,530670,43800,156988,279456,59210,53796,157664,148600,359380,604000,600980,154408,1159620,"도시"
"근로자가구",3,1,"아님","아님","아님","해당","2세대","있음(동거)","여자",34,"대학교(4년제 이상)","졸업","취업","금융 및 보험업","사무 종사자","아 파 트",2,"자기집",600,0,140000,84.74,"있음",1134.8947,"3분위","6분위","400~500만원 미만",3892342,3247442,495508,8533,159443,400523,267795,702825,416987,134065,135940,0,301875,223950,644900,"도시"
"근로자가구",1,1,"해당","아님","아님","아님","1세대","없음","남자",73,"초등학교","졸업","취업","도매 및 소매업","단순노무 종사자","아 파 트",0,"보증부 월세",300,3000,0,39,"없음",323.3651,"1분위","2분위","100~200만원 미만",1074628,874628,83440,7850,0,426311,5040,14450,1e+05,35000,11300,0,143000,48237,2e+05,"비도시"
"근로자외 가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",46,"고등학교","졸업","취업","도매 및 소매업","단순노무 종사자","단독주택(다가구주택 포함)",1,"보증부 월세",170,500,0,23,"없음",2307.0915,"1분위","1분위","100만원 미만",1078514,1013528,72833,12800,0,208343,1433,28922,241617,382992,2500,0,34267,27821,64986,"도시"
"근로자가구",4,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",47,"대학교(4년제 이상)","졸업","취업","제조업","판매 종사자","아 파 트",2,"자기집",1100,0,350000,84,"있음",2241.6131,"4분위","7분위","500~600만원 미만",5720169,4530792,835303,121693,34393,320550,114097,1606557,186437,103220,178930,181333,555567,292712,1189377,"도시"
"근로자외 가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",64,"초등학교","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",0,"자기집",155,0,30100,100,"있음",510.3089,"1분위","2분위","100~200만원 미만",1921179,1611179,431790,12025,233500,32000,142900,328980,104900,35403,43500,0,49000,197181,310000,"비도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","남자",68,"고등학교","중퇴","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",1,"보증부 월세",135,30000,0,66,"없음",620.4248,"1분위","2분위","100~200만원 미만",1266610,1241610,41500,225500,0,147195,33550,49665,188000,51000,2500,0,469000,33700,25000,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",21,"대학교(4년제 이상)","재학","취업","도매 및 소매업","판매 종사자","다세대주택",0,"보증부 월세",400,2000,0,25,"없음",816.3649,"1분위","1분위","100만원 미만",1004502,1002835,60140,3700,23387,351573,9923,16583,74897,30135,99093,4000,264083,65320,1667,"도시"
"근로자외 가구",2,1,"아님","아님","아님","해당","2세대","없음","남자",34,"고등학교","졸업","취업","도매 및 소매업","기능원 및 관련기능 종사자","단독주택(다가구주택 포함)",1,"자기집",580,0,190000,89,"있음",1027.6031,"4분위","8분위","700만원 이상",2868735,2435327,368838,900,30505,114878,16965,281267,169078,112594,195500,0,332650,812152,433408,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",24,"대학교(4년제 이상)","재학","취업","숙박 및 음식점업","서비스 종사자","단독주택(다가구주택 포함)",0,"보증부 월세",300,1000,0,26,"없음",1811.8594,"1분위","2분위","100~200만원 미만",1135783,1135783,111485,11067,67723,72855,1703,32183,149570,18000,149392,0,448400,73405,0,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",68,"고등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"자기집",800,0,340000,101,"있음",1603.8956,"1분위","1분위","100만원 미만",1327683,1075224,458984,9105,5833,144617,6680,24883,133737,35333,16733,0,108467,130852,252458,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",28,"대학교(4년제 이상)","졸업","취업","운수 및 창고업","전문가 및 관련 종사자","단독주택(다가구주택 포함)",1,"무상주택",400,0,0,34,"없음",1427.6764,"2분위","4분위","300~400만원 미만",2855861,2272454,214396,47675,96201,436642,41394,64845,284627,47071,119384,0,518131,402089,583407,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",74,"고등학교","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",0,"자기집",430,0,2500000,33,"있음",2919.7102,"2분위","3분위","200~300만원 미만",2169674,1461792,236900,476,19200,123072,91560,620268,16576,91514,6484,0,126060,129682,707882,"도시"
"근로자가구",3,3,"아님","아님","해당","아님","2세대","있음(동거)","여자",59,"고등학교","졸업","취업","보건업 및 사회복지사업","서비스 종사자","아 파 트",3,"자기집",800,0,350000,127,"있음",286.2313,"5분위","10분위","700만원 이상",5499594,4827304,428880,95150,0,456820,93950,61500,2266270,131052,211400,0,919700,162582,672290,"도시"
"근로자외 가구",1,0,"아님","아님","아님","해당","1세대","없음","여자",49,"고등학교","졸업","비취업","기타,무직","기타,무직","다세대주택",0,"전세",360,80000,0,41,"없음",764.4745,"1분위","1분위","100만원 미만",755630,693990,195910,11920,17900,38630,0,15500,30000,42900,6900,0,164100,170230,61640,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",46,"고등학교","졸업","취업","숙박 및 음식점업","서비스 종사자","다세대주택",0,"보증부 월세",460,3000,0,47,"없음",323.5988,"2분위","3분위","200~300만원 미만",2048977,1894559,256230,220500,253550,532590,51610,46400,133900,41247,42650,0,203000,112882,154418,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",25,"고등학교","졸업","취업","숙박 및 음식점업","서비스 종사자","단독주택(다가구주택 포함)",0,"보증부 월세",325,5000,0,45,"없음",519.4595,"2분위","3분위","200~300만원 미만",1067588,1039048,132630,48000,3000,439610,3000,0,47700,41250,44737,0,188500,90621,28540,"도시"
"근로자가구",1,1,"해당","아님","아님","아님","1세대","없음","여자",68,"초등학교","졸업","취업","숙박 및 음식점업","서비스 종사자","다세대주택",0,"자기집",750,0,150000,83,"있음",3473.6662,"3분위","5분위","300~400만원 미만",1794122,1086439,189136,122825,13317,61120,142860,180017,64877,20233,9898,0,142683,139474,707683,"도시"
"근로자가구",3,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",34,"대학교(4년제 이상)","졸업","취업","제조업","장치,기계조작 및 조립 종사자","아 파 트",2,"자기집",600,0,4e+05,115,"있음",1340.1193,"5분위","9분위","700만원 이상",5786648,3861244,709149,74360,473580,247619,213700,189863,174900,166481,406732,0,813190,391672,1925403,"도시"
"근로자외 가구",1,1,"해당","아님","아님","아님","1세대","없음","여자",73,"초등학교","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",0,"자기집",150,0,60000,83,"있음",1301.0201,"1분위","1분위","100만원 미만",1011616,858616,378566,0,23167,17293,19222,225417,30367,0,44167,0,84333,36085,153000,"비도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",76,"중학교","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"자기집",270,0,65000,78,"있음",1272.221,"2분위","4분위","200~300만원 미만",2857264,2380294,324388,22775,48000,130775,866022,779535,53167,833,70450,0,55817,28532,476970,"도시"
"근로자외 가구",3,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",38,"대학교(4년제 이상)","졸업","취업","도매 및 소매업","판매 종사자","아 파 트",1,"자기집",700,0,380000,60,"있음",2857.7899,"5분위","9분위","700만원 이상",9904141,8697466,390816,6095,556781,511720,4537359,131446,425285,180093,607243,651167,464552,234911,1206675,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",80,"고등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"자기집",875,0,320000,85,"있음",3780.5045,"1분위","2분위","100~200만원 미만",2202652,2046925,563357,10853,68550,310222,92928,371418,168157,61090,57683,26500,211967,104200,155727,"도시"
"근로자외 가구",3,0,"해당","아님","아님","아님","2세대","있음(동거)","남자",70,"고등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"자기집",1800,0,3e+05,125,"있음",2283.5287,"3분위","6분위","400~500만원 미만",4579398,3752838,549118,45255,3600,248335,32945,1926516,162383,172843,83748,58333,257170,212591,826560,"비도시"
"근로자외 가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",47,"대학교(4년제 이상)","졸업","취업","교육 서비스업","전문가 및 관련 종사자","아 파 트",2,"자기집",650,0,140000,59,"있음",1611.3389,"5분위","9분위","700만원 이상",5268811,3036033,493537,46107,31030,227385,155863,28762,343338,80469,142121,986667,295350,205404,2232778,"도시"
"근로자외 가구",3,3,"아님","아님","해당","아님","2세대","있음(동거)","남자",56,"고등학교","졸업","취업","건설업","기능원 및 관련기능 종사자","단독주택(다가구주택 포함)",1,"자기집",500,0,3e+05,98,"있음",1890.0213,"3분위","6분위","400~500만원 미만",3047203,2217981,464718,20750,135233,77568,57623,163083,311777,83687,30050,0,372733,500758,829222,"비도시"
"근로자가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",41,"대학교(4년제 이상)","졸업","취업","제조업","사무 종사자","아 파 트",1,"자기집",780,0,3e+05,59,"있음",2727.8462,"4분위","8분위","600~700만원 미만",3760822,2339602,136428,367,133210,159565,15400,491013,158033,31910,196712,182500,657292,177172,1421220,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",32,"대학교(3년제 이하)","졸업","취업","제조업","장치,기계조작 및 조립 종사자","단독주택(다가구주택 포함)",1,"전세",350,30000,0,38,"있음",1949.5537,"3분위","5분위","400~500만원 미만",3308780,2525284,252144,90725,264473,84347,109548,135880,470569,95856,246793,0,520342,254607,783496,"도시"
"근로자가구",1,1,"해당","아님","아님","아님","1세대","없음","여자",78,"초등학교","중퇴","취업","보건업 및 사회복지사업","서비스 종사자","단독주택(다가구주택 포함)",0,"자기집",875,0,170000,78,"있음",873.8673,"1분위","2분위","100~200만원 미만",806918,719525,527290,1320,50167,62868,6580,24083,8750,0,2500,0,28833,7133,87393,"도시"
"근로자가구",1,1,"해당","아님","아님","아님","1세대","없음","남자",66,"고등학교","졸업","취업","제조업","단순노무 종사자","단독주택(다가구주택 포함)",0,"보증부 월세",310,5000,0,34,"없음",979.3726,"2분위","4분위","200~300만원 미만",1497041,1073351,97615,2000,0,374990,26850,95200,50000,66354,42535,0,239900,77907,423690,"도시"
