"가구구분코드","가구원수","취업인원수","노인가구여부","모자가구여부","맞벌이가구여부","일반가구여부","세대구분코드","배우자코드","가구주_성별코드","가구주_연령","가구주_학력코드","가구주_수학구분코드","가구주_취업여부","가구주_10차산업분류코드","가구주_7차직업분류코드","거처구분코드","자동차보유대수","입주형태코드","월세평가금액","전세보증금","월세사글세","주거용전용면적","주택소유유무","가중값","전국전체가구_1인이상소득5분위코드","전국전체가구_1인이상소득10분위코드","소득구간코드","가계지출금액","가계지출_소비지출금액","가계지출_소비지출_식료품비주류음료구입비","가계지출_소비지출_주류담배구입비","가계지출_소비지출_의류신발구입비","가계지출_소비지출_주거수도광열비","가계지출_소비지출_가정용품가사서비스이용금액","가계지출_소비지출_보건제품구입비","가계지출_소비지출_교통비","가계지출_소비지출_통신비","가계지출_소비지출_오락문화비","가계지출_소비지출_교육비","가계지출_소비지출_음식숙박비","가계지출_소비지출_기타상품서비스이용금액","가계지출_비소비지출금액","도시읍면부구분코드"
"근로자가구",4,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",46,"대학교(4년제 이상)","졸업","취업","공공행정, 국방 및 사회보장 행정","서비스 종사자","연립주택",1,"전세",1032,240000,0,79,"없음",3671.9471,"5분위","9분위","700만원 이상",6896953,3972603,598686,152975,183739,134940,382224,341927,253137,103055,187066,1113917,404292,116647,2924349,"도시"
"근로자가구",2,2,"아님","아님","아님","해당","2세대","없음","남자",45,"고등학교","졸업","취업","예술, 스포츠 및 여가관련 서비스업","장치,기계조작 및 조립 종사자","다세대주택",1,"전세",690,150000,0,49,"없음",483.1778,"4분위","7분위","500~600만원 미만",2515349,1502793,108435,15750,80656,48440,79925,233120,116260,75315,72470,0,550060,122362,1012556,"도시"
"근로자외 가구",2,1,"아님","아님","아님","해당","2세대","없음","여자",57,"고등학교","졸업","취업","도매 및 소매업","판매 종사자","단독주택(다가구주택 포함)",1,"보증부 월세",350,10000,0,33,"없음",3429.0396,"4분위","7분위","400~500만원 미만",4977941,4947108,178587,0,747608,412695,64118,201175,787347,108617,740377,563500,423633,719453,30833,"도시"
"근로자외 가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",58,"대학원(석사)","졸업","취업","공공행정, 국방 및 사회보장 행정","전문가 및 관련 종사자","아 파 트",1,"자기집",2750,0,945000,85,"있음",2271.2355,"5분위","10분위","700만원 이상",3779425,2187618,487165,2600,19950,204250,103743,186690,372805,83110,67483,0,524793,135028,1591807,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",77,"대학교(4년제 이상)","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"자기집",3000,0,995000,85,"있음",2585.8738,"3분위","5분위","300~400만원 미만",4216880,3003143,509446,0,91833,199160,64285,1428966,178692,111126,27197,0,231825,160614,1213737,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",37,"대학교(4년제 이상)","졸업","취업","금융 및 보험업","사무 종사자","아 파 트",1,"자기집",3000,0,995000,85,"있음",3337.781,"3분위","6분위","400~500만원 미만",4350792,2597778,128642,30760,266380,192490,5058,22000,284880,51300,58300,174600,1174400,208968,1753014,"도시"
"근로자외 가구",3,1,"아님","아님","아님","해당","2세대","있음(동거)","여자",42,"대학교(4년제 이상)","졸업","취업","협회 및 단체, 수리  및 기타 개인 서비스업","서비스 종사자","아 파 트",1,"자기집",3000,0,1028000,85,"있음",2133.9566,"4분위","8분위","700만원 이상",6964565,5004815,554142,85370,552860,281775,63706,361331,382460,108065,227036,928324,881665,578081,1959750,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","남자",54,"대학교(4년제 이상)","졸업","취업","제조업","장치,기계조작 및 조립 종사자","아 파 트",1,"전세",3000,610000,0,85,"없음",1014.7094,"5분위","9분위","700만원 이상",6898039,5517506,567943,0,153960,226760,187943,3403740,99917,133310,233533,0,179300,331100,1380533,"도시"
"근로자가구",4,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",41,"대학원(석사)","졸업","취업","제조업","전문가 및 관련 종사자","아 파 트",1,"전세",3000,6e+05,0,85,"없음",2262.1559,"4분위","8분위","600~700만원 미만",4264537,2694757,556098,0,228725,209475,30725,9125,179875,98079,28000,670000,492173,192482,1569780,"도시"
"근로자외 가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","여자",62,"고등학교","졸업","취업","도매 및 소매업","판매 종사자","다세대주택",1,"자기집",360,0,150000,41,"있음",542.4307,"3분위","5분위","300~400만원 미만",1376483,1138583,414700,0,0,164400,20000,102500,50000,76591,19500,0,133500,157392,237900,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",35,"고등학교","졸업","취업","사업시설관리 및 사업지원 및 임대 서비스업","사무 종사자","다세대주택",0,"전세",624,130000,0,44,"없음",5791.7473,"3분위","5분위","300~400만원 미만",2311548,1542633,215184,63137,57367,113105,184158,124447,74362,70440,187277,0,270267,182891,768915,"도시"
"근로자외 가구",1,0,"아님","아님","아님","해당","1세대","없음","여자",61,"대학교(3년제 이하)","졸업","비취업","기타,무직","기타,무직","다세대주택",1,"자기집",724,0,210000,44,"있음",3798.7706,"1분위","2분위","100~200만원 미만",899938,742751,319128,0,14232,56447,5490,917,76785,48162,61833,0,108233,51524,157187,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",27,"대학교(4년제 이상)","졸업","취업","전문, 과학 및 기술 서비스업","사무 종사자","다세대주택",1,"전세",750,155000,0,44,"없음",3164.763,"2분위","4분위","200~300만원 미만",1995400,1522987,150913,16500,322470,66380,19297,967,269260,42678,202000,26333,285233,120955,472413,"도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","여자",26,"대학교(4년제 이상)","졸업","취업","정보통신업","전문가 및 관련 종사자","다세대주택",1,"보증부 월세",750,10000,0,44,"없음",3796.3088,"3분위","6분위","400~500만원 미만",6982522,6341498,151250,186765,182200,724380,34078,87042,3576838,96825,195418,0,892513,214189,641024,"도시"
"근로자가구",1,1,"해당","아님","아님","아님","1세대","없음","여자",70,"고등학교","졸업","취업","사업시설관리 및 사업지원 및 임대 서비스업","단순노무 종사자","다세대주택",0,"자기집",724,0,210000,44,"있음",3368.332,"2분위","4분위","200~300만원 미만",1433088,1080513,382075,0,86775,64613,67180,50650,12017,39630,96220,0,211717,69636,352575,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","여자",64,"대학교(4년제 이상)","졸업","취업","도매 및 소매업","판매 종사자","단독주택(다가구주택 포함)",0,"보증금 없는 월세",350,0,0,50,"없음",4727.6796,"2분위","3분위","200~300만원 미만",1766536,1619568,335960,47220,103217,425445,46233,177972,145372,107656,22393,0,99517,108583,146968,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","있음(비동거)","여자",56,"고등학교","중퇴","취업","숙박 및 음식점업","서비스 종사자","단독주택(다가구주택 포함)",0,"보증부 월세",422,70000,0,40,"없음",3621.271,"3분위","5분위","300~400만원 미만",2277265,1908544,171503,0,51677,147153,26808,914237,53718,64600,11117,0,376933,90797,368722,"도시"
"근로자외 가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",72,"대학교(4년제 이상)","졸업","취업","건설업","기능원 및 관련기능 종사자","단독주택(다가구주택 포함)",0,"자기집",764,0,550000,112,"있음",1198.0252,"3분위","5분위","300~400만원 미만",4059518,2474708,885093,0,56170,727690,8000,211710,0,54035,40280,17500,398600,75630,1584810,"도시"
"근로자외 가구",2,0,"아님","아님","아님","해당","1세대","있음(동거)","남자",63,"고등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"자기집",2500,0,7e+05,109,"있음",3504.0717,"3분위","6분위","400~500만원 미만",3574423,2150506,259907,1833,92290,290533,63975,271063,352872,72765,79649,0,230623,434995,1423917,"도시"
"근로자가구",3,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",65,"고등학교","졸업","취업","제조업","장치,기계조작 및 조립 종사자","아 파 트",0,"자기집",1940,0,540000,79,"있음",5178.3441,"3분위","6분위","400~500만원 미만",2461087,1988249,464494,17575,61308,191085,78665,434027,184508,65586,55540,0,204272,231189,472838,"도시"
"근로자외 가구",1,0,"아님","아님","아님","해당","1세대","없음","남자",51,"고등학교","중퇴","비취업","기타,무직","기타,무직","다세대주택",0,"무상주택",600,0,0,30,"없음",2461.2657,"1분위","1분위","100~200만원 미만",1163014,1163014,128020,2500,5500,637400,12250,68125,92275,45296,16124,0,140525,15000,0,"도시"
"근로자외 가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",30,"고등학교","졸업","취업","도매 및 소매업","판매 종사자","다세대주택",0,"전세",600,110000,0,30,"없음",2740.1346,"1분위","2분위","100~200만원 미만",936007,781007,96763,16875,10500,106355,18075,47250,53538,72817,62736,0,269499,26600,155000,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","여자",74,"고등학교","졸업","비취업","기타,무직","기타,무직","다세대주택",0,"전세",900,250000,0,66,"있음",2146.947,"2분위","4분위","300~400만원 미만",2090526,1298192,501500,0,63167,274767,1000,25667,33933,71098,17790,0,215000,94271,792333,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",38,"대학원(석사)","졸업","취업","정보통신업","전문가 및 관련 종사자","다세대주택",0,"보증부 월세",1550,10000,0,71,"없음",1988.6477,"4분위","7분위","500~600만원 미만",4331480,3821370,470783,1500,35333,1715250,132913,137387,129230,104777,197559,0,800467,96170,510110,"도시"
"근로자외 가구",1,0,"아님","아님","아님","해당","1세대","없음","여자",60,"대학교(3년제 이하)","졸업","비취업","기타,무직","기타,무직","다세대주택",0,"전세",900,2e+05,0,69,"없음",2130.8437,"1분위","1분위","100만원 미만",1424382,1103322,328928,0,667,183607,15533,182533,42467,106749,21659,0,51767,169413,321060,"도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",33,"대학교(4년제 이상)","졸업","취업","도매 및 소매업","판매 종사자","다세대주택",0,"전세",521,173500,0,22,"없음",3124.221,"4분위","8분위","600~700만원 미만",2042074,1043377,194820,2476,34124,109978,63850,56584,128568,87918,17636,0,168600,178823,998697,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",39,"대학교(4년제 이상)","졸업","취업","전문, 과학 및 기술 서비스업","전문가 및 관련 종사자","다세대주택",0,"자기집",540,0,3e+05,46,"있음",4674.4246,"4분위","8분위","600~700만원 미만",4177149,2696042,332996,33938,208873,80365,201102,135305,200737,78880,565913,0,541347,316586,1481108,"도시"
"근로자가구",3,1,"아님","해당","아님","아님","2세대","없음","여자",44,"대학교(4년제 이상)","졸업","취업","금융 및 보험업","사무 종사자","다세대주택",0,"자기집",540,0,3e+05,46,"있음",3966.4391,"2분위","4분위","200~300만원 미만",2249911,1713724,89182,617,19133,118353,87281,181718,70245,95211,85121,571317,343153,52392,536188,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",80,"고등학교","졸업","비취업","기타,무직","기타,무직","다세대주택",0,"자기집",540,0,3e+05,46,"있음",3774.9446,"1분위","1분위","100만원 미만",1188448,899408,423662,4033,26482,73123,22192,34250,10558,36517,70175,0,181783,16633,289040,"도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",32,"대학교(4년제 이상)","졸업","취업","도매 및 소매업","사무 종사자","다세대주택",1,"전세",920,230000,0,29,"없음",600.3631,"5분위","9분위","700만원 이상",6811542,5261983,533039,172370,65710,101030,33730,24000,419460,133787,347380,0,1176353,2255124,1549559,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",35,"대학교(3년제 이하)","졸업","취업","보건업 및 사회복지사업","사무 종사자","다세대주택",0,"전세",920,230000,0,29,"없음",688.279,"3분위","5분위","300~400만원 미만",3107161,1672943,298210,287540,23300,64990,70640,4200,43190,153109,21200,0,602680,103884,1434218,"도시"
"근로자외 가구",3,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",36,"대학교(3년제 이하)","졸업","취업","도매 및 소매업","판매 종사자","다세대주택",0,"전세",920,192000,0,29,"없음",1143.8748,"3분위","5분위","300~400만원 미만",5586560,2370420,599850,0,32000,89650,159000,0,159000,192000,57200,0,903000,178720,3216140,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",26,"대학교(4년제 이상)","졸업","취업","정보통신업","사무 종사자","다세대주택",0,"전세",920,240000,0,29,"없음",688.279,"3분위","6분위","400~500만원 미만",4708546,3331281,74323,0,87206,86500,3600,68300,656370,64676,1186751,0,764193,339362,1377265,"도시"
"근로자가구",3,1,"아님","아님","아님","해당","2세대","없음","여자",45,"고등학교","졸업","취업","사업시설관리 및 사업지원 및 임대 서비스업","사무 종사자","단독주택(다가구주택 포함)",0,"전세",650,215000,0,50,"없음",4037.9135,"4분위","8분위","600~700만원 미만",4866572,3404232,535043,31435,197927,110612,163425,239120,270467,248438,246337,126667,410430,824334,1462340,"도시"
"근로자가구",3,2,"아님","아님","아님","해당","2세대","있음(동거)","남자",60,"중학교","졸업","취업","건설업","단순노무 종사자","단독주택(다가구주택 포함)",1,"보증부 월세",550,5000,0,30,"없음",6329.3063,"3분위","6분위","400~500만원 미만",3167800,2609644,489740,231300,80454,596068,36826,219030,220120,197411,145050,0,213060,180585,558156,"도시"
"근로자가구",1,1,"해당","아님","아님","아님","1세대","있음(비동거)","남자",78,"중학교","졸업","취업","도매 및 소매업","단순노무 종사자","단독주택(다가구주택 포함)",0,"무상주택",900,0,0,90,"없음",2238.4449,"2분위","4분위","200~300만원 미만",1314950,1241535,198325,12575,2500,956783,3548,13250,4050,15755,2500,0,21250,11000,73415,"도시"
"근로자가구",3,1,"아님","아님","아님","해당","2세대","없음","남자",42,"대학교(4년제 이상)","졸업","취업","도매 및 소매업","사무 종사자","단독주택(다가구주택 포함)",1,"보증부 월세",600,10000,0,66,"없음",3819.1164,"4분위","8분위","600~700만원 미만",3176682,2218442,249724,131637,3332,586878,14912,85367,151402,146808,4165,0,808617,35602,958240,"도시"
"근로자외 가구",1,0,"아님","아님","아님","해당","1세대","없음","남자",58,"고등학교","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",0,"보증부 월세",370,10000,0,33,"없음",4301.7767,"1분위","1분위","100만원 미만",748114,723114,70383,120430,2500,366275,3050,8450,33441,27568,3383,0,76567,11067,25000,"도시"
"근로자가구",3,3,"아님","아님","아님","해당","2세대","있음(비동거)","여자",55,"고등학교","졸업","취업","제조업","사무 종사자","단독주택(다가구주택 포함)",1,"보증부 월세",830,50000,0,59,"없음",4661.1069,"5분위","9분위","700만원 이상",3741393,2733804,387242,24518,140922,500045,110285,39688,316932,95538,158868,83333,699555,176877,1007590,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","2세대","없음","남자",45,"대학교(4년제 이상)","졸업","취업","교육 서비스업","사무 종사자","아 파 트",0,"전세",500,37550,0,36,"없음",1677.0766,"3분위","5분위","300~400만원 미만",1893493,1413303,342940,0,4500,91480,16450,345615,158250,79604,17675,0,305750,51039,480190,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",40,"대학교(4년제 이상)","졸업","취업","정보통신업","사무 종사자","아 파 트",0,"영구임대",500,37550,0,36,"없음",4807.3713,"4분위","8분위","600~700만원 미만",4933446,3176194,827655,27932,156562,523509,285141,90682,80395,88190,346309,0,351121,398701,1757252,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","2세대","없음","여자",56,"고등학교","졸업","취업","보건업 및 사회복지사업","전문가 및 관련 종사자","아 파 트",0,"영구임대",500,37550,0,36,"없음",3409.9585,"2분위","4분위","200~300만원 미만",2348662,2068979,291590,1328,111167,455142,108757,296045,98164,331643,29186,125000,128064,92893,279683,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","2세대","없음","남자",61,"고등학교","졸업","취업","사업시설관리 및 사업지원 및 임대 서비스업","단순노무 종사자","아 파 트",0,"영구임대",500,10940,0,36,"없음",2733.5985,"2분위","3분위","200~300만원 미만",1918267,1793765,368870,203387,12667,623143,50023,129647,81333,69000,39513,0,145233,70950,124502,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",62,"대학교(3년제 이하)","졸업","취업","사업시설관리 및 사업지원 및 임대 서비스업","단순노무 종사자","아 파 트",0,"영구임대",500,10940,0,36,"없음",4792.9855,"2분위","4분위","300~400만원 미만",1394008,1170311,100083,44222,8000,542424,2242,21833,56367,18219,31321,0,317962,27639,223697,"도시"
"근로자가구",2,2,"아님","아님","아님","해당","1세대","없음","남자",33,"대학교(4년제 이상)","졸업","취업","제조업","전문가 및 관련 종사자","오피스텔",1,"자기집",1500,0,380000,53,"있음",3286.4481,"5분위","10분위","700만원 이상",5318103,2719241,143817,3567,105233,208462,9650,24233,327234,120629,259417,0,1095975,421024,2598862,"도시"
"근로자가구",2,2,"아님","아님","아님","해당","2세대","없음","여자",75,"대학교(4년제 이상)","졸업","취업","보건업 및 사회복지사업","서비스 종사자","오피스텔",0,"보증부 월세",1750,20000,0,75,"없음",3101.8051,"4분위","7분위","500~600만원 미만",5169016,3981233,178825,4717,22167,1879044,16107,84550,75000,127681,1173107,50000,259833,110202,1187783,"도시"
"근로자가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","여자",45,"대학교(4년제 이상)","졸업","취업","제조업","사무 종사자","아 파 트",1,"전세",2760,920000,0,106,"없음",1890.6548,"5분위","9분위","700만원 이상",6295093,4785218,842475,0,71500,379299,83125,74475,155995,138859,243260,1878430,456320,461480,1509875,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",70,"고등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"자기집",2760,0,2200000,106,"있음",3959.4813,"2분위","3분위","200~300만원 미만",3487076,2952261,451093,88897,4750,296790,14750,808450,253305,62380,413338,98027,432117,28366,534815,"도시"
"근로자가구",4,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",52,"대학교(4년제 이상)","졸업","취업","정보통신업","사무 종사자","아 파 트",1,"전세",2190,730000,0,106,"있음",5187.6193,"5분위","10분위","700만원 이상",6196433,3945022,653609,5102,39656,476942,44156,67668,313320,472742,126174,947000,628034,170618,2251411,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",28,"고등학교","졸업","취업","도매 및 소매업","판매 종사자","단독주택(다가구주택 포함)",0,"보증부 월세",330,5000,0,23,"없음",1881.0244,"2분위","4분위","300~400만원 미만",1297985,857482,3388,0,23500,336021,500,3625,3650,88461,21300,0,368538,8500,440503,"도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","남자",77,"초등학교","중퇴","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",0,"보증부 월세",300,1000,0,25,"없음",1851.733,"1분위","1분위","100만원 미만",905331,904131,142109,11700,7000,237700,184062,292500,0,15260,4400,0,8000,1400,1200,"도시"
"근로자가구",3,2,"아님","아님","아님","해당","2세대","없음","여자",30,"대학교(4년제 이상)","졸업","취업","공공행정, 국방 및 사회보장 행정","사무 종사자","아 파 트",1,"자기집",1317,0,580000,84.38,"있음",859.3234,"4분위","8분위","600~700만원 미만",3371248,2069768,367320,20000,376000,202751,129400,104300,275000,139660,36000,0,213600,205737,1301480,"도시"
"근로자외 가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",63,"고등학교","졸업","취업","운수 및 창고업","장치,기계조작 및 조립 종사자","다세대주택",2,"자기집",200,0,150000,33,"있음",2760.8042,"3분위","5분위","300~400만원 미만",3023426,2431198,258485,8400,24846,107705,444830,131400,397360,98283,19900,0,438710,501280,592228,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",41,"대학교(4년제 이상)","졸업","취업","금융 및 보험업","사무 종사자","단독주택(다가구주택 포함)",0,"보증부 월세",450,5000,0,18,"없음",649.1561,"4분위","8분위","600~700만원 미만",4379672,2697772,173700,11100,0,477000,0,51980,204000,133000,809500,0,774500,62992,1681900,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",28,"대학원(석사)","재학","취업","건설업","전문가 및 관련 종사자","오피스텔",0,"전세",874,198000,0,30,"없음",2998.91,"2분위","4분위","200~300만원 미만",3174198,2559692,94176,6800,354673,116319,12343,189185,155537,362811,159039,0,486583,622226,614507,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",31,"대학교(3년제 이하)","졸업","취업","정보통신업","전문가 및 관련 종사자","오피스텔",1,"전세",874,180000,0,30,"없음",2998.91,"3분위","6분위","400~500만원 미만",3244773,2007558,260191,18058,387352,114820,149347,99968,226775,62586,58365,0,380160,249936,1237215,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",24,"대학교(4년제 이상)","졸업","취업","전문, 과학 및 기술 서비스업","전문가 및 관련 종사자","오피스텔",0,"보증부 월세",874,10000,0,30,"없음",2188.9143,"2분위","3분위","200~300만원 미만",2693719,2425699,113738,24200,287412,798316,23224,60384,111126,62936,393904,0,467015,83444,268020,"도시"
"근로자가구",3,1,"아님","아님","아님","해당","2세대","있음(동거)","여자",48,"고등학교","졸업","취업","전문, 과학 및 기술 서비스업","사무 종사자","오피스텔",1,"보증부 월세",874,10000,0,30,"없음",1617.0891,"4분위","8분위","600~700만원 미만",5244069,4448139,444673,230200,124100,924167,7950,99353,866070,254905,78750,0,1206360,211613,795930,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",28,"대학교(4년제 이상)","졸업","취업","건설업","전문가 및 관련 종사자","아 파 트",0,"전세",300,1e+05,0,16,"없음",1843.0175,"2분위","4분위","200~300만원 미만",2559714,1510164,222105,0,99000,140670,29110,160380,120800,87030,41185,404570,173300,32014,1049550,"도시"
