"조사기준연도","행정구역시도코드","대표자성별코드","자본금출자금","자본금중외국자본비율","기업상태변동코드","상호출자제한_기업집단_대상여부","주식시장상장형태코드","주사업_산업대분류코드","주사업산업중분류코드","상용근로_남여합계종사자수","상용근로_남자종사자수","상용근로_여자종사자수","상용근로_본사본점_남여합계종사자수","상용근로_본사본점_남자종사자수","상용근로_본사본점_여자종사자수","상용근로_본사본점_기능직_남여합계종사자수","상용근로_본사본점_기능직_남자종사자수","상용근로_본사본점_기능직_여자종사자수","상용근로_본사본점_현업제조부문_남여합계종사자수","상용근로_본사본점_현업제조부문_남자종사자수","상용근로_본사본점_현업제조부문_여자종사자수","상용근로_본사본점_현업비제조부문_남여합계종사자수","상용근로_본사본점_현업비제조부문_남자종사자수","상용근로_본사본점_현업비제조부문_여자종사자수","상용근로_본사본점이외_남여합계종사자수","상용근로_본사본점이외_남자종사자수","상용근로_본사본점이외_여자종사자수","상용근로_본사본점이외_국내_남여합계종사자수","상용근로_본사본점이외_국내_남자종사자수","상용근로_본사본점이외_국내_여자종사자수","상용근로_본사본점이외_국내_제조업_남여합계종사자수","상용근로_본사본점이외_국내_제조업_남자종사자수","상용근로_본사본점이외_국내_제조업_여자종사자수","상용근로_본사본점이외_국내_도소매업_남여합계종사자수","상용근로_본사본점이외_국내_도소매업_남자종사자수","상용근로_본사본점이외_국내_도소매업_여자종사자수","상용근로_본사본점이외_국내_숙박음식업_남여합계종사자수","상용근로_본사본점이외_국내_숙박음식업_남자종사자수","상용근로_본사본점이외_국내_숙박음식업_여자종사자수","상용근로_본사본점이외_국내_건설업_남여합계종사자수","상용근로_본사본점이외_국내_건설업_남자종사자수","상용근로_본사본점이외_국내_건설업_여자종사자수","상용근로_본사본점이외_국내_운수업_남여합계종사자수","상용근로_본사본점이외_국내_운수업_남자종사자수","상용근로_본사본점이외_국내_운수업_여자종사자수","상용근로_본사본점이외_국내_금융보험업_남여합계종사자수","상용근로_본사본점이외_국내_금융보험업_남자종사자수","상용근로_본사본점이외_국내_금융보험업_여자종사자수","상용근로_본사본점이외_국내_연구개발업_남여합계종사자수","상용근로_본사본점이외_국내_연구개발업_남자종사자수","상용근로_본사본점이외_국내_연구개발업_여자종사자수","상용근로_본사본점이외_국내_기타산업_남여합계종사자수","상용근로_본사본점이외_국내_기타산업_남자종사자수","상용근로_본사본점이외_국내_기타산업_여자종사자수","상용근로_본사본점이외_국외_남여합계종사자수","상용근로_본사본점이외_국외_남자종사자수","상용근로_본사본점이외_국외_여자종사자수","임시일용근로_남여합계종사자수","임시일용근로_남자종사자수","임시일용근로_여자종사자수","임시일용근로_기타_남여합계종사자수","임시일용근로_기타_남자종사자수","임시일용근로_기타_여자종사자수","유형자산_연간증가합계금액","유형자산_토지_연간증가금액","유형자산_건물_연간증가금액","유형자산_구축물_연간증가금액","유형자산_기계장치_연간증가금액","유형자산_선박항공기_연간증가금액","유형자산_차량운반구_연간증가금액","유형자산_건설중인자산_연간증가금액","유형자산_기타_연간증가금액","무형자산_취득_연간증가금액","유형자산_연간감소합계금액","유형자산_토지_연간감소금액","유형자산_건물_연간감소금액","유형자산_구축물_연간감소금액","유형자산_기계장치_연간감소금액","유형자산_선박항공기_연간감소금액","유형자산_차량운반구_연간감소금액","유형자산_건설중인자산_연간감소금액","유형자산_기타_연간감소금액","무형자산_연간감소합계금액","재무구조_자산_총액","재무구조_당좌자산","재무구조_재고자산","재무구조_투자자산","재무구조_유형자산","재무구조_유형자산_토지_연말잔액","재무구조_유형자산_건물_연말잔액","재무구조_유형자산_구축물_연말잔액","재무구조_유형자산_기계장치_연말잔액","재무구조_유형자산_선박항공기_연말잔액","재무구조_유형자산_차량운반구_연말잔액","재무구조_유형자산_건설중인자산_연말잔액","재무구조_유형자산_기타_연말잔액","재무구조_무형자산","재무구조_부채_총액","재무구조_유동부채","재무구조_비유동부채","재무구조_자본총액","재무구조_자본잉여금","경영실적_매출금액영업수익","경영실적_영업비용_매출원가금융보험관련비","경영실적_영업비용_판매비및일반관리비","경영실적_영업외수익금액","경영실적_영업외비","경영실적_법인세차감전순이익"
"2021","서울특별시","남",5951,0,"변동없음","아니오","코스닥","도매 및 소매업(45~47)","도매 및 상품 중개업",83,57,24,60,30,22,58,28,21,9,8,0,25,19,1,45,42,5,45,41,5,26,23,5,15,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,34,19,22,0,0,0,788,0,0,0,36,0,26,9,722,8,59,0,0,0,0,0,0,217,0,0,103273,22213,16059,55382,4781,0,0,67,-3,0,38,23,823,187,49295,42574,8195,49235,30759,86160,56579,22730,9995,7921,-897
"2021","부산광역시","남",2090,0,"변동없음","아니오","비상장","제조업(10~34)","기타 기계 및 장비 제조업",113,101,10,106,98,9,52,45,3,59,48,4,0,0,0,6,6,1,5,6,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,790,0,169,0,51,0,0,730,77,0,912,0,0,0,0,0,0,0,0,0,11787,4665,484,1574,4148,2460,331,58,848,0,125,617,1553,-99,9408,3469,6701,5132,711,23968,22853,1810,3772,417,2717
"2021","서울특별시","남",4210,0,"변동없음","아니오","비상장","정보통신업(58~63)","출판업",106,76,31,106,77,30,65,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,31548,14668,0,12496,2384,0,0,65,-2,0,380,24,172,1342,706,1556,19,28054,-836,17889,0,16584,1190,111,4156
"2021","서울특별시","남",3043,0,"변동없음","아니오","비상장","정보통신업(58~63)","출판업",73,47,26,70,46,26,71,45,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,790,0,0,0,0,0,0,13,469,0,0,0,0,0,0,0,0,0,39064,34122,1061,613,3052,1446,555,77,1098,0,33,26,-17,-88,8724,3336,4052,28350,345,7748,5186,3422,87,331,11348
"2021","경상북도","남",10850,0,"변동없음","아니오","비상장","제조업(10~34)","자동차 및 트레일러 제조업",85,61,24,44,30,9,15,8,6,32,22,1,0,0,0,27,23,4,28,12,4,29,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-20,0,0,0,0,0,0,0,0,0,0,0,0,501,0,107,0,1292,0,0,0,21,0,379,0,0,0,392,0,0,0,0,0,85165,12307,707,1,9535,6196,1345,581,1128,0,133,14,51,18,70411,64972,6749,9772,700,25048,22869,3552,611,538,2831
"2021","부산광역시","남",4127,0,"변동없음","아니오","비상장","제조업(10~34)","1차 금속 제조업",162,150,6,161,149,6,36,31,5,132,119,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2729,0,0,0,603,0,0,0,14,29,9777,9005,0,0,8,0,0,49,0,0,93112,51043,8082,-3,11109,5120,1868,81,2993,0,138,26,10,73,48301,42725,7050,52145,-764,77387,73165,7889,2013,2828,19864
"2021","경기도","남",998,0,"변동없음","아니오","비상장","제조업(10~34)","금속가공제품 제조업; 기계 및 가구 제외",85,59,28,42,27,13,36,20,6,0,0,0,0,0,0,40,34,0,8,36,0,11,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7169,0,589,0,332,0,0,6051,63,21,4152,0,0,0,69,0,42,3309,0,4665,30409,8270,6969,2656,20761,5274,5019,88,642,0,150,26,240,23,16508,9345,7079,15646,-691,15208,11094,2433,439,10724,-19084
"2021","인천광역시","남",1094,0,"변동없음","예","비상장","예술, 스포츠 및 여가관련 서비스업(90~91)","스포츠 및 오락관련 서비스업",53,38,14,43,35,13,40,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084,0,0,0,0,0,0,732,59,0,234,101,0,0,0,0,6,2,0,0,31122,5568,-4,1398,10617,0,9559,142,-1,0,42,1140,68,1,10658,1792,7138,24725,-617,22853,9041,8789,1517,203,3776
"2021","서울특별시","남",499,0,"변동없음","아니오","비상장","도매 및 소매업(45~47)","도매 및 상품 중개업",257,9,209,54,8,51,52,10,43,0,0,0,0,0,0,133,3,118,130,2,117,0,0,0,78,0,174,0,0,0,0,0,0,2,1,2,0,0,0,8,0,0,145,36,81,0,0,0,68,49,55,0,0,0,148,0,0,0,0,0,0,0,138,10,60,0,0,0,0,0,0,0,50,0,13315,4456,5374,2856,12047,4620,5913,244,-1,0,7,205,2521,62,3565,2947,278,8519,2,15849,8300,5492,804,79,1623
"2021","서울특별시","남",84545,0,"기타","아니오","비상장","예술, 스포츠 및 여가관련 서비스업(90~91)","창작, 예술 및 여가관련 서비스업",256,133,122,22,11,9,23,10,12,0,0,0,0,0,0,223,129,118,220,131,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,78,106,0,0,0,85,47,13,0,0,0,-417270,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,1356,2531488,2103058,48618,-3,8618,403,2615,-355,328,0,21,25,363,654,432122,355252,121619,2595023,152464,195128,199507,64089,7588,2413,-33732
"2021","경기도","남",4166,0,"변동없음","아니오","비상장","제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외",141,106,34,75,50,26,56,31,23,18,13,0,0,0,0,68,50,5,68,48,5,25,0,5,61,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,4,1,5,0,0,0,281,0,0,0,1739,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26653,15430,1894,3039,14204,14283,2388,308,3,0,52,24,82,-69,18426,7305,8771,6373,1621,47643,37612,6369,320,87,2856
"2021","경기도","남",19873,0,"변동없음","아니오","코스닥","정보통신업(58~63)","출판업",275,168,105,281,174,104,269,172,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6609,0,0,0,0,0,29,4213,0,0,55,0,0,0,0,0,61,52,115,2,189030,92088,-3,70969,15029,4875,2663,90,0,0,57,3571,15,2179,12796,11095,1947,169736,64227,54722,14203,17463,1559,1032,5358
"2021","경기도","남",2190,0,"변동없음","아니오","비상장","제조업(10~34)","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78,77,3,81,75,2,27,28,2,45,45,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0,31,0,105,0,556,109,0,0,0,0,0,0,24,0,0,0,14356,3860,5701,1143,9801,5553,2679,91,566,0,114,23,1119,2491,5022,1073,4770,10894,3910,12618,10675,1506,600,588,996
"2021","서울특별시","남",3610,0,"변동없음","아니오","비상장","숙박 및 음식점업(55~56)","음식점 및 주점업",31,13,21,20,10,10,3,2,0,0,0,0,15,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11999,775,-2,289,7224,1660,4129,279,534,0,10,21,-16,3,5156,4886,166,8273,-468,2553,3473,3214,387,416,-3201
"2021","경상남도","남",8839,0,"변동없음","아니오","코스닥","제조업(10~34)","식료품 제조업",1145,804,351,386,239,171,115,87,32,242,186,106,0,0,0,642,440,235,577,539,395,-33,321,0,23,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,3,0,0,0,439,96,324,0,0,0,16960,0,238,1128,7515,0,0,6852,4582,2442,10131,0,0,175,0,0,22,3932,243,19,582904,132140,12389,633201,49096,1553,11570,516,8932,0,24,1727,10578,13849,308366,241278,58031,269828,148007,613400,758558,80776,58166,35796,117876
"2021","대전광역시","남",5412,0,"변동없음","아니오","비상장","건설업(41~42)","전문직별 공사업",151,137,19,32,28,8,33,25,8,0,0,0,0,0,0,99,94,9,99,79,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,4131,1984,1582,0,0,0,112,0,61,0,15,0,0,0,0,0,0,0,6,0,184600,103297,72,81961,20660,11242,5905,141,6829,0,281,20,868,4065,60892,40037,18908,118364,603,165858,141321,6597,9427,1945,18770
"2021","전라북도","남",63906,0,"변동없음","아니오","비상장","제조업(10~34)","기타 기계 및 장비 제조업",81,59,21,39,13,12,22,13,10,0,0,0,13,10,3,50,50,6,50,50,5,41,3,3,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,-10,0,0,49,43,4,0,0,0,7,1,0,0,0,0,3159,5,0,0,8,0,0,0,1207,1078,6191,0,0,0,0,0,0,0,124,0,267944,87877,33220,91791,10674,4503,2657,53,974,0,239,17,3612,3299,18889,16944,1508,262212,126771,106259,99609,15481,12918,5410,6371
"2021","경기도","남",894,0,"변동없음","아니오","비상장","운수 및 창고업(49~52)","육상운송 및 파이프라인 운송업",88,59,30,95,58,26,40,31,10,0,0,0,53,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,0,0,0,0,0,2435,0,12,0,0,0,0,0,0,0,4,0,0,0,7091,988,-2,4149,7227,4693,481,20,30,0,283,9,-38,284,5418,5009,203,1745,-393,10349,5637,963,151,136,-1
"2021","부산광역시","남",16345,0,"변동없음","아니오","비상장","제조업(10~34)","기타 운송장비 제조업",697,656,19,726,750,20,62,52,8,578,497,11,36,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25480,12,786,0,2845,0,0,10495,108,2004,2650,0,0,0,0,0,0,7317,0,0,240219,60963,93502,3223,139317,17041,20675,29710,2312,0,16,2684,5363,1897,137704,59114,69714,119960,56547,310304,264040,29746,6559,9973,14157
"2021","서울특별시","남",9465,0,"변동없음","아니오","비상장","운수 및 창고업(49~52)","창고 및 운송관련 서비스업",60,49,10,55,44,10,53,44,10,0,0,0,0,0,0,4,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1172,0,0,0,0,0,59,0,0,0,93614,16526,1138,23149,16252,3569,6870,92,1,0,321,14,179,4269,57605,53471,4812,41326,-318,109080,53003,36736,2678,2089,7086
"2021","인천광역시","남",86773,0,"변동없음","아니오","비상장","전문, 과학 및 기술 서비스업(70~73)","연구개발업",319,175,154,125,58,64,107,58,63,0,0,0,0,0,0,127,102,42,127,100,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,-999,0,140,96,26,0,0,0,0,0,0,0,0,0,14174,1487,2399,0,72210,0,0,5541,366,-812,6521,2462,0,0,1088,0,0,15387,1889,0,516983,95805,4084,73727,27612,7464,9642,86,1493,0,147,2675,1394,8219,146819,123473,34251,250907,29264,192383,133410,20477,23654,35895,23919
"2021","서울특별시","여",64579,0,"변동없음","아니오","코스피","제조업(10~34)","식료품 제조업",1163,792,347,119,116,25,48,27,21,0,0,0,5,3,2,632,709,163,574,5,146,715,1282,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,35,10,2,0,-1,49,19,21,0,0,0,32,0,0,0,27173,0,0,0,0,0,758,403,1717,355,0,0,0,0,0,3875,314149,49916,80718,67677,80857,52336,17125,13842,8059,0,4,118,267,234,181925,192110,19716,127451,20317,434652,396747,16057,23930,21748,6420
"2021","서울특별시","남",998,0,"변동없음","아니오","비상장","전문, 과학 및 기술 서비스업(70~73)","건축기술, 엔지니어링 및 기타 과학기술 서비스업",70,65,5,72,65,5,3,2,1,0,0,0,66,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,25,0,29,96,0,0,0,0,0,0,0,0,0,10185,9771,28,-3,2079,918,167,76,2,0,13,4,29,555,2274,1672,579,8450,113,12007,7702,2036,243,14,1630
"2021","전라북도","남",4537,0,"변동없음","아니오","비상장","운수 및 창고업(49~52)","육상운송 및 파이프라인 운송업",64,61,3,61,62,3,7,4,2,0,0,0,51,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,15790,4143,-1,79,649,0,0,63,90,0,15,1,-341,274,12647,6319,4867,4625,180,12252,6137,1090,976,480,-2388
"2021","경상남도","남",1432,0,"변동없음","아니오","비상장","제조업(10~34)","기타 운송장비 제조업",511,471,55,293,275,35,41,35,6,194,166,18,106,79,27,283,271,23,284,269,23,231,131,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-246,0,0,6,3,0,0,0,0,10,1,6,0,0,0,7120,172,0,360,0,0,262,3797,287,0,41712,22589,0,0,0,0,9,3099,0,0,70323,26141,19065,25107,29806,6897,3896,262,3894,0,346,705,2219,12,45923,27203,19652,29682,245,130159,115833,9400,2148,4371,-866
