"가구구분코드","가구원수","취업인원수","노인가구여부","모자가구여부","맞벌이가구여부","일반가구여부","세대구분코드","배우자코드","가구주_성별코드","가구주_연령","가구주_학력코드","가구주_수학구분코드","가구주_취업여부","가구주_10차산업분류코드","가구주_7차직업분류코드","거처구분코드","자동차보유대수","입주형태코드","월세평가금액","전세보증금","월세사글세","주거용전용면적","주택소유유무","가중값","전국전체가구_1인이상소득5분위코드","전국전체가구_1인이상소득10분위코드","소득구간코드","가계지출금액","가계지출_소비지출금액","가계지출_소비지출_식료품비주류음료구입비","가계지출_소비지출_주류담배구입비","가계지출_소비지출_의류신발구입비","가계지출_소비지출_주거수도광열비","가계지출_소비지출_가정용품가사서비스이용금액","가계지출_소비지출_보건제품구입비","가계지출_소비지출_교통비","가계지출_소비지출_통신비","가계지출_소비지출_오락문화비","가계지출_소비지출_교육비","가계지출_소비지출_음식숙박비","가계지출_소비지출_기타상품서비스이용금액","가계지출_비소비지출금액","도시읍면부구분코드"
"근로자외 가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",50,"고등학교","졸업","취업","숙박 및 음식점업","서비스 종사자","단독주택(다가구주택 포함)",0,"보증부 월세",298,5000,0,33.1039705848862,"없음",1561.7627775309,"1분위","1분위","100만원 미만",2217892,2178100,266385,123866,122898,352101,78976,173008,137607,41900,99513,0,480862,206364,327625,"도시"
"근로자외 가구",3,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",61,"고등학교","졸업","취업","도매 및 소매업","기능원 및 관련기능 종사자","단독주택(다가구주택 포함)",2,"자기집",296,0,97819,69.0984855613584,"있음",465.025258814558,"4분위","8분위","600~700만원 미만",2776297,1793901,276975,635,229421,124716,38031,134394,293675,105366,70576,19,379334,102580,434885,"도시"
"근로자외 가구",2,2,"해당","아님","해당","아님","1세대","있음(동거)","남자",72,"대학교(4년제 이상)","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",2,"자기집",598,5,189935,201.056085154136,"있음",1705.09715849604,"3분위","5분위","300~400만원 미만",3681883,2965629,822582,3577,280397,162277,91846,125518,363354,277367,20249,299940,474467,372717,437249,"도시"
"근로자가구",1,1,"해당","아님","아님","아님","1세대","없음","남자",72,"초등학교","졸업","취업","보건업 및 사회복지사업","단순노무 종사자","단독주택(다가구주택 포함)",1,"전세",155,39999,0,25.8852832782021,"없음",1580.49888438522,"1분위","1분위","100만원 미만",409840,325004,198615,76692,0,38262,15807,63759,100518,0,10804,15,14325,15236,19318,"도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",64,"고등학교","졸업","취업","제조업","단순노무 종사자","아 파 트",1,"자기집",666,2,230076,85.269628441769,"있음",1003.07262711526,"3분위","5분위","300~400만원 미만",2002716,1613603,484968,167902,53479,202010,5364,134354,178132,118354,128916,0,185506,6609,502793,"도시"
"근로자외 가구",3,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",36,"고등학교","졸업","취업","금융 및 보험업","판매 종사자","아 파 트",1,"자기집",352,4,120130,59.1322511648671,"있음",3223.96369081346,"5분위","9분위","700만원 이상",5639245,4366365,617453,18551,141631,179805,115,99636,455543,164507,116710,0,457113,917433,1338408,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",31,"대학교(4년제 이상)","졸업","취업","공공행정, 국방 및 사회보장 행정","사무 종사자","아 파 트",0,"보증금 없는 월세",300,0,111,22.7985498759571,"없음",505.190714599792,"3분위","5분위","300~400만원 미만",3331807,2257479,100902,6185,100067,389114,995317,283752,330087,135904,187638,0,402362,316127,616503,"도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","여자",77,"중학교","중퇴","비취업","기타,무직","기타,무직","아 파 트",0,"자기집",702,0,270034,63.6261459436328,"있음",2563.84988330432,"1분위","1분위","100~200만원 미만",732146,921500,494596,1997,68203,135984,27585,6316,10350,57492,13716,11,89865,5608,123080,"도시"
"근로자가구",4,2,"아님","아님","아님","해당","2세대","있음(동거)","남자",57,"대학교(4년제 이상)","졸업","취업","건설업","기능원 및 관련기능 종사자","아 파 트",1,"자기집",1101,0,150521,104.594791236819,"있음",6573.27227940864,"5분위","9분위","700만원 이상",4593822,4636181,1166244,83316,89568,259345,92665,194029,683119,113787,364561,160959,322088,713987,795389,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","1세대","없음","여자",57,"초등학교","졸업","취업","보건업 및 사회복지사업","서비스 종사자","아 파 트",0,"자기집",398,0,55225,73.3255803663892,"있음",930.977400258494,"1분위","2분위","100~200만원 미만",353190,297211,111720,0,1981,84865,3823,0,52748,32328,9221,0,15924,34202,240028,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",89,"초등학교","졸업","비취업","기타,무직","기타,무직","다세대주택",0,"자기집",328,2,70087,82.7999213746044,"있음",1668.12406826007,"1분위","1분위","100만원 미만",1237429,1036632,428194,36,23212,86767,20716,261481,19229,0,21424,41,11468,15314,139727,"비도시"
"근로자외 가구",4,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",43,"대학교(4년제 이상)","졸업","취업","제조업","기능원 및 관련기능 종사자","아 파 트",1,"자기집",706,1,300256,99.0413281551161,"있음",4446.38840540451,"3분위","6분위","400~500만원 미만",4087728,2488541,480332,8663,83732,176920,60776,28772,146492,119745,155339,475049,523518,219886,1012783,"도시"
"근로자외 가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","남자",57,"대학교(4년제 이상)","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"보증금 없는 월세",400,3,0,82.454307823118,"있음",935.706910352034,"3분위","5분위","300~400만원 미만",3069806,2527277,539156,44914,77819,834908,76003,5072,496727,128964,135067,0,261349,114125,219035,"도시"
"근로자외 가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",52,"대학교(4년제 이상)","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",1,"보증금 없는 월세",184,0,0,19.6814265927418,"없음",865.156576208849,"2분위","4분위","300~400만원 미만",1968105,1581314,169994,239430,12263,277382,4289,36736,72524,57119,141443,21,691447,197189,852243,"도시"
"근로자외 가구",5,1,"해당","아님","아님","아님","2세대","있음(동거)","남자",68,"대학교(4년제 이상)","졸업","비취업","기타,무직","기타,무직","아 파 트",2,"자기집",1799,2,829765,164.245210632364,"있음",965.534061408854,"5분위","10분위","700만원 이상",5911619,4624941,838258,38775,143742,319952,484660,404413,591155,294221,371915,6,533731,288051,1276207,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","2세대","없음","여자",64,"고등학교","졸업","취업","보건업 및 사회복지사업","전문가 및 관련 종사자","아 파 트",1,"자기집",1100,2,449742,82.0556806041023,"있음",3939.45514965825,"4분위","7분위","500~600만원 미만",2981540,2171782,445167,294,294018,227779,15057,90924,268888,128604,75473,0,553364,222405,820206,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","2세대","없음","여자",29,"대학교(4년제 이상)","졸업","취업","공공행정, 국방 및 사회보장 행정","사무 종사자","다세대주택",0,"자기집",401,0,400324,85.3120641313425,"있음",1405.33784341337,"2분위","3분위","200~300만원 미만",1325370,1065169,194222,0,31957,72717,4064,14474,168368,178670,40290,124981,69955,74553,188444,"비도시"
"근로자외 가구",5,0,"아님","아님","아님","해당","2세대","없음","여자",43,"고등학교","졸업","비취업","기타,무직","기타,무직","다세대주택",1,"자기집",304,5,73799,75.9085917546276,"있음",810.593377566387,"1분위","1분위","100만원 미만",2166101,1825439,310152,6332,41430,186491,67360,118099,71722,123650,65968,373306,203716,36546,205610,"도시"
"근로자가구",4,1,"아님","아님","아님","해당","2세대","없음","여자",66,"무학","무학(또는 해당없음)","취업","보건업 및 사회복지사업","서비스 종사자","단독주택(다가구주택 포함)",1,"자기집",202,0,35100,49.4359825584021,"있음",632.501854341123,"2분위","4분위","300~400만원 미만",1590700,698656,267387,0,0,66479,1703,22627,113082,122207,13790,400003,21732,65590,395014,"도시"
"근로자외 가구",2,2,"아님","아님","아님","해당","2세대","없음","남자",52,"대학교(4년제 이상)","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"자기집",802,0,140072,83.8049409452544,"있음",464.219899307947,"3분위","6분위","400~500만원 미만",2907079,2470596,472500,27909,121354,252320,71148,25868,104676,81942,305166,4,646251,405790,429774,"도시"
"근로자외 가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","남자",61,"고등학교","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",0,"자기집",455,0,649688,95.8175063199888,"있음",1319.13320500063,"2분위","3분위","200~300만원 미만",4245903,3728053,442520,19584,159794,98323,56431,2046710,3709,389196,257991,300011,612416,195460,715855,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",37,"대학교(4년제 이상)","졸업","취업","교육 서비스업","전문가 및 관련 종사자","오피스텔",1,"전세",464,96505,393,48.6236529670128,"없음",5789.52992949381,"3분위","6분위","400~500만원 미만",2622460,1902084,320413,51,229006,155621,6150,20930,310991,77576,228279,0,425250,287747,567973,"도시"
"근로자가구",5,1,"해당","아님","아님","아님","2세대","있음(동거)","남자",70,"대학교(4년제 이상)","졸업","취업","사업시설관리 및 사업지원 및 임대 서비스업","서비스 종사자","단독주택(다가구주택 포함)",0,"자기집",1981,0,750526,132.439866154274,"있음",1015.06085236406,"4분위","8분위","600~700만원 미만",2306083,1393326,304694,161672,17462,147974,28035,10534,98749,68480,45870,421404,243267,68031,506990,"도시"
"근로자외 가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",65,"중학교","휴학","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",1,"자기집",178,0,36085,71.0846007958299,"있음",1145.98241126725,"5분위","10분위","700만원 이상",2801264,2592130,663925,5416,163343,235281,159596,165128,490693,87852,67876,0,180006,75682,987350,"비도시"
"근로자외 가구",2,2,"아님","아님","아님","해당","1세대","없음","여자",26,"대학교(3년제 이하)","졸업","취업","협회 및 단체, 수리  및 기타 개인 서비스업","서비스 종사자","다세대주택",0,"전세",703,150000,0,69.5094455537434,"없음",1246.3209939592,"4분위","8분위","500~600만원 미만",5801054,4258221,229896,17702,231131,124950,55019,38557,219954,728452,2221966,0,1484753,491720,625940,"도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","남자",82,"대학교(3년제 이하)","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",1,"전세",195,40001,355,51.1662129432052,"없음",492.226636001407,"1분위","1분위","100만원 미만",769315,594362,155340,12915,4488,55639,4714,0,96685,8094,8717,0,0,17660,24981,"비도시"
"근로자외 가구",2,2,"아님","아님","아님","해당","2세대","있음(비동거)","여자",57,"고등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"자기집",2004,0,500678,84.9512242549846,"있음",770.692036196279,"1분위","2분위","100~200만원 미만",3400190,2438288,376006,13732,65325,204589,45592,196031,73138,91016,212186,0,320016,178512,280527,"도시"
"근로자가구",4,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",44,"고등학교","졸업","취업","건설업","기능원 및 관련기능 종사자","단독주택(다가구주택 포함)",2,"무상주택",300,1,421,87.9567704699931,"없음",937.6935062438,"4분위","8분위","500~600만원 미만",4387243,3502106,568690,82834,18400,329570,7481,313503,382019,215929,52578,0,396347,154441,871339,"도시"
"근로자외 가구",1,1,"아님","해당","아님","아님","1세대","없음","여자",50,"대학교(3년제 이하)","졸업","취업","숙박 및 음식점업","서비스 종사자","아 파 트",1,"자기집",496,0,110472,91.5747445089849,"있음",1507.86505960499,"3분위","6분위","400~500만원 미만",2470093,2197334,235327,13766,340332,228446,94517,246649,165561,41732,137545,1064366,300006,266790,334242,"비도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",54,"대학교(4년제 이상)","졸업","취업","보건업 및 사회복지사업","전문가 및 관련 종사자","아 파 트",2,"자기집",895,0,450116,84.3612324499055,"있음",1158.69618460821,"5분위","10분위","700만원 이상",7241163,3994969,353820,1163,100692,199796,13490,53926,1049819,100635,77618,24,874606,671580,4086269,"도시"
"근로자외 가구",4,2,"아님","아님","아님","해당","2세대","있음(비동거)","여자",55,"중학교","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"자기집",399,1,95312,60.4848844208802,"있음",426.118938726429,"4분위","7분위","500~600만원 미만",5108829,2505133,523701,65155,126864,191011,21307,269185,242134,167814,218774,0,152860,157835,1934337,"도시"
"근로자가구",3,1,"아님","해당","아님","아님","2세대","있음(비동거)","여자",41,"고등학교","졸업","취업","제조업","장치,기계조작 및 조립 종사자","아 파 트",1,"자기집",756,1,720055,84.8697227691973,"있음",727.042518994496,"3분위","6분위","400~500만원 미만",4395452,3299113,476404,40727,185129,245425,217174,295967,156600,137206,337637,376487,1204365,144461,1188992,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",27,"대학교(3년제 이하)","졸업","취업","보건업 및 사회복지사업","전문가 및 관련 종사자","단독주택(다가구주택 포함)",0,"보증부 월세",239,2999,0,20.6255663855601,"없음",1488.69143598821,"3분위","5분위","400~500만원 미만",4448359,2464794,147776,22353,722821,311331,9376,10724,152432,43363,284468,666695,410341,215263,506974,"도시"
"근로자가구",3,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",39,"대학교(4년제 이상)","졸업","취업","협회 및 단체, 수리  및 기타 개인 서비스업","기능원 및 관련기능 종사자","아 파 트",2,"자기집",351,2,59270,83.3054699497523,"있음",1543.70146185929,"4분위","7분위","500~600만원 미만",2655271,1489593,169589,95528,8728,86673,270563,219236,76150,120094,118051,0,134757,38189,573188,"도시"
"근로자외 가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",56,"대학원(석사)","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",2,"자기집",279,0,75439,85.9718537929581,"있음",1160.31779178343,"5분위","10분위","700만원 이상",5643215,2132276,405553,213,66618,267383,30444,46211,459433,84461,146407,0,434096,347094,1841016,"비도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",59,"대학교(4년제 이상)","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",1,"자기집",145,0,33702,99.2404608796772,"있음",1206.18258169961,"3분위","5분위","300~400만원 미만",1769699,1162483,313683,7632,7730,107217,52101,41975,97368,205886,86422,0,314673,70275,435296,"비도시"
"근로자가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","남자",48,"대학교(4년제 이상)","졸업","취업","전문, 과학 및 기술 서비스업","사무 종사자","단독주택(다가구주택 포함)",1,"보증부 월세",352,2005,0,48.0509647679152,"없음",427.96762028004,"5분위","9분위","700만원 이상",4120402,3186313,407339,12670,210827,450810,311014,196245,245220,100672,293211,42,874026,235593,1244219,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","2세대","없음","여자",69,"초등학교","졸업","취업","협회 및 단체, 수리  및 기타 개인 서비스업","단순노무 종사자","아 파 트",0,"자기집",602,2,199368,50.1147967351858,"있음",3196.41739437864,"1분위","2분위","100~200만원 미만",2135123,1698218,227640,72196,28545,132934,207935,136336,129667,62435,63333,29,515283,149633,379672,"도시"
"근로자가구",4,1,"아님","아님","아님","해당","3세대이상","없음","여자",38,"대학교(4년제 이상)","졸업","취업","제조업","사무 종사자","다세대주택",0,"자기집",526,0,229007,78.0507755724187,"있음",2090.50807570329,"2분위","4분위","300~400만원 미만",3800767,3710385,606993,2314,146509,201854,46021,318620,92523,195646,439145,305997,334112,393869,783183,"도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",64,"초등학교","졸업","취업","제조업","장치,기계조작 및 조립 종사자","다세대주택",1,"자기집",902,0,189840,63.6499056967049,"있음",847.525286706029,"5분위","10분위","700만원 이상",4059334,3153135,347434,111594,31732,273342,33720,723062,291580,167778,113351,44988,249077,164337,684777,"도시"
"근로자가구",3,1,"아님","아님","아님","해당","3세대이상","없음","여자",33,"대학교(3년제 이하)","졸업","취업","도매 및 소매업","사무 종사자","아 파 트",0,"전세",351,50000,0,66.1087336012786,"없음",3283.99020929309,"2분위","4분위","200~300만원 미만",1213761,943691,247079,10289,69528,176828,12074,55294,64836,100550,44503,0,49468,21916,114837,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",41,"대학교(4년제 이상)","졸업","취업","도매 및 소매업","사무 종사자","아 파 트",1,"전세",398,95004,0,43.0555407760244,"없음",237.115737084445,"2분위","3분위","200~300만원 미만",1714460,1202314,133431,61876,244107,141065,0,58136,226584,107321,65833,24,329532,122400,471867,"도시"
"근로자외 가구",2,2,"아님","아님","아님","해당","2세대","없음","여자",63,"고등학교","졸업","취업","도매 및 소매업","판매 종사자","아 파 트",1,"자기집",896,0,249574,84.9880363322265,"있음",1223.59794652706,"4분위","8분위","600~700만원 미만",3146006,1836656,396748,2690,112937,262616,2316,640974,174563,49772,42741,0,215649,105709,1197651,"도시"
"근로자외 가구",2,2,"아님","아님","아님","해당","2세대","없음","여자",55,"고등학교","졸업","취업","숙박 및 음식점업","서비스 종사자","아 파 트",1,"보증부 월세",499,9996,198,65.8792403733599,"없음",1446.66452194925,"4분위","8분위","600~700만원 미만",2880671,2336333,168234,93510,89382,642330,24631,91061,137461,225388,3296,0,307698,217280,214295,"도시"
"근로자외 가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",48,"대학교(3년제 이하)","졸업","취업","운수 및 창고업","장치,기계조작 및 조립 종사자","아 파 트",1,"자기집",501,0,349939,84.2403035466871,"있음",322.299759836876,"3분위","6분위","400~500만원 미만",3062926,2500360,281010,77258,306585,189066,598599,177209,245141,212515,66175,3,405124,141185,1076196,"도시"
"근로자외 가구",2,2,"아님","아님","아님","해당","2세대","없음","남자",54,"대학교(4년제 이상)","졸업","취업","사업시설관리 및 사업지원 및 임대 서비스업","단순노무 종사자","아 파 트",0,"자기집",854,2,299570,85.1885156818261,"있음",1128.36982614167,"3분위","5분위","300~400만원 미만",2056687,1535895,593478,28482,23389,207839,283701,168632,53123,32276,27533,68,193308,166692,310220,"도시"
"근로자가구",4,1,"아님","아님","아님","해당","3세대이상","있음(동거)","남자",53,"고등학교","졸업","취업","공공행정, 국방 및 사회보장 행정","사무 종사자","다세대주택",1,"보증부 월세",293,2997,0,39.5251669179426,"없음",302.25329854059,"4분위","7분위","500~600만원 미만",6200502,3601884,564905,0,259186,410673,15958,77759,291532,226917,38387,0,1011933,284829,1471907,"도시"
"근로자가구",4,2,"아님","아님","아님","해당","2세대","있음(동거)","여자",70,"무학","무학(또는 해당없음)","취업","숙박 및 음식점업","단순노무 종사자","단독주택(다가구주택 포함)",1,"자기집",60,0,10315,60.0187956696681,"있음",1347.8568794744,"4분위","8분위","700만원 이상",1524335,1656377,303204,213345,21588,329832,26118,216442,132693,96233,18558,0,34789,286900,245249,"비도시"
"근로자외 가구",5,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",45,"대학교(3년제 이하)","졸업","취업","부동산업","전문가 및 관련 종사자","아 파 트",2,"전세",499,130001,0,60.0399921270159,"없음",514.007703258457,"2분위","4분위","200~300만원 미만",3217923,2742919,387103,129638,99758,190470,56366,60092,260153,101312,54870,235065,504144,560550,810956,"도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",60,"중학교","졸업","취업","건설업","단순노무 종사자","연립주택",1,"자기집",199,0,32519,46.2127586047832,"있음",866.437067534642,"3분위","6분위","400~500만원 미만",2341876,1883780,468995,2673,117548,196472,28439,87438,165396,82985,22997,10,446871,292496,584369,"도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","남자",69,"중학교","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"보증부 월세",500,19109,226,46.4877976532496,"없음",1121.49749201312,"2분위","3분위","200~300만원 미만",1685916,1639267,202750,12027,60474,536733,122901,62723,12531,52183,17499,0,865514,73486,181494,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","남자",36,"대학교(3년제 이하)","졸업","취업","제조업","장치,기계조작 및 조립 종사자","단독주택(다가구주택 포함)",2,"전세",731,178499,64,59.754584987265,"없음",6634.0580903096,"4분위","7분위","500~600만원 미만",3141258,1855032,388987,13638,107683,139883,17217,81826,371580,72626,14572,0,725161,178875,844562,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",31,"대학교(3년제 이하)","졸업","취업","숙박 및 음식점업","서비스 종사자","단독주택(다가구주택 포함)",0,"보증부 월세",460,3002,0,15.7598191350553,"없음",1098.30951811344,"2분위","3분위","200~300만원 미만",1900665,1859529,0,1657,156221,458106,15075,61606,61188,75777,48810,0,415798,180823,529482,"도시"
"근로자가구",3,1,"아님","아님","아님","해당","3세대이상","없음","여자",41,"대학교(4년제 이상)","중퇴","취업","보건업 및 사회복지사업","전문가 및 관련 종사자","단독주택(다가구주택 포함)",0,"자기집",439,6,650544,95.0138772968526,"있음",5322.0319687674,"1분위","2분위","200~300만원 미만",1856464,1390653,257042,35561,72702,251927,44586,46817,70113,21948,54725,0,358271,154628,364570,"도시"
"근로자외 가구",4,2,"아님","아님","아님","해당","2세대","있음(동거)","남자",59,"고등학교","졸업","취업","운수 및 창고업","장치,기계조작 및 조립 종사자","아 파 트",1,"자기집",1198,0,379955,110.092739976194,"있음",1641.40673431689,"4분위","7분위","500~600만원 미만",4505908,4225211,971303,44216,90303,421699,149848,384253,184437,221825,337418,43,647873,113713,803651,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",44,"대학교(4년제 이상)","졸업","취업","숙박 및 음식점업","서비스 종사자","단독주택(다가구주택 포함)",1,"보증부 월세",326,3004,0,25.7489293448989,"없음",1591.89418322243,"3분위","5분위","300~400만원 미만",2517492,1693718,126738,0,51539,400654,35484,111428,284500,57398,78791,99956,305589,129545,344906,"도시"
"근로자외 가구",1,0,"아님","아님","아님","해당","1세대","없음","남자",27,"고등학교","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",1,"보증부 월세",328,2000,115,45.2992680098079,"없음",2596.27575216527,"1분위","1분위","100만원 미만",1797233,1678173,86865,58410,136164,331367,0,61684,33728,21801,39759,12,738193,67682,150153,"비도시"
